Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Drugs","No","","78073","Terminated","Natures Supplement","2525 N Dixie Hwy","","Lake Worth","FL","	33460-6250","United States","Voluntary: Firm initiated","Press Release","Florida","D-0149-2018","Class I","Enhanced Vegetal Vigra 200 mg Capsules, 8 count bottles, Manufacturer: Hand-shaking (Int'l) Cop. USA, ADD: Hand-shaking Mansion, the 5th Ave., Stanford, USA  ---  UPC# 8931028556885","308 bottles","Marketed without an Approved NDA/ANDA; FDA analysis found product to be tainted with Sildenafil.","09/20/2017","01/04/2018","05/01/2019","01/10/2018","All lots, Exp. 02/23/2020"
"Drugs","No","","78332","Ongoing","Pfizer Inc.","235 E 42nd St","","New York","NY","	10017-5703","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA","D-0150-2018","Class I","diphenoxylate hydrochloride and atropine sulfate tablets, USP, 2.5 mg/0.025 mg,  a) 100-count bottle (NDC 59762-1061-1), b) 1000-count bottle (NDC 59762-1061-2), Rx Only, Distributed by: Greenstone LLC. Peapack, NJ 07977","183437 bottles","SUPERPOTENT: Weight variations resulting in tablets that are sub and super potent","10/20/2017","01/04/2018","","01/10/2018","Lots: a) R83962, R93347, R93348, R93349, R93350, R93351, R93352, Exp. 2021 OCT 31; S57831, S57832, S57834, Exp. 2021 NOV 30 b) R93356, R93357, R93358, R97310, Exp. 2021 OCT 31."
"Drugs","No","","78396","Completed","Fresenius Kabi USA, LLC","5200 Corporate Pkwy","","Wilson","NC","	27893-9412","United States","Voluntary: Firm initiated","Letter","Nationwide in the USA","D-0152-2018","Class I","Midazolam Injection, USP, Preservative Free, 2 mg / 2 mL (1 mg / mL), 24 X 2mL Prefilled single-use syringes per carton, Rx only, Fresenius Kabi Lake Zurich, IL 60047, NDC 76045-001-20","203136 syringes","Labeling: Label MIX-UP.  Blister Packages, Labeled as Midazolam injection, USP, 2 mg / 2 ml, Containing Syringes of Ondansetron Injection, USP, 4 mg / 2 mL","10/27/2017","01/04/2018","","01/10/2018","Lot: 6400048"
"Food","No","","78735","Terminated","Rachael's Food Corporation","150 Switzer Ave","","Springfield","MA","	01109-1027","United States","Voluntary: Firm initiated","Telephone","Nationwide through retail and online sales.","F-0535-2018","Class I","Smoked Salmon packed under Springfield Smoked Fish and Rachael's:   - Rachael s SPRINGFIELD SMOKED FISH HAND CUT STYLE SMOKED NOVA SALMON, 4 oz. UPC: 045049113342;   -  Rachael s SPRINGFIELD SMOKED FISH SMOKED SLICED NOVA SALMON, 4 oz., UPC: 045049113250; Rachael s SPRINGFIELD SMOKED FISH SMOKED SLICED NOVA SALMON 8 oz., UPC: 045049113083; Rachael s SPRINGFIELD SMOKED FISH SMOKED SLICED NOVA SALMON, 8 oz., UPC: 045049113274;   -  Rachael s SPRINGFIELD SMOKED FISH HAND CUT NOVA SALMON ATLANTIC SALMON 4 oz., UPC: 045049113359; Rachael s SPRINGFIELD SMOKED FISH HAND CUT STYLE SMOKED NOVA SALMON ATLANTIC SALMON 8 oz., UPC: 045049113304;  - Rachael s SPRINGFIELD SMOKED FISH SMOKED SLICED NOVA SALMON 1 lb., UPC: 811907018018 and SPRINGFIELD SMOKED FISH PRE-SLICED SMOKED SALMON, 1 lb., UPC: 811907018018; SPRINGFIELD SMOKED SLICED NOVA SALMON, 3 lbs., UPC: 045049150613; SPRINGFIELD SMOKED FISH HAND CUT SMOKED SLICED NOVA SALMON, 3 lb., UPC: 045049111065;   - SPRINGFIELD SMOKED FISH PRE-SLICED SMOKED SALMON, catch weight, UPC: N/A;   "" springfield smoked fish whole unsliced nova side, catch weight, UPC: N/A;   - SPRINGFIELD SMOKED FISH nova salmon chips, 5 lb.; SPRINGFIELD SMOKED FISH SLICED SMOKED NOVA CHIPS, 1 lb., UPC: 045049113212  and 5 lb., UPC: N/A; Rachael s SPRINGFIELD SMOKED FISH SMOKED NOVA SALMON BITS, 8 oz., UPC: 045049112079  - SPRINGFIELD SMOKED FISH SMOKED SALMON WINGS AND BELLIES, NET WT. 5 lb., UPC: 045049111256  - SPRINGFIELD SMOKED FISH SPREADABLE SMOKED NOVA SALMON, 8 oz., UPC: 045049113236; 1.25 lb. UPC: 045049112413; 5 lb. UPC: 045049112406  - SLICED SMOKED NOVA SALMON BAGEL CUTS, 1 lb., UPC: 045049112086  ","43606.61 pounds (total for all products)","Product tested positive for Listeria monocytogenes.","12/12/2017","01/08/2018","05/01/2018","01/10/2018","Lot/Unit Numbers: 15171 through 45172"
"Food","No","","78735","Terminated","Rachael's Food Corporation","150 Switzer Ave","","Springfield","MA","	01109-1027","United States","Voluntary: Firm initiated","Telephone","Nationwide through retail and online sales.","F-0536-2018","Class I","SPRINGFIELD SMOKED FISH Whitefish Salad.   8 oz UPC:  045049117425  5 lb  UPC: 045049117425","43606.61 pounds (total for all products)","Product may be contaminated with Listeria monocytogenes.","12/12/2017","01/08/2018","05/01/2018","01/10/2018","Lot/Unit Numbers: Use by 12/15/17 through 2/9/18"
"Food","No","","78735","Terminated","Rachael's Food Corporation","150 Switzer Ave","","Springfield","MA","	01109-1027","United States","Voluntary: Firm initiated","Telephone","Nationwide through retail and online sales.","F-0537-2018","Class I","Traditional Kippered Salmon, catch weights, UPC: 045049117012","43606.61 pounds (total for all products)","Product may be contaminated with Listeria monocytogenes.","12/12/2017","01/08/2018","05/01/2018","01/10/2018","Lot/Unit Numbers: 22171 through 41171"
"Food","No","","78735","Terminated","Rachael's Food Corporation","150 Switzer Ave","","Springfield","MA","	01109-1027","United States","Voluntary: Firm initiated","Telephone","Nationwide through retail and online sales.","F-0538-2018","Class I","SPRINGFIELD SMOKED FISH Smoked Sable, Catch weight, UPC: N/A","43606.61 pounds (total for all products)","Product may be contaminated with Listeria monocytogenes.","12/12/2017","01/08/2018","05/01/2018","01/10/2018","Lot/Unit Numbers: 20171 through 33171"
"Food","No","","78735","Terminated","Rachael's Food Corporation","150 Switzer Ave","","Springfield","MA","	01109-1027","United States","Voluntary: Firm initiated","Telephone","Nationwide through retail and online sales.","F-0539-2018","Class I","SPRINGFIELD SMOKED FISH Smoked Whole Whitefish, catch weight, UPC: N/A","43606.61 pounds (total for all products)","Product may be contaminated with Listeria monocytogenes.","12/12/2017","01/08/2018","05/01/2018","01/10/2018","Lot/Unit Numbers: 17171 through 46171"
"Food","No","","78735","Terminated","Rachael's Food Corporation","150 Switzer Ave","","Springfield","MA","	01109-1027","United States","Voluntary: Firm initiated","Telephone","Nationwide through retail and online sales.","F-0540-2018","Class I","Rachael's SPRINGFIELD SMOKED FISH Smoked Trout 6 oz, UPC: 045049117258","43606.61 pounds (total for all products)","Product may be contaminated with Listeria monocytogenes.","12/12/2017","01/08/2018","05/01/2018","01/10/2018","Lot/Unit Numbers: 17171 through 42171"
"Food","No","","78735","Terminated","Rachael's Food Corporation","150 Switzer Ave","","Springfield","MA","	01109-1027","United States","Voluntary: Firm initiated","Telephone","Nationwide through retail and online sales.","F-0541-2018","Class I","SPRINGFIELD SMOKED FISH Smoked Bluefish, catch weight UPC: 045049117357","43606.61 pounds (total for all products)","Product may be contaminated with Listeria monocytogenes.","12/12/2017","01/08/2018","05/01/2018","01/10/2018","Lot/Unit Numbers: 34171"
