Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Drugs","No","","63525","Terminated","Zi Xiu Tang Success, LLC","177 Creek Rd","","Kutztown","PA","	19530-9043","United States","Voluntary: Firm initiated","Letter","Nationwide and Canada to distributors and consumers.","D-369-2014","Class I","Classic Zi Xiu Tang, Bee Pollen Capsule, Net Wt. 250 mg x 60 capsules per bottle, Distributed by:  Zi Xiu Tang Success, LLC., Trexlertown, PA  18087, UPC 6 937000 700019","6084 bottles","Marketed Without An Approved NDA/ANDA: Products were found to contain undeclared sibutramine, the active ingredient in a previously approved FDA product indicated for weight loss but removed from the market for safety reasons, making these products unapproved new drugs.","10/22/2012","12/18/2013","11/21/2014","12/25/2013","Lot numbers: 04/15/2012, Exp 04/15/14; 05/15/2012, Exp 05/15/14; 06/15/2012, Exp 06/15/14; and 07/15/2012, Exp 07/15/14"
"Drugs","No","","63525","Terminated","Zi Xiu Tang Success, LLC","177 Creek Rd","","Kutztown","PA","	19530-9043","United States","Voluntary: Firm initiated","Letter","Nationwide and Canada to distributors and consumers.","D-370-2014","Class I","Ultimate Formula, Net Wt. 250 mg, 48 capsules per bottle, Distributed by:  Zi Xiu Tang Success, LLC., Trexlertown, PA  18087, UPC 7 9357304140 1","16126 bottles","Marketed Without An Approved NDA/ANDA: Products were found to contain undeclared sibutramine, the active ingredient in a previously approved FDA product indicated for weight loss but removed from the market for safety reasons, making these products unapproved new drugs.","10/22/2012","12/18/2013","11/21/2014","12/25/2013","Lot numbers: 05/25/2012, Exp 05/24/14; 07/29/2012, Exp 07/28/14; and 08/05/2012, Exp 08/04/14"
"Veterinary","No","","65641","Terminated","Hubbard Feeds, Inc.","135 Main","P.O. Box 156","Shipshewana","IN","	46565-0156","United States","Voluntary: Firm initiated","Letter","Michigan and Indiana","V-037-2014","Class I","Hubbard Life Homestead FASTGROW AM.0.0125 NAB/NAB MEDICATED Complete Chicken Starter/ Grower/ Finisher/ Broiler Feed, Complete Turkey Grower/ Finisher     Aid in prevention of coccidiosis.  ACTIVE DRUG INGREDIENT AMPROLIUM	0.0125 %  ","101/ 50lb bags","Hubbard Feeds Inc. announced today a voluntary recall in Indiana and Michigan Due to Potentially Elevated Calcium and Phosphorus in one lot of Hubbard Life Homestead FASTGROW AM.0125 NAP/NAB MEDICATED which may be harmful to chickens and turkeys.","07/02/2013","12/18/2013","01/13/2014","12/25/2013","Item No.: 34739-2 and Lot Number: B00570987"
"Drugs","No","","65842","Terminated","Healthy Life Chemistry Inc dba Purity First","13A Lucon Dr","","Deer Park","NY","	11729-5711","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Approximately 30% of all finished products were sold to customers in interstate to include but may not be limited to NY, NJ & CT via UPS.  Products are promoted and sold directly to customers at Healthy Life Chemistry's retail store at 13A Lucon Drive in Deer Park, NY, on the company website (www.purityfirst.com), and are available at the health food store, Total Health, located at 120 Rte 110, Farmingdale, NY (www.totaldiscountvitamins.com).","D-373-2014","Class I","B-50 capsules, 100-count bottles, labeled in part as Healthy Life Chemistry, By Purity First, Manufactured for: Purity First Health Products, Inc. Healthy Life Chemistry 51 Florida Street, Farmingdale, NY 11735; 1-800-696-7017","unknown","Marketed Without An Approved NDA/ANDA: FDA analysis of this product found it to contain undeclared steroids and steroid-like substances making this an unapproved new drug.","07/31/2013","12/18/2013","05/11/2015","12/25/2013","lot numbers: F03Q, C02R"
"Drugs","No","","65842","Terminated","Healthy Life Chemistry Inc dba Purity First","13A Lucon Dr","","Deer Park","NY","	11729-5711","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Approximately 30% of all finished products were sold to customers in interstate to include but may not be limited to NY, NJ & CT via UPS.  Products are promoted and sold directly to customers at Healthy Life Chemistry's retail store at 13A Lucon Drive in Deer Park, NY, on the company website (www.purityfirst.com), and are available at the health food store, Total Health, located at 120 Rte 110, Farmingdale, NY (www.totaldiscountvitamins.com).","D-374-2014","Class I","Multi-Mineral capsules, 200-count bottles, labeled in part as Healthy Life Chemistry, By Purity First, Manufactured for: Purity First Health Products, Inc. Healthy Life Chemistry 51 Florida Street, Farmingdale, NY 11735; 1-800-696-7017","unknown","Marketed Without An Approved NDA/ANDA: New York State Department of Health analysis of this product found it to contain undeclared steroid-like substances making it an unapproved new drug.","07/31/2013","12/18/2013","05/11/2015","12/25/2013","lot number: 12-829"
"Drugs","No","","65894","Terminated","Bethel Nutritional Consulting, Inc","599 W 190th St Ste 1","","New York","NY","	10040-3577","United States","Voluntary: Firm initiated","Press Release","Nationwide, Puerto Rico, and internet sales","D-371-2014","Class I","Quick Thin (citrus aurantium extract, sweet potato fiber, cyamopsis gum powder, alfalfa, mulberry leaf, guarana, spirulina) capsules, 400 mg, 30-count bottle, Distributed by: Bethel, Inc., Tel: (212) 568-5330.","9,121 bottles","Marketed Without An Approved NDA/ANDA: FDA analysis detected the presence of sibutramine, N-Desmethylsibutramine and phenolphthalein. Sibutramine and phenolphthalein were previously available drug products but were removed from the U.S. market making these products unapproved new drugs.","08/05/2013","12/18/2013","05/30/2018","12/25/2013","Lot 10032011, Exp 10/14"
"Drugs","No","","65894","Terminated","Bethel Nutritional Consulting, Inc","599 W 190th St Ste 1","","New York","NY","	10040-3577","United States","Voluntary: Firm initiated","Press Release","Nationwide, Puerto Rico, and internet sales","D-372-2014","Class I","Bethel Advance (bitter orange, mulberry leaf, cassia seed extract, jobstear seed, spirulina, starch, kola nut) capsules, 400 mg, 30-count bottles, Distributed by: Bethel, Inc., Tel: (212) 568-5330, UPC 1 60126 41750 9.","13,266 bottles","Marketed Without An Approved NDA/ANDA: FDA analyses detected the presence of phenolphthalein, N-di-Desmethylsibutramine, and trace amounts of sibutramine and N-Desmethylsibutramine. Sibutramine and phenolphthalein were previously available drug products but were removed from the U.S. market making these products unapproved new drugs.","08/05/2013","12/18/2013","05/30/2018","12/25/2013","Lot 10092011, Exp 2014"
"Veterinary","No","","65949","Terminated","Land O Lakes Purina LLC","1080 County Road F W","","Shoreview","MN","	55126-2910","United States","Voluntary: Firm initiated","Telephone","Product was sold to one customer in PA.","V-013-2014","Class I","Purina¿ GATES LON Complete PEL DBZ7.2 with Diflubenzuron","16,660 lbs","Dairy cattle feed was manufactured with toxic levels of Monensin.","07/17/2013","12/13/2013","01/07/2014","12/25/2013","Product Code:  1S8H (3000867-201) --  Lot No. 7/15/13"
"Drugs","No","","66043","Completed","Fabscout Entertainment, Inc","1458 NW 23rd Ave","","Ft Lauderdale","FL","	33311-5147","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, FL and UT","D-376-2014","Class I","Evil Root 1200 mg, supplied in 6 capsules per bottle, Manufacturer: Tibet Shengyang Health Medicine Co.,Ltd. Address: No. 98, Min zu Road, Lhasa","32 bottles of 6 capsules each","Marketed without an Approved NDA/ANDA: product found to contain undeclared sildenafil","08/14/2013","12/18/2013","","12/25/2013","All Lots"
"Drugs","No","","66043","Completed","Fabscout Entertainment, Inc","1458 NW 23rd Ave","","Ft Lauderdale","FL","	33311-5147","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, FL and UT","D-377-2014","Class I","72HP MAXIMUM POTENCY MALE SEXUAL ENHANCEMENT, Dietary Supplement, supplied in 1 capsule per blister pack, Distributed by: 72HP, Inc. Weston, FL  ","578 blister packs of 1 capsule each","Marketed without an Approved NDA/ANDA: products were found to contain undeclared sildenafil","08/14/2013","12/18/2013","","12/25/2013","All Lots"
