Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Veterinary","No","","65146","Terminated","Rural King Supply, Inc.","4216 Dewitt Ave","","Mattoon","IL","	61938","United States","Voluntary: Firm initiated","Telephone","Nationwide (IL, IN, KY, MI, MO, OH, TN)","V-008-2014","Class I","Stutzman's Feed & Supply LLC; Yellow Shelled Deer Corn; 50 Lbs.; WARNING: Do not feed to animals producing milk or meat for food.","183 tons (approximately 7,320 bags)","The deer corn has high levels of aflatoxin.","04/29/2013","12/05/2013","05/01/2018","12/11/2013","AMEL 2/26/2013"
"Food","No","09/11/2018","65359","Terminated","Townsend Farms Inc","23400 Ne Townsend Way","","Fairview","OR","	97024-4626","United States","Voluntary: Firm initiated","Press Release","Product was distributed from Townsend Farms to consignees' distribution centers in Arizona, California, North Carolina, Utah, and Washington.","F-0701-2014","Class I","The Costco product is sold under brand name Townsend Farms Organic Antioxidant Blend - The product is a mix of IQF organic berries, specifically; dark tart cherries, pomegranate arils, strawberries, red raspberries, and blueberries. The product is packaged into plastic bags with a net wt. 48oz (3 lbs) 1.36kg.  There are 12 bags in a case.  The Costco item # is 595820 and has the UPC 0 78414 40444 8.       Harris Teeter Organics Antioxidant Berry Blend - The product is a mix of IQF organic berries, specifically; dark tart cherries, pomegranate arils, strawberries, red raspberries, and blueberries. The product is packaged into plastic bags with a net wt. 10 oz (283 g).  There are 12 bags in a case.    The Harris Teeter product has the UPC 0 72036 70463 4.      For the Costco product there are two different labels:    The first Costco product label reads in part ""*** USDA ORGANIC***Organic Antioxidant Blend*** DARK TART CHERRIES, POMEGRANATE ARILS, STRAWBERRIES, RED RASPBERRIES, BLUEBERRIES***Townsend Farms *** Individually Quick Frozen KEEP FROZEN *** NET WT. 48oz (3 LBS) 1.36KG ***"".    The second Costco product label reads in part ""***HEART HEALTHY HIGH IN ANTIOXIDANTS***Organic Antioxidant Blend***DARK TART CHERRIES, BLUEBERRIES, POMEGRANATE ARILS, RED RASPBERRIES, STRAWBERRIES***Individually Quick Frozen All Natural No Preservatives*** USDA ORGANIC***Townsend Farms *** Grower Processor Distributor*** KEEP FROZEN *** Net Wt. 48oz (3 lbs) 1.36kg***ITEM #595820***"".      The Harris Teeter label reads in part ""***HARRIS TEETER***Organics Antioxidant Berry Blend***Organic Dark Cherries, Organic Blueberries, Organic Pomegranate, Organic Red Raspberries & Organic Strawberries *** USDA ORGANIC***NET WT 10 OZ (283 G)***KEEP FROZEN *** PROUDLY DISTRIBUTED BY:  HARRIS TEETER *** MATHEWS, NC 28105 ***"".","504,060 retail packages (3 lbs.) and 6,300 retail packages (10 oz.)","Harris Teeter Organics Antioxidant Berry Blend (10 oz.) and Townsend Farms Organic Antioxidant Blend (3 lbs.) are recalled because it has the potential to be contaminated with Hepatitis A virus, based on the epidemiological and traceback investigation by the FDA and the CDC, of an illness outbreak.","06/03/2013","12/03/2013","09/11/2018","12/11/2013","Costco Townsend Farms Organic Antioxidant Blend:      BEST BY from T012415 sequentially through T053115, followed by a letter and BEST BY from T122114 sequentially through T053115, followed by a letter. All letter designations are included in the voluntary recall.    Harris Teeter Organics Antioxidant Berry Blend product has lot codes T041613C and T041613E and the BEST BY code 101614.      The codes are breakdown as:    Townsend Farms Organic Antioxidant Blend: T = Townsend, 053115 = a two year best by date from the day it was manufactured, Letter = a two hour window of production;    Harris Teeter Organic Antioxidant Berry Blend - T = Townsend, 041613 = the date the product was produced, C or E = a two hour window of production, BEST BY 101614 = 18 month best by date."
"Drugs","No","","65479","Terminated","Main Street Family Pharmacy, LLC","126 East Main Street","","Newbern","TN","	38059","United States","Voluntary: Firm initiated","Telephone","nationwide, specifically:  AK, AL, AZ, CA, CO, CT, DC, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MN, MO, MS, NC,   NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, and WV","D-210-2014","Class I","Methylprednisolone 100mg/ml, 10ml, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200","697 units","The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.","05/28/2013","12/03/2013","04/22/2014","12/11/2013","lot# 011213dan"
"Drugs","No","","65479","Terminated","Main Street Family Pharmacy, LLC","126 East Main Street","","Newbern","TN","	38059","United States","Voluntary: Firm initiated","Telephone","nationwide, specifically:  AK, AL, AZ, CA, CO, CT, DC, FL, GA, HI, IL, IN, KS, KY, LA, MA, MD, MN, MO, MS, NC,   NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI, and WV","D-220-2014","Class I","Methylprednisolone 80mg/ml (PF) 10ml, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200","1312 units","The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.","05/28/2013","12/03/2013","04/22/2014","12/11/2013","Lot# 012813dan, 011413dan, 010913dan"
"Food","No","","65571","Terminated","Scenic Fruit Co","7510 Se Altman Rd","","Gresham","OR","	97080-8808","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was directly distributed to distribution centers in California, Colorado, Connecticut, Florida, Georgia, Indiana, Iowa, New Hampshire, Pennsylvania, Rhode Island, Texas, and Washington.","F-0702-2014","Class I","Woodstock Frozen Organic Pomegranate Kernels are sold in 8 oz. (227 gram) re-sealable plastic pouches with the UPC 0 42563 01628 9.    The product is labeled in parts: ""***WOODSTOCK***ORGANIC POMEGRANATE KERNELS***Juicy Lil' JEWELS***USDA ORGANIC***NET WT. 8 OZ (227g)***KEEP FROZEN***INGREDIENTS: Organic pomegranate kernels***Distributed by Woodstock, 313 Iron Horse Way Providence, RI 02908***"".","5,091 cases/12 bags/8 oz.","Woodstock Frozen Organic Pomegranate Kernels, 8 oz. pouches, are recalled based on epidemiological evidence that they may to be contaminated with hepatitis A.","06/26/2013","12/03/2013","01/21/2014","12/11/2013","Recalled Lot codes and Best By Dates are:    C 0129 (A, B, or C) 035 with a best by date of 02/04/2015.  C 0388 (A, B, or C) 087 with a best by date of 03/28/2015.  C 0490 (A, B, or C) 109 with a best by date of 04/19/2015.    Code is interpreted as:  C=Year;    Year: 2012=B, 2013=C, 2014=D;  0129=Lot;  C=Line number;  035=Julian date ;"
"Veterinary","No","","65847","Terminated","Steve's Real Foods","6138 S 2900 E","","Ogden","UT","	84403","United States","Voluntary: Firm initiated","Letter","Nationwide.","V-011-2014","Class I","DOG FOOD MAKING A DIFFERENCE, RAW FROZEN DOG FOOD, STEVE'S REAL FOOD, CHICKEN CANINE RECIPE, Net Wt. 5lbs. (2.3 kg), 8oz Patties, ""Use By""date of 11-7-13, UPC 6-91730-14202-5, Fortified with Raw Goat's Milk, Vegetarian Fed, Free Range, No Added Artibiotics or Hormones, Produce Grown without Pesticides, POUR AND SERVE NUGGETS, NATURALLY DELICIOUS RAW DOG FOOD, Feeding Guidelines, SAFE HANDLING Follow the same health standards and food handling techniques you would for your human family's raw meats and other foods. Keep Frozen.","42 cases - 168 Bags","Steve's Real Food is recalling its ""Chicken Canine Recipe"" due to potential contamination with Salmonelle.","07/26/2013","12/05/2013","12/23/2015","12/11/2013","LOT A220, MRF#: 81, UPC - 6-91730-14202-5"
"Food","No","","66452","Terminated","D. F. Stauffer Biscuit Co, Inc.","360 S Belmont St","","York","PA","	17403-2616","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was distributed directly to one distributor (McLane) who then further distributed to Target department stores located nationwide.","F-0729-2014","Class I","Market Pantry brand Animal Cookies, white fudge coated, in a clear plastic bear-shaped jar, net wt. 44 oz.    Ingredients: enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), sugar, soybean oil, high fructose corn syrup, invert sugar, cocoa (processed with alkali), graham flour, chocolate, salt, baking soda, calcium carbonate, soy lecithin, natural and artificial flavor, color with (caramel color, blue 1, yellow 6), preservatives (sodium benzoate, potassium sorbate, sodium metabisulfite), spices (mace and nutmeg). Contains wheat and soy.      May contain peanuts and tree nuts.     Distributed by Target Corporation, Minneapolis, MN.","20, 075 case (6 units per case)","undeclared milk and egg in Market Pantry brand white fudge coated Animal Cookies","10/03/2013","12/05/2013","08/18/2014","12/11/2013","UPC 0 85239 08259 1    Lot Number  Best By  Y072913B     29APR2014  Y072913C     29APR2014  Y073013A     30APR2014  Y073013B     30APR2014  Y073013C    30APR2014  Y073113A     01MAY2014  Y082113A     21MAY2014  Y082113B     21MAY2014  Y082113C     21MAY2014  Y082213A     22MAY2014  Y082913A     29MAY2014  Y082913B    29MAY2014  Y082913C     29MAY2014  Y083013A     30MAY2014  Y083013B     30MAY2014  Y090313B     03JUN2014  Y090313C    03JUN2014  Y090413A    04JUN2014  Y090413B    04JUN2014  Y090413C    04JUN2014"
"Food","No","","66575","Terminated","Boston Salads & Provisions Co., Inc.","24-26 Chesterton Street","","Boston","MA","	02119","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CT, MA, ME,RI,VT,","F-0408-2014","Class I","Tuna Salads- packaged in: 7 oz., 12 oz.,  5 lb.10 lb and 30 lb containers  Sold under the labels:  Boston Salads and the Rachel's Gourmet and Dietz and Watson      ","8068 cases","Product maybe contaminated with Listeria monocytogenes","10/24/2013","12/02/2013","03/16/2016","12/11/2013","Sell By dates between 9/13/2013 and 11/13/2013"
"Food","No","","66575","Terminated","Boston Salads & Provisions Co., Inc.","24-26 Chesterton Street","","Boston","MA","	02119","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CT, MA, ME,RI,VT,","F-0409-2014","Class I","Garden Tuna Salads- 5lbs sold  under the label: Costa Fruit Fresh Ideas","894 cases","Product maybe contaminated with Listeria monocytogenes","10/24/2013","12/02/2013","03/16/2016","12/11/2013","Sell By dates between 9/16/2013 and 11/4/2013"
"Food","No","","66575","Terminated","Boston Salads & Provisions Co., Inc.","24-26 Chesterton Street","","Boston","MA","	02119","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CT, MA, ME,RI,VT,","F-0410-2014","Class I","Seafood Salad packaged in: 7 oz., 12 oz., 30 lbs.  Packaged under the following labels:   Boston Salads, Rachaels Gourmet, Dietz and Watson, and Fresh Ideas 	","3363","Product maybe contaminated with Listeria monocytogenes","10/24/2013","12/02/2013","03/16/2016","12/11/2013","Sell By dates between 9/13/2013 and 11/4/2013"
