"Drugs","No","","77009","Terminated","Standard Homeopathic Company","154 W 131st St","","Los Angeles","CA","	90061-1616","United States","Voluntary: Firm initiated","Press Release","Nationwide in the USA and Puerto Rico.","D-0863-2017","Class I","Hyland's Baby Teething Tablets [Calcarea Phosporica 6X HPUS, Chamomilla 6X HPUS, Coffea Cruda 6X HPUS, Belladonna 12X HPUS (0.0000000000003% alkaloids, calculated)] Quick-Dissolving Tablets, packaged in a) 40-count bottles (NDC 54973-3127-3) (UPC 3 54973 31273 9); b) 135-count bottles (NDC 54973-3127-1) (UPCs 3 54973 31271 5, 3 54973 31371 2, 3 54973 31481 8); and 250-count bottles (NDC 54973-3127-2) (UPCs 3 54973 31272 2, 3 54973 31521 1), Manufactured for: Hyland's, Inc., Los Angeles, CA  90061.","10,263,585 bottles","Superpotent Drug: FDA analysis found inconsistent amounts of belladonna alkaloids that may differ from the calculated amount on the product labels.","04/13/2017","05/24/2017","10/26/2017","05/31/2017","All lots within expiry"
"Drugs","No","","77009","Terminated","Standard Homeopathic Company","154 W 131st St","","Los Angeles","CA","	90061-1616","United States","Voluntary: Firm initiated","Press Release","Nationwide in the USA and Puerto Rico.","D-0864-2017","Class I","Hyland's Baby Nighttime Teething Tablets [Belladonna 12X HPUS (0.0000000000003% alkaloids, calculated), Calcarea Phosphorica 6X HPUS, Chamomilla 6X HPUS, Coffea Cruda 6X HPUS, Magnesia Phosphorica 6X HPUS, Rheum 6X HPUS, Silicea 12X HPUS] Quick-Dissolving Tablets, 135-count bottle, Manufactured for: Hyland's, Inc., Los Angesles, CA  90061, NDC 54973-3197-1, UPC 3 54973 31971 4.","692,115 bottles","Superpotent Drug: FDA analysis found inconsistent amounts of belladonna alkaloids that may differ from the calculated amount on the product labels.","04/13/2017","05/24/2017","10/26/2017","05/31/2017","All lots within expiry"
"Devices","No","","77089","Terminated","EBI Patient Care, Inc.","484 Calle E","","Guaynabo","PR","	00969-3454","United States","Voluntary: Firm initiated","Letter","Nationwide distribution only.","Z-2118-2017","Class I","10-1335M - SpF-XL IIB 2/DM Implantable Stimulator.    Indicated as a spinal fusion adjunct to increase the probability of fusion success in 1 or 2 levels.","33 units total","Zimmer Biomet is conducting a medical device field action for the SpF PLUS-Mini and SpF XL IIB Implantable Spinal Fusion Stimulator products due to higher than allowed cytotoxicity levels found during routine process monitoring with the product.","04/20/2017","05/25/2017","10/17/2018","05/31/2017","Serial Numbers:  224595  224598  224607  224608  224610  224613  224615  224621  224622  224623  224624  224625  224626  224644  224649  224651  224655  224656  224658  224659  224666, and   224667."
"Devices","No","","77089","Terminated","EBI Patient Care, Inc.","484 Calle E","","Guaynabo","PR","	00969-3454","United States","Voluntary: Firm initiated","Letter","Nationwide distribution only.","Z-2119-2017","Class I","10-1398M - SpF-PLUS Implantable Stimulator.    Indicated as a spinal fusion adjunct to increase the probability of fusion success in 1 or 2 levels.","33 units total","Zimmer Biomet is conducting a medical device field action for the SpF PLUS-Mini and SpF XL IIB Implantable Spinal Fusion Stimulator products due to higher than allowed cytotoxicity levels found during routine process monitoring with the product.","04/20/2017","05/25/2017","10/17/2018","05/31/2017","Serial Numbers:  410093  410094  410096  410103  410111  410115  410119  410148  410151  410158, and   410171."
"Drugs","No","","77111","Ongoing","Hospira Inc.","600 N Field Dr","","Lake Forest","IL","	60045-4835","United States","Voluntary: Firm initiated","Press Release","Nationwide in the USA and Puerto Rico","D-0862-2017","Class I","Infant 25% DEXTROSE Injection, USP, 2.5 g (250 mg/mL), 10 mL Unit of Use Single-dose Syringe per carton, Rx only, Hospira Inc., Lake Forest, IL 60045, NDC 0409-1775-10","71,550 syringes","Presence of Particulate Matter: human hair found within an internal sample syringe.","04/21/2017","05/24/2017","","05/31/2017","Lot 58382EV*, Exp 1OCT 2017, *lot may be followed by 01 or 02"
"Food","No","","77142","Terminated","Phoenix Food, LLC","1030 Reserve Dr.","","Canton","TX","	75103","United States","Voluntary: Firm initiated","Press Release","CO, WA, TX, SC, PA, NY, WI, VA, CA, MO, KS, IN, AR, AL, SD, OH, Canada, GA, MA, MN, TN, IA, MI, MS, IL","F-2245-2017","Class I","Dip Trio Mix Homemade Gourmet Dip Mix Net Wt. 2.9 oz.  Distributed by: Phoenix Food, LLC. Canton, TX 75103 www.homemadegourmet.com","11,936 boxes","Possible Salmonella contamination.","04/26/2017","05/24/2017","03/27/2018","05/31/2017","Lot: K110420161, K111220161, K111120161"
"Food","No","","77151","Terminated","Lords Organics Llc","7670 N Hollywood Way # A28","","Burbank","CA","	91505-1037","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: Nationwide","F-2236-2017","Class I","Organic Veda brand Ginger Powder, 24 jars, Net Wt. 16 oz. (454 grams)","96 units","Lord Organics is recalling ginger powder because it has the potential to be contaminated with Salmonella.","04/27/2017","05/24/2017","08/31/2017","05/31/2017","Batch No: A324DGRP, MFD: AUG 2015, Best before: July 2017"
"Food","No","","77173","Terminated","U S Deer Antlers Export & Import","1206 S Western Ave","","Los Angeles","CA","	90006-3108","United States","Voluntary: Firm initiated","Letter","US: CA, TX, NC, NY, VA, HI, GA, WA, IL, PA, OK, MO, MD, NJ.    Korea.","F-2249-2017","Class I","Herbal Tea Variety 120 ml/pouch, 40 pouches/case","9,480 units","US Deer Antler Export and Import is recalling a variety of Herbal Teas because they may be contaminated with Clostridium botulinum","05/02/2017","05/24/2017","06/14/2017","05/31/2017","Herbal Tea Variety Batches prepared on premise between 3/1/17 and 4/30/17"
"Food","No","","77180","Terminated","SK Food Group Groveport","3301 Toy Rd","","Groveport","OH","	43125-9363","United States","Voluntary: Firm initiated","E-Mail","Product was shipped to the following states: CA, OH, NJ & NY.","F-2241-2017","Class I","Slow Roasted Ham & Swiss Breakfast Sandwich, Fully Cooked/Keep Frozen/Perishable Net Wt 5.6 oz (159 g) MANUFACTURED EXCLUSIVELY FOR STARBUCKS COFFEE COMPANY SEATTLE, WA 98134 UPC 7 62111 10495 1","658cs/10/5.6 oz packages","The product may be contaminated with Listeria monocytogenes.","07/25/2016","05/19/2017","02/12/2019","05/31/2017","Item #11052570 BEST BEFORE 16 OCT 2016"
"Food","No","","77184","Terminated","Tropic Fish Hawaii, LLC","2312 Kamehameha Hwy","Unit E-5","Honolulu","HI","	96819","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Island of Oahu","F-2268-2017","Class I","Yellowfin Tuna Hilo Cubes, Random cut.  15 lb. cases. (1 x 15 lb. bags per case)  Brand name: Reel Fresh  UPC: 664183001454  Ingredients: Frozen tuna and carbon monoxide (to promote color retention).  Product of Indonesia, Wild Caught","150 cases (15 lbs. per case)","Frozen raw tuna cubes from Indonesia tested positive for hepatitis A.","05/01/2017","05/25/2017","08/31/2017","05/31/2017","Manufacturing lot code 633671;  Los Angeles warehouse lot number 174127.   Products were transferred to a storage facility in Hawaii and assigned a new lot code number 5005125.  Hilo/Tropic Fish lot number 609149"
"Food","No","","77186","Terminated","HVF Inc. d.b.a Huson Valley Farms","381 Vineyard Ave","","Highland","NY","	12528-2332","United States","Voluntary: Firm initiated","Telephone","Nationwide thru one wholesale located in IL","F-2266-2017","Class I","Nutty INFUSIONS Roasted Cashew Butter, NET WT. 10 OZ (284 g)","5,022 jars","Listeria monocytogenes contamination","05/02/2017","05/24/2017","06/27/2019","05/31/2017","Lot 2125155  Best by 02/19"
"Food","No","","77186","Terminated","HVF Inc. d.b.a Huson Valley Farms","381 Vineyard Ave","","Highland","NY","	12528-2332","United States","Voluntary: Firm initiated","Telephone","Nationwide thru one wholesale located in IL","F-2269-2017","Class I","Nutty INFUSIONS Ginger Wasabi Cashew Butter, NET WT. 10 OZ (284 g)","5,130 jars","Listeria monocytogenes contamination","05/02/2017","05/24/2017","06/27/2019","05/31/2017","Lot 2124118  Best by 03/19"
"Food","No","","77298","Terminated","Italian Gluten Free Foods CL","1899 Bushwick Ave","","Merrick","NY","	11566-2661","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","MA, CT, NY, NJ, VA, DE, MD, P A, TX","F-2246-2017","Class I","Chef Luca's Italian Gluten Free Foods Lasagna Al Forno Baked Cheese Lasagna, 15 oz . frozen  UPC Code: 85573103116","135 cases (6/per case)","Product contains undeclared eggs","05/12/2017","05/24/2017","07/07/2017","05/31/2017","Lot Codes: 0307, 0527, 0547, 1147"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0142-2017","Class II","Peet's, 23% Broiler RTN MD CR Medicated, Amprolium 0.025%, Biozyme Incorporated St. Joseph MO, 50 lb bag","189 50-lb bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","159400"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0143-2017","Class II","Peet's, 32% Goat Supplement D46 Medicated, Decoquinate 46 grams/ton, Biozyme Incorporated St. Joseph MO, 50 lb bag","40 50-lb bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","573-2S"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0144-2017","Class II","Peet's, Hotchkiss Challenger 34-8, Biozyme Incorporated St. Joseph MO, bulk","12,000 lbs bulk","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","513-2H"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0145-2017","Class II","Peet's, Sup'R Sow Pel, Biozyme Incorporated St. Joseph MO, 50 lb bag","77 50-lb bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","130200"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0146-2017","Class II","Peet's, Flexi-con AMA Meal, Biozyme Incorporated St. Joseph MO, 50 lb bag","74 50-lb bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","13542A"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0147-2017","Class II","Peet's, Flexi-con, Biozyme Incorporated St. Joseph MO, 50 lb bag and bulk","32,000 lb bulk and 79 50-lb bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","8-3 354"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0148-2017","Class II","Peet's, Pig Start 100, Biozyme Incorporated St. Joseph MO, 50 lb bag","77 50lb-bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","12-6 214"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0149-2017","Class II","Peet's, Pig Start 300, Biozyme Incorporated St. Joseph MO, 50 lb bag","72 50-lb bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","12-6 214"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0150-2017","Class II","Peet's, Hoegermeyer Sow Base Mix Meal, Biozyme Incorporated St. Joseph MO, 50 lb bag","76 50-lb bags","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","12062H"
"Veterinary","No","","75266","Terminated","Biozyme Inc","787 E County Road T","","Fremont","NE","	68025-7809","United States","Voluntary: Firm initiated","Telephone","Product was distributed to customers in IA, NE, and SD","V-0151-2017","Class II","Peet's, Base Mix Extra Phy Meal, Biozyme Incorporated St. Joseph MO, bulk","12,000 lbs bulk","An ingredient used in the manufacture of animal feeds was recalled due to contamination with Salmonella.","08/01/2016","05/19/2017","05/23/2017","05/31/2017","12062P"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0112-2017","Class II","Doctors Fosters & Smith Chicken and Brown Rice Formula Adult  Dog Food Net Wt. 12.7 oz.  Distributed by Foster & Smith, Inc. Rhinelander, WI 54501-0100  UPC 8-25141-12020-8","910 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","BATCH ID 32CDS116"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0113-2017","Class II","Blue Buffalo Homestyle Recipe Healthy Weight Chicken Dinner With Garden Vegetable , Net Wt. 12.5  oz.  Distributed by Blue Buffalo Co., Ltd  11 River Rd. Wilson, CT 06897  UPC 8-40243-10017-0  ","2,535 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","62HYCS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0114-2017","Class II","Companion with Chicken and Rice Dog Food   Net Wt. 13.2 oz    Distributed by Foodhold USA LLC Landover, MD 20785 UPC 6-88267-07501-8","644 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","PCR1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0115-2017","Class II","Companion with Turkey and Bacon Dog Food  Net Wt. 13.2 oz      Distributed by Foodhold USA LLC Landover, MD 20785     UPC 6-88267-00356-1","478 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","PTB1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0116-2017","Class II","Companion with Chicken, Lamb and Rice Dog Food    Net Wt. 13.2 oz   Distributed by Foodhold USA LLC Landover, MD 20785     UPC 6-88267-00360-8","814 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","PCM1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0117-2017","Class II","Always Save    Fish Flavor Cat Food Net Wt. 13.2 oz.    Proudly Distributed By:    Associated Wholesale Grocers, Inc. Kansas City, Kansas 66106    UPC 0-70038-32970-1","405 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","RLC7 16JJJS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0118-2017","Class II","Always Save    Chicken Flavor Cat Food Net Wt. 13.2 oz    Proudly Distributed By:  Associated Wholesale Grocers, Inc. Kansas City, Kansas 66106    UPC 0-70038-32972-5","402 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","RLF7 16JJJS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0119-2017","Class II","Home 360 Pet    Dog Food with Turkey & Bacon     Net Wt. 13.2 oz     Proudly Distributed By:  DZA Brands LLC 2110 Executive Drive, Salisbury, NC 28147  UPC 7-25439-96016-8","1162 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","PTB1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0120-2017","Class II","Sprout Ultra High Performance Cat Food Country Chicken Dinner    Net Wt. 13.2 oz    Distributed By:    Mills Fleet Farm  PO Box 1199, Appleton, WI 54912      UPC 0-88302-42230-0","432 Cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","CCF1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0121-2017","Class II","Sprout Ultra High Performance Dog Food with Beef, Bacon & Cheese    Net Wt. 13.2 oz.    Distributed By:    Mills Fleet Farm  PO Box 1199, Appleton, WI 54912      UPC 0-01304-50491-1","122 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","PBB1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0122-2017","Class II","Grreat Choice with Chicken and Rice Classic Ground Dog Food Net Wt 13.2 oz  Dist. by: Pacific Coast Distributing, Inc. 19601 N. 27th Avenue Phoenix, AZ USA 85027  UPC 7-37257-26116-7    ","242 cans","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","PCR1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0123-2017","Class II","Cat Cuisine Turkey & Giblets Dinner Cat Food Net Wt. 13.2 oz   Distributed by: Save-A-Lot Food Stores, LTD Earth City, MO 63045  UPC 7-37257-26116-7    Net Wt. 13.2 oz.    Distributed By:    Mills Fleet Farm  PO Box 1199, Appleton, WI 54912      UPC 0-51933-46489-6","461 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","FTG151"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0124-2017","Class II","Triumph Premium Cat Food Ocean Fish Formula  Net Wt. 13.2 oz  UPC 0-73657-00289-5","785 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","TOF1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0125-2017","Class II","4Health Chicken & Rice Formula For Dogs  Net Wt. 13.2 oz.  Distributed by:  Tractor Supply Company 200 Powell Place  Brentwood, TN 37027  UPC 7-49394-01849-8","3454 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","UDC1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0126-2017","Class II","4Health Turkey & Salmon Dinner for Cats  Net Wt. 13.2 oz.  Distributed by:  Tractor Supply Company 200 Powell Place  Brentwood, TN 37027  UPC 7-49394-04303-2","1602 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","UCTSS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0127-2017","Class II","4Health Lamb and Rice Formula   Net Wt. 13.2 oz.    Distributed by:  Tractor Supply Company 200 Powell Place  Brentwood, TN 37027  UPC 0-49394-01850-4","4064 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Doctors Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","UDL1S1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0128-2017","Class II","Wellness Beef & Chicken Formula Net Wt. 12.5 oz.  Old Mother Hubbard, Inc.  Tewksbury, MA 01876  UPC 0-76344-08821-9","955 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","7WBCS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0129-2017","Class II","Wellness Beef & Salmon Formula Net Wt. 12.5 oz.  Old Mother Hubbard, Inc.  Tewksbury, MA 01876  UPC 0-76344-09122-6","1851 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","7WBSS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0130-2017","Class II","Wellness Chicken Formula Net Wt. 12.5 oz.  Old Mother Hubbard, Inc.  Tewksbury, MA 01876  UPC 0-76344-08822-6","23706 Cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","7WCCS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0131-2017","Class II","Wellness Chicken & Herring Formula Net Wt. 12.5 oz.  Old Mother Hubbard, Inc.  Tewksbury, MA 01876  UPC 0-76344-08820-2","10242 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","7WCHS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0132-2017","Class II","Wellness Chicken & & Lobster Formula  Net Wt. 12.5 oz  Old Mother Hubbard, Inc.  Tewksbury, MA 01876  UPC 0-76344-08869-1","849 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","7WCLS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0133-2017","Class II","Wellness Turkey Formula  Net Wt. 12.5 oz  Old Mother Hubbard, Inc.  Tewksbury, MA 01876  UPC 0-76344-08823-3","24534 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","7WTKS1"
"Veterinary","No","","76403","Terminated","Simmons Foods Inc","601 N Hico St","","Siloam Springs","AR","	72761","United States","Voluntary: Firm initiated","Letter","Nationwide","V-0134-2017","Class II","Wellness Turkey & Salmon Formula  Net Wt. 12.5 oz  Old Mother Hubbard, Inc.  Tewksbury, MA 01876  UPC 0-76344-08819-6","6793 cases","This recall has been initiated due to receiving a notification of a consumer complaint regarding foreign material in Drs Fosters and Smith Chicken and Brown Rice Dog Food.","02/01/2017","05/19/2017","02/14/2018","05/31/2017","7WTSS1"
"Veterinary","No","","76453","Terminated","Blue Buffalo Company Ltd","11 River Rd","","Wilton","CT","	06897-6010","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, RI, PA, OH, IL, GA, MA, SC, NC, TX, NJ, KY, TN    Canada","V-0152-2017","Class II","Blue Homestyle Recipe¿ Healthy Weight Chicken Dinner with Garden Vegetables; 12.5 oz. Can,  UPC Code: 840243100170  ","","Product may contain metal fragments.","02/13/2017","05/19/2017","09/11/2017","05/31/2017","August 3, 2019"
"Devices","No","","76465","Terminated","CORPAK MedSystems, Inc.","1001 Asbury Dr","","Buffalo Grove","IL","	60089-4528","United States","Voluntary: Firm initiated","Letter","Worldwide distribution in the states of NH, VT, CA and the countries of UK, Ireland, France, Austria, Norway, Sweden, New Zealand","Z-2161-2017","Class II","CORFLO, PEG Adaptor Repair Kit with ENFit Connectors, Size: 12FR (4mm);     Product Usage:  CORFLO PEG Tubes are intended for delivery of enteral nutrition, water and medications into the stomach. The PEG adapter is the connection point between the tubing and the feeding set/syringe. The adapter is designed as a replaceable component.  ","2 cases (5 units per case)","Firm is initiating voluntary correction of CORFLO PEG with ENFit. Barb connector (stem) of the adapter may break unexpectedly when exposed to stress.","02/03/2017","05/24/2017","08/05/2019","05/31/2017","Catalogue Numbers: 50-6112"
