Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","70115","Terminated","Bidart Bros.","4813 Calloway Dr","","Bakersfield","CA","	93312-9702","United States","Voluntary: Firm Initiated","E-Mail","CA, MA, NY, MN, PA, MO, WA, TN, TX, MI, AZ, MD, OR, KS, IL, GA, NJ, IA, LA. and Canada.  Other foreign distribution has not yet been provided.","F-1861-2015","Class I","Granny Smith Apples, ""Granny's Best"" or ""Big B"";    sold in 40-45 lb. cases with cardboard trays or  in 3 lb. poly bags (~12 apples). 5 lb. poly bags (~ 18 apples) and loose fill TriWall containers ~ 700 lbs.    Bidart Bros., Bakersfield, CA 93312","347,970 cases; 6,046.110.84 Pounds","Recall of Granny Smith Apples from 2014 harvest used in caramel apple production due to their association with Listeriosis outbreak. Expansion of recall on January 6, 2015 to include all Granny Smith and Gala apples in the 2014 Production.","12/22/2014","03/31/2015","04/29/2015","04/08/2015","All Granny Smith apples produced or sold in 2014 for use in manufacturing of caramel apples.."
"Food","No","","70115","Terminated","Bidart Bros.","4813 Calloway Dr","","Bakersfield","CA","	93312-9702","United States","Voluntary: Firm Initiated","E-Mail","CA, MA, NY, MN, PA, MO, WA, TN, TX, MI, AZ, MD, OR, KS, IL, GA, NJ, IA, LA. and Canada.  Other foreign distribution has not yet been provided.","F-1862-2015","Class I","Gala Apples ""Big B"";    sold in 40-45 lb. cases with cardboard trays or  in 3 lb. poly bags (~12 apples). 5 lb. poly bags (~ 18 apples) and loose fill TriWall containers ~ 700 lbs.    Bidart Bros., Bakersfield, CA 93312","33,900 cases;","Recall of Granny Smith Apples from 2014 harvest used in caramel apple production due to their association with Listeriosis outbreak.. Expanded to include all Granny Smith and Gala apples from 2014 production","12/22/2014","03/31/2015","04/29/2015","04/08/2015","All Gala produced or sold in 2014 for use in manufacturing of caramel apples.."
"Food","No","","70217","Terminated","Spice N' More Corp.","349 Meserole St","","Brooklyn","NY","	11206-1731","United States","Voluntary: Firm Initiated","FAX","MA, MD, MI, NJ, NY, PA, SC, VA","F-1786-2015","Class I","Cumin Powder (comino molido) Various brands: 1)  Key Food Quality Natural Spices , NET WT. 12 oz., UPC 073296001440; 2.)La Mina"" Quality Natural Spices  NET WT. 12 oz., UPC 818685010517; 3) Salma Natural Cumin NET WT. 12 oz., UPC 023913159085; 4.) Spice Class All Natural Cumin Powder NET WT. 7 oz,  UPC 815978004239 and 12 oz., UPC 815978008220; 5) CASABLANCA NET WT. 7 oz., UPC 639235101178 and NET WT. 5 LB,  in a plastic, clear container; 6) Natural spices H NET WT. 7 oz., UPC 63923510835; 7) Leader Meret Cumin Ground (toz kimyon NET WT. 7 oz., UPC 639235132356; 8) All Island Spice NET WT. 2.5 ozs., UPC 609539084729","267 cases/12 bottles/12 oz; 468 cases/12 bottles/ 7  oz; 5 cases/12 bottles/2.5 oz; 110 units 5 lb bags","Cumin may contain undeclared peanut protein.","01/05/2015","03/27/2015","05/09/2017","04/08/2015","none"
"Food","No","","70243","Terminated","Zenobia Company LLC","92 Main St Apt 319","","Yonkers","NY","	10701-7067","United States","Voluntary: Firm Initiated","Press Release","nationwide via internet sales and retail stores","F-1803-2015","Class I","My Spice Sage CUMIN GROUND under the following labels and packaging: 1) NET WT 1 oz (28g) UPC 00105001, packed in a plastic resealable bag 2) NET WT 4 oz (113g) UPC 00105004 packed in a plastic resealable bag, 3) NET WT 4.9 oz (139g) UPC 00105000 packed in a plastic bottle, 4) NET WT 16 oz (454g) UPC 00105016 packed in a plastic resealable bag and 5) NET WT 50 lb packed in a plastic bag.  Zenobia Company LLC 92 Main Street Suite 319 Yonkers, NY 10701 Tel. 877-890-5244 www.MySpiceSage.com  ","1,467 units (1oz/407 units, 4oz/699 units, 16oz/268 units, 4.9oz/85, 50lb/8 units)","Cumin may contain undeclared peanut protein.","01/12/2015","03/31/2015","06/13/2018","04/08/2015","lot numbers: 6909. 6764, 6820 (internal coding system)  Catalog#: 105"
"Food","No","","70281","Terminated","Gilster-Mary Lee Corp.","1037 State St","","Chester","IL","	62233-1657","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: Nationwide (AZ, CA, CT, DE, FL, GA, HI, IA, IL, IN, MA, MD, MI, MN, ND, NE, NJ, NM, NV, NY, OH, PA, SD, TX, UT, VA, WI, WV) + District of Columbia","F-1806-2015","Class I","Honey & Oat Mixers ready-to-eat dry cereal sold under the market pantry brand and packaged in card stock cartons with a new weight of 18 oz. (1 lb. 2 oz.) 510 g.","412 cases (4,944 cartons)","Undeclared almonds","01/13/2015","03/31/2015","04/12/2016","04/08/2015","UPC: 85239-90824;   Besy By: SEP 30 15 P4"
"Food","No","","70290","Terminated","Brinkhoff & Monoson Inc","1206 E Industrial Park Dr","","Mount Vernon","MO","	65712-9791","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide.","F-1789-2015","Class I","Dark Chili Powder packaged in the following configurations: (1) a 5 by 7 in clear square bag with a zipper seal and a label weight of 2.24 oz (63.5 g), Distributed by The Fresh Market, Greensboro, NC, and (2) 4 oz clear square glass bottle with a silver metal cap and a label weight of 1.85 oz (52.4 g), Distributed by The Fresh Market, Greensboro, NC;","2574 units","The products contain cumin that may be contaminated with undeclared peanut allergens.","01/15/2015","03/30/2015","05/19/2015","04/08/2015","(1) 3581405R and 3641401R; (2) 0021503A"
"Food","No","","70290","Terminated","Brinkhoff & Monoson Inc","1206 E Industrial Park Dr","","Mount Vernon","MO","	65712-9791","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide.","F-1790-2015","Class I","Archer Farms Cumin, ground, packaged in 6 oz clear square glass bottle with a silver metal cap and a label weight of 2.8oz (79 g), Distributed by Target Corp. Minneapolis, MN;","5664 units","The products contain cumin that may be contaminated with undeclared peanut allergens.","01/15/2015","03/30/2015","05/19/2015","04/08/2015","3381403F and 3421406F;"
"Food","No","","70290","Terminated","Brinkhoff & Monoson Inc","1206 E Industrial Park Dr","","Mount Vernon","MO","	65712-9791","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide.","F-1791-2015","Class I","HT Traders Blue Cheese Jalapeno Spicy & Unique Seasoning Blend packaged in a 6 oz clear square glass bottle with a black metal cap and a label weight of 3.7 oz (104.9 g), Proudly Distributed by Harris Teeter, LLC., Matthews, NC;","1680 units","The products contain cumin that may be contaminated with undeclared peanut allergens.","01/15/2015","03/30/2015","05/19/2015","04/08/2015","3301401R"
"Food","No","","70315","Terminated","Starwest Botanicals, Inc","161 Main Ave","","Sacramento","CA","	95838-2080","United States","Voluntary: Firm Initiated","Letter","One customer in MO","F-1864-2015","Class I","BAM124 Chili Powder Salt Free","45 lbs.","Notified by immediate supplier of recall of ground cumin from Turkey due to the presence of peanut protein.","01/14/2015","04/01/2015","06/24/2015","04/08/2015","Lot 11950-71"
"Food","No","","70315","Terminated","Starwest Botanicals, Inc","161 Main Ave","","Sacramento","CA","	95838-2080","United States","Voluntary: Firm Initiated","Letter","One customer in MO","F-1865-2015","Class I","BAM023 Sweet Curry Powder","180 lbs","Notified by immediate supplier of recall of ground cumin from Turkey due to the presence of peanut protein.","01/14/2015","04/01/2015","06/24/2015","04/08/2015","Lot 11943-71"
