Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Veterinary","No","","72987","Terminated","Gwenstone, Inc.","1121 Industrial Pkwy Ste D","","Brick","NJ","	08724-2591","United States","Voluntary: Firm initiated","Press Release","Nationwide","V-0009-2017","Class I","BDN pet foods Chicken Supreme, packaged in 1 lb. and 5 lb. pouches and 10 lb. vacuum bags,   BDN Pet Foods, Inc. 1121 Industrial Parkway Suite D Brick, NJ 08724   FOR INFO: Email info@bigdognatural.com  CALL 732-785-2600 - TOLL FREE 877 K9 MEATS","","Dog food may be contaminated with Salmonella and Listeria monocytogenes as per FDA sampling and analysis.","01/04/2016","10/21/2016","08/31/2017","11/02/2016","all products shipped from 10/31/2015 to 11/13/2015"
"Veterinary","No","","72987","Terminated","Gwenstone, Inc.","1121 Industrial Pkwy Ste D","","Brick","NJ","	08724-2591","United States","Voluntary: Firm initiated","Press Release","Nationwide","V-0010-2017","Class I","BDN pet foods Fish Supreme, packaged in 1 lb. and 5 lb. pouches and 10 lb. vacuum bags,  BDN Pet Foods, Inc. 1121 Industrial Parkway Suite D Brick, NJ 08724   FOR INFO: Email info@bigdognatural.com  CALL 732-785-2600 - TOLL FREE 877 K9 MEATS","","Dog food may be contaminated with Salmonella and Listeria monocytogenes as per FDA sampling and analysis.","01/04/2016","10/21/2016","08/31/2017","11/02/2016","all products shipped from 10/31/2015 to 11/13/2015"
"Veterinary","No","","73556","Terminated","Battle Creek/ CHS LLC","PO Box 56","1500 E Omaha Ave","Norfolk","NE","	68701-6194","United States","Voluntary: Firm initiated","Telephone","Product was distributed to one customer in NE.","V-0011-2017","Class I","Meyer Calf Starter 18 Pellets B68 Medicated.  For all classes of calves up to 200 pounds.  Active Drug Ingredient Lasalocid (34 mg/lb) 68 g/ton.  Product is shipped in bulk.  The responsible firm name on the label is Progressive Nutrition, Norfolk, NE 68701.","12,660 lbs","Product contains elevated levels of monensin.","02/08/2016","10/21/2016","11/08/2016","11/02/2016","M899380"
"Veterinary","No","","73628","Terminated","Bravo Packing, Inc","59 N Golfwood Ave","","Carneys Point","NJ","	08069-9710","United States","Voluntary: Firm initiated","Telephone","LA, FL, and TX","V-0012-2017","Class I","Raw frozen horsemeat ""***8 bags 5 lbs Horsemeat**KEEP FROZEN**BRAVO PACKING. INC. Carneys Point, NJ 08069 (888) Bravo40 bravopacking.com**FOR ANIMAL CONSUMPTION ONLY**DO NOT FEED TO CATTLE OR OTHER RUMINANTS***""","11,600 lbs","Horse meat may contain pentobarbital","03/16/2016","10/21/2016","01/12/2018","11/02/2016","none; distribution date from November 2015 to 1/29/16"
"Veterinary","No","","74060","Terminated","Manna Pro Corp","707 Spirit 40 Park Dr Ste 150","","Chesterfield","MO","	63005-1137","United States","Voluntary: Firm initiated","Telephone","Shipped to distribution centers in California and subsequently to retail stores in CA, HI, NV, and OR.","V-0013-2017","Class I","MannaPro Chick Starter Medicated, Amprolium 113.5 g/ton, UPC 0 95668 10555 6, packaged in 25 lb woven plastic bags.  Manufactured by MannaPro Products LLC. St. Louis, MO","292 25# bags","Product contains excessive levels of salt.","04/08/2016","10/21/2016","12/12/2017","11/02/2016","MADE 11/23/15 WP-2"
"Food","No","","75091","Terminated","Regalo's Favorite of Hawaii Inc.","421 N King St","","Honolulu","HI","	96817-4704","United States","Voluntary: Firm initiated","Telephone","A. Love's Bakery (Distributor)  911 Middle St. 	  Honolulu, HI, 96819	  Phone: (808) 841-2088  Contact: Byron Chong / Director of Sales and Marketing    B. Seafood City Supermarket, Hawaii  (Retail)  94-050 Farrington Hwy.   Waipahu, HI 96797  Phone: (808) 675-2350  Contact: Michael Solis / Store Manager","F-0229-2017","Class I","Regalo Bakery: ""Spanish Rolls""[UPC#78253230919]: Packaged in a clear plastic bag, containing eight pieces, with a net weight of 14 ounces. This product contains: eggs, wheat, milk, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6)   ","125 UNITS","Regalo Bakery is recalling Spanish Rolls due to undeclared eggs, wheat, milk, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6).  ","09/01/2016","10/21/2016","06/01/2017","11/02/2016","No code"
"Food","No","","75091","Terminated","Regalo's Favorite of Hawaii Inc.","421 N King St","","Honolulu","HI","	96817-4704","United States","Voluntary: Firm initiated","Telephone","A. Love's Bakery (Distributor)  911 Middle St. 	  Honolulu, HI, 96819	  Phone: (808) 841-2088  Contact: Byron Chong / Director of Sales and Marketing    B. Seafood City Supermarket, Hawaii  (Retail)  94-050 Farrington Hwy.   Waipahu, HI 96797  Phone: (808) 675-2350  Contact: Michael Solis / Store Manager","F-0230-2017","Class I","Regalo Bakery: ""Manju Blackbeans (Hopia Monggo)"" [UPC#78253230917]  packaged on a foam tray with six pieces each, wrapped in clear plastic film. This product contains: eggs, wheat, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6)","30 UNITS","Regalo Bakery is recalling Manju Blackbeans (Hopia Monggo due to undeclared  eggs, wheat, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6).","09/01/2016","10/21/2016","06/01/2017","11/02/2016","No code"
"Food","No","","75091","Terminated","Regalo's Favorite of Hawaii Inc.","421 N King St","","Honolulu","HI","	96817-4704","United States","Voluntary: Firm initiated","Telephone","A. Love's Bakery (Distributor)  911 Middle St. 	  Honolulu, HI, 96819	  Phone: (808) 841-2088  Contact: Byron Chong / Director of Sales and Marketing    B. Seafood City Supermarket, Hawaii  (Retail)  94-050 Farrington Hwy.   Waipahu, HI 96797  Phone: (808) 675-2350  Contact: Michael Solis / Store Manager","F-0231-2017","Class I","Regalo Bakery: ""Manju Onions (Hopia Baboy)"" [UPC#78253230918]: packaged on a foam tray with six pieces each, wrapped in clear plastic film. This product contains: eggs, wheat, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6)","20 UNITS","Regalo Bakery is recalling Manju Onions (Hopia Baboy) due to undeclared eggs, wheat, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6).","09/01/2016","10/21/2016","06/01/2017","11/02/2016","No code"
"Food","No","","75091","Terminated","Regalo's Favorite of Hawaii Inc.","421 N King St","","Honolulu","HI","	96817-4704","United States","Voluntary: Firm initiated","Telephone","A. Love's Bakery (Distributor)  911 Middle St. 	  Honolulu, HI, 96819	  Phone: (808) 841-2088  Contact: Byron Chong / Director of Sales and Marketing    B. Seafood City Supermarket, Hawaii  (Retail)  94-050 Farrington Hwy.   Waipahu, HI 96797  Phone: (808) 675-2350  Contact: Michael Solis / Store Manager","F-0232-2017","Class I","Regalo Bakery: ""Balintawak"" [UPC#78253203095] : Packaged on a foam tray, containing four pieces, wrapped in clear plastic film, and have a net weight of  16 ounces. This product contains: eggs, wheat, milk, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6).","65 UNITS","Regalo Bakery is recalling Balintawak due to undeclared eggs, wheat, milk, soy, and artificial food coloring (Red 40 & 3, Yellow 5 & 6).","09/01/2016","10/21/2016","06/01/2017","11/02/2016","No code"
"Food","No","","75091","Terminated","Regalo's Favorite of Hawaii Inc.","421 N King St","","Honolulu","HI","	96817-4704","United States","Voluntary: Firm initiated","Telephone","A. Love's Bakery (Distributor)  911 Middle St. 	  Honolulu, HI, 96819	  Phone: (808) 841-2088  Contact: Byron Chong / Director of Sales and Marketing    B. Seafood City Supermarket, Hawaii  (Retail)  94-050 Farrington Hwy.   Waipahu, HI 96797  Phone: (808) 675-2350  Contact: Michael Solis / Store Manager","F-0233-2017","Class I","Regalo Bakery: ""Taro Bread"" [UPC#78253231001] : Packaged in a clear plastic bag, containing twelve pieces, and have a net weight of 20 ounces This product contains This product contains: eggs, wheat, milk, soy, coconut, and artificial food coloring (Red 40 & 3, Yellow 5 & 6, Blue 1).","125 UNITS","Regalo Bakery is recalling Taro Bread due to undeclared  eggs, wheat, milk, soy, coconut, and artificial food coloring (Red 40 & 3, Yellow 5 & 6, Blue 1).","09/01/2016","10/21/2016","06/01/2017","11/02/2016","No code"
