Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Drugs","No","11/30/2018","79842","Ongoing","Epic Products, LLC","11730 W 135th St","#224","Overland Park","KS","	66221-9395","United States","Voluntary: Firm initiated","Press Release","Nationwide in the USA","D-0288-2019","Class I","Euphoric Premium Male Performance Enhancer capsules, packaged in a)1-count blister cards, UPC 6 96859 28646 9, b) 3-count bottle, UPC 6 96859 28647 6 and c) 12-count bottle, UPC 6 96859 28648 3.","a) 106,329 cards; b) 109,725 bottles; c) 28,644 bottles","Marketed Without An Approved NDA/ANDA: product contains undeclared sildenafil, tadalafil, and oxytetracycline, FDA approved drug products making Euphoric an unapproved drug.","04/16/2018","11/30/2018","","11/21/2018","All lots"
"Food","No","","81156","Terminated","Working Cow Homemade Inc.","4711 34th St N Unit F","","Saint Petersburg","FL","	33714-3060","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US Consignees only. No foreign nor government consignees.","F-0438-2019","Class I","Mint Chocolate Chip Ice Cream, 3 gallons","10403 tubs","Products may be contaminated with  Listeria monocytogenes.","09/28/2018","11/13/2018","04/26/2019","11/21/2018","""8/29/2017 - 10/11/2018"""
"Food","No","","81156","Terminated","Working Cow Homemade Inc.","4711 34th St N Unit F","","Saint Petersburg","FL","	33714-3060","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US Consignees only. No foreign nor government consignees.","F-0439-2019","Class I","Salted Caramel Ice Cream, 3 gallons","10301 tubs","Products may be contaminated with  Listeria monocytogenes.","09/28/2018","11/13/2018","04/26/2019","11/21/2018","""8/29/2017 - 10/11/2018"""
"Food","No","","81156","Terminated","Working Cow Homemade Inc.","4711 34th St N Unit F","","Saint Petersburg","FL","	33714-3060","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US Consignees only. No foreign nor government consignees.","F-0440-2019","Class I","Cookies 'N Cream Ice Cream, 3 gallons","9256 tubs","Products may be contaminated with  Listeria monocytogenes.","09/28/2018","11/13/2018","04/26/2019","11/21/2018","""8/29/2017 - 10/11/2018"""
"Food","No","","81156","Terminated","Working Cow Homemade Inc.","4711 34th St N Unit F","","Saint Petersburg","FL","	33714-3060","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US Consignees only. No foreign nor government consignees.","F-0441-2019","Class I","Vanilla Bean Ice Cream, 3 gallons","8286 tubs","Products may be contaminated with  Listeria monocytogenes.","09/28/2018","11/13/2018","04/26/2019","11/21/2018","""8/29/2017 - 10/11/2018"""
"Food","No","","81156","Terminated","Working Cow Homemade Inc.","4711 34th St N Unit F","","Saint Petersburg","FL","	33714-3060","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US Consignees only. No foreign nor government consignees.","F-0481-2019","Class I","Creamsicle Ice Cream, 3 gallons","1057 tubs","Products may be contaminated with  Listeria monocytogenes.","09/28/2018","11/13/2018","04/26/2019","11/21/2018","""8/29/2017 - 10/11/2018"""
"Food","No","","81156","Terminated","Working Cow Homemade Inc.","4711 34th St N Unit F","","Saint Petersburg","FL","	33714-3060","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US Consignees only. No foreign nor government consignees.","F-0482-2019","Class I","Blueberry Cheesecake Ice Cream, 3 gallons","1037 tubs","Products may be contaminated with  Listeria monocytogenes.","09/28/2018","11/13/2018","04/26/2019","11/21/2018","""8/29/2017 - 10/11/2018"""
"Food","No","","81226","Ongoing","Ukrop's Homestyle Foods, LLC","600 Southlake Blvd Ste A","","North Chesterfield","VA","	23236-3956","United States","Voluntary: Firm initiated","E-Mail","Product was shipped to 5 different states:  Virginia, West Virginia, Kentucky, Ohio, Tennessee.    Retailer List  The Kroger Co.  VA, WV, TN, KY, OH  Harris Teeter  VA only  Publix  VA only  Hudson News  VA only  Ukrops Catering  VA only","F-0605-2019","Class I","Ukrop's Black Forest Ham & Provolone Sub NET WT 7.8 OZ (221g) UPC 72251525153","2702 Packages","The products may have come into contact with equipment used to process the country ham the supplier recalled for Listeria monocytogenes.    ","10/04/2018","11/13/2018","","11/21/2018","125153"
"Food","No","","81226","Ongoing","Ukrop's Homestyle Foods, LLC","600 Southlake Blvd Ste A","","North Chesterfield","VA","	23236-3956","United States","Voluntary: Firm initiated","E-Mail","Product was shipped to 5 different states:  Virginia, West Virginia, Kentucky, Ohio, Tennessee.    Retailer List  The Kroger Co.  VA, WV, TN, KY, OH  Harris Teeter  VA only  Publix  VA only  Hudson News  VA only  Ukrops Catering  VA only","F-0606-2019","Class I","Ukrop's Country Ham on Petite Biscuits 8CT, NET WT 14 OZ (397g), UPC 72251524271","88 Packages","The products may have come into contact with equipment used to process the country ham the supplier recalled for Listeria monocytogenes.    ","10/04/2018","11/13/2018","","11/21/2018","124271"
"Food","No","","81226","Ongoing","Ukrop's Homestyle Foods, LLC","600 Southlake Blvd Ste A","","North Chesterfield","VA","	23236-3956","United States","Voluntary: Firm initiated","E-Mail","Product was shipped to 5 different states:  Virginia, West Virginia, Kentucky, Ohio, Tennessee.    Retailer List  The Kroger Co.  VA, WV, TN, KY, OH  Harris Teeter  VA only  Publix  VA only  Hudson News  VA only  Ukrops Catering  VA only","F-0607-2019","Class I","Ukrop's Country Ham on Petite Party Rolls 20CT, NET WT 17.7 OZ (1.11lb/502g), UPC 72251524487","35 Packages","The products may have come into contact with equipment used to process the country ham the supplier recalled for Listeria monocytogenes.    ","10/04/2018","11/13/2018","","11/21/2018","124487"
"Food","No","","81226","Ongoing","Ukrop's Homestyle Foods, LLC","600 Southlake Blvd Ste A","","North Chesterfield","VA","	23236-3956","United States","Voluntary: Firm initiated","E-Mail","Product was shipped to 5 different states:  Virginia, West Virginia, Kentucky, Ohio, Tennessee.    Retailer List  The Kroger Co.  VA, WV, TN, KY, OH  Harris Teeter  VA only  Publix  VA only  Hudson News  VA only  Ukrops Catering  VA only","F-0608-2019","Class I","Ukrop's Country Ham on White House Rolls 12CT, 2CT, 6CT, NET WT 23.3 OZ (1.46lb/660g), NET WT 3.9 OZ (110g), NET WT 11.6 OZ (330g), UPC 72251524485, 72251524479,72251524486    ","3595 Packages","The products may have come into contact with equipment used to process the country ham the supplier recalled for Listeria monocytogenes.    ","10/04/2018","11/13/2018","","11/21/2018","124485  124479  124486"
