Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Devices","No","","79963","Ongoing","Draeger Medical Systems, Inc.","3135 Quarry Rd","","Telford","PA","	18969-1042","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution: US (nationwide) including states of: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY; and countries of: Algeria, Argentina, Armenia, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belgium, Benin, Bolivia, Bosnia-Herz., Botswana, Brazil, British Virgin Islands, Brunei Darussalam, Bulgaria, Burkina-Faso, Cambodia, Canada, Chile, Columbia, Congo, Costa Rica, Croatia, Cyprus, Czech Republic, Denmark, Dominican Republic, Ecuador, Egypt, El Salvador, Estonia, Finland, France, French Guiana, Macedonia, Georgia, Germany, Ghana, Greece, Greenland, Guadeloupe, Guam, Guatemala, Hong Kong, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, Jordan, Kazakhstan, Kosovo, Kuwait, Laos, Latvia, Lebanon, Libya, Lithuania, Malaysia, Mayotte, Mexico, Mongolia, Morocco, Mozambique, Myanmar, Namibia, Nicaragua, Nigeria, Norway, Nepal, Netherlands, New Caledonia, New Zealand, Nigeria, Norway, Oman, Pakistan, Panama, Peru, Philippines, Poland, Portugal, Qatar, Reunion, Romania, Russia, Saudi Arabia, Serbia, Singapore, Slovakia, Slovenia, South Africa, South Korea, Spain, Sri Lanka, St Vincent, St Pier Miquel, Sweden, Switzerland, Tadzhikistan, Tanzania, Thailand, Trinidad Tobago, Tunisia, Turkey, Turkmenistan, United Kingdom, Uruguay, UAE, Venezuela, Vietnam, and Zimbabwe.","Z-2046-2018","Class I","Draeger Jaundice Meter JM-103     The device is intended for use in hospitals, clinics or doctor s offices under a physician s supervision / direction to assist clinicians in monitoring of newborn infants. The device is not intended as a standalone for diagnosis of hyperbilirubinemia. It is to be used in conjunction with other clinical signs and laboratory measurements.  The Jaundice Meter is not intended for home use. The Jaundice Meter may only be used at the sternum measurement site for Physician s office applications","10363","Users have misinterpreted the display for out of range measurement indicated  by the   blinking"" ---"" to mean a zero measurement.","05/15/2018","06/06/2018","","06/13/2018","All products"
"Devices","No","","79963","Ongoing","Draeger Medical Systems, Inc.","3135 Quarry Rd","","Telford","PA","	18969-1042","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution: US (nationwide) including states of: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY; and countries of: Algeria, Argentina, Armenia, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belgium, Benin, Bolivia, Bosnia-Herz., Botswana, Brazil, British Virgin Islands, Brunei Darussalam, Bulgaria, Burkina-Faso, Cambodia, Canada, Chile, Columbia, Congo, Costa Rica, Croatia, Cyprus, Czech Republic, Denmark, Dominican Republic, Ecuador, Egypt, El Salvador, Estonia, Finland, France, French Guiana, Macedonia, Georgia, Germany, Ghana, Greece, Greenland, Guadeloupe, Guam, Guatemala, Hong Kong, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, Jordan, Kazakhstan, Kosovo, Kuwait, Laos, Latvia, Lebanon, Libya, Lithuania, Malaysia, Mayotte, Mexico, Mongolia, Morocco, Mozambique, Myanmar, Namibia, Nicaragua, Nigeria, Norway, Nepal, Netherlands, New Caledonia, New Zealand, Nigeria, Norway, Oman, Pakistan, Panama, Peru, Philippines, Poland, Portugal, Qatar, Reunion, Romania, Russia, Saudi Arabia, Serbia, Singapore, Slovakia, Slovenia, South Africa, South Korea, Spain, Sri Lanka, St Vincent, St Pier Miquel, Sweden, Switzerland, Tadzhikistan, Tanzania, Thailand, Trinidad Tobago, Tunisia, Turkey, Turkmenistan, United Kingdom, Uruguay, UAE, Venezuela, Vietnam, and Zimbabwe.","Z-2047-2018","Class I","Draeger Jaundice Meter JM-105    The device is intended for use in hospitals, clinics or doctor s offices under a physician s supervision / direction to assist clinicians in monitoring of newborn infants. The device is not intended as a standalone for diagnosis of hyperbilirubinemia. It is to be used in conjunction with other clinical signs and laboratory measurements.  The Jaundice Meter is not intended for home use. The Jaundice Meter may only be used at the sternum measurement site for Physician s office applications.","6711","Users have misinterpreted the display for out of range measurement indicated  by the blinking  ""-0-"" to mean a zero measurement","05/15/2018","06/06/2018","","06/13/2018","All products"
"Food","No","","80117","Terminated","BLM Products U. Vertriebsges","Neue Str 21","","Buchholz","","	","Germany","Voluntary: Firm initiated","Telephone","Domestic only: Arkansas, California, Connecticut, District of Columbia, Delaware, Florida, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Maryland, Massachusetts, Michigan, Missouri, North Carolina, Nebraska, New Hampshire, New Jersey, New York, Ohio, Oklahoma, Pennsylvania, Rhode Island, South Carolina, Tennessee, Texas, Virginia, Vermont, and West Virginia","F-1548-2018","Class I","Priano Rosso Pesto Sauce, 6.7oz glass jar","174636 jars","BLM Prod.-und Vertriebsges.mbH & Co. KG has initiated a voluntary recall of Priano Rosso Pesto Sauce, 6.7 oz. packaged in glass jars due to undeclared allergens egg and milk.","05/15/2018","06/13/2018","10/11/2018","06/13/2018","Lot Code Best-Buy Date  LA 016 07-16-2019, 07-01-2019  LA 017 07-17-2019,  07-01-2019, 09-17-2019  LA 052 08-21-2019  LA 053 08-22-2019  LA 085 09-26-2019  LAB 312 05-08-2019  LAB 324 05-20-2019  LAB 325 05-21-2019"
"Food","No","","80143","Terminated","Desly International Corp.","242 47th Street","","Brooklyn","NY","	11220-1010","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA  CT  FL  GA  IL  KS  KY  MA  MD  ME  MI  MN  MO  NC  NJ  NV  NY  OH  PA  SC  WA","F-1594-2018","Class I","Melanie Liubitelskie Cookies in a 17.6 oz (500g) clear plastic package with UPC 4770049011188.","250 cases","Products contain undeclared peanuts.","05/21/2018","06/25/2018","03/29/2019","06/13/2018","All expiration dates."
"Food","No","","80143","Terminated","Desly International Corp.","242 47th Street","","Brooklyn","NY","	11220-1010","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA  CT  FL  GA  IL  KS  KY  MA  MD  ME  MI  MN  MO  NC  NJ  NV  NY  OH  PA  SC  WA","F-1595-2018","Class I","Melanie Mini Cookies with Caramel Flavor in a 17.6 oz (500g) clear plastic package with UPC 4770049082126.","50 cases","Products contain undeclared peanuts.","05/21/2018","06/25/2018","03/29/2019","06/13/2018","All expiration dates."
"Food","No","","80161","Terminated","Lake Michigan Distilling Co LLC","3522 S State Road 104","","La Porte","IN","	46350-6806","United States","Voluntary: Firm initiated","Press Release","Domestic: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI¿, MN, MO, MT, NC ,ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, TN, TX, UT, VA, VI, VT, WA, WI , WV, WY    Foreign: VI","F-1536-2018","Class I","Ethanol Extraction 	190 Proof Non-Denatured Grain Alcohol, Multiple sizes: 8 oz, 16 oz, 32 oz, 64 oz, 1 gal, 2.5 gals, 5 gals, 55 gallon drum, 8oz clear PVC cylinder bottles, all others heavy-duty polyethylene bottles (except single 55-gallon plastic drum).  ","Approximately 900 Gallons was distilled and sold","Lake Michigan Distilling, LLC, dba Ethanol Extraction has initiated a voluntary recall of Ethanol Extraction s 190 Proof Non-Denatured Grain Alcohol due to contamination with methanol which could cause serious injury or death if consumed.","05/22/2018","06/06/2018","05/20/2019","06/13/2018","All product produced and sold between 10/5/2016 and 04/30/2018"
"Drugs","No","","80167","Ongoing","HOSPIRA INC, LAKE FOREST","275 NORTH FOREST DRIVE","","LAKE FOREST","IL","	60045","United States","Voluntary: Firm initiated","Press Release","Nationwide in the U.S., Puerto Rico, and Guam","D-0906-2018","Class I","Naloxone Hydrochloride Injection, USP, 0.4 mg/mL, 1 mL in 2.5 mL Carpuject Single-use cartridge syringe, Single unit (NDC 0409-1782-03) and 10 count box (NDC 0409-1782-69), Rx Only, Hospira Inc., Lake Forest, IL","164,860 syringes","Presence of Particulate Matter; Potential for particulate matter on the syringe plunger.","06/04/2018","07/02/2018","","06/13/2018","72680LL, Exp. 1DEC2018 (NDC 0409-1782-03); 76510LL, Exp. 1APR2019 (NDC 0409-1782-69)"
"Food","No","","80171","Terminated","Global Commodities Inc","122 New South Rd","","Hicksville","NY","	11801-5263","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","VA, NY, VA, NC, MO, FL, GA, ME, NJ","F-1565-2018","Class I","WATAN DRY FRUITS PREMIUM QUALITY NATURAL DRIED APRICOT WITH PITT, NET WT. 1 LB, and 0.50 LB, PRODUCE OF PAKISTAN, IMPORT BY: GLOBAL COMMODITIES INC. NEW YORK USA,","81 cases (each case contained 30lbs of product)","Product contains high levels of undeclared sulfites (2901 ppm).","05/25/2018","06/13/2018","10/11/2018","06/13/2018","Best Before: December 2018"
"Food","No","","80178","Terminated","Dough-To-Go Inc","3535 De La Cruz Blvd","","Santa Clara","CA","	95054-2112","United States","Voluntary: Firm initiated","Telephone","U.S. distribution to the following: CA.    No foreign distribution.","F-1537-2018","Class I","Zoe's Cookies  Vegan Tuxedo Fudge, 4 oz. (153 kg)  individually wrapped cookie.    INGREDIENTS: UNBLEACHED FLOUR (WHEAT FLOUR, NIACIN, IRON, THIAMINE MONONITRATE, RIBOFLAVIN, ENZYME, FOLIC ACID), EVAPORATED CANE JUICE, VEGAN WHITE CHOCOLATE CHIPS (NON-BONE CHAR PROCESSED SUGAR, VEGETABLE OIL, COCOA BUTTER, SOY LECITHIN, VANILLIN, SALT, VEGAN NATURAL FLAVORS), BANANA PUREE, NATURAL BUTTERY SPREAD (NATURAL OIL BLEND OF PALM FRUIT, CANOLA, AND OLIVE OILS, FILTERED WATER, PURE SALT, NATURAL FLAVOR, SUNFLOWER LECITHIN, NON DAIRY LACTIC ACID, ANNATTO EXTRACT), COCOA POWDER, DARK COCOA POWDER, BAKING SODA, VANILLA, CHOCOLATE EXTRACT, SALT. (MANUFACTURED ON SHARED EQUIPMENT WITH EGGS, DAIRY, TREE NUTS, AND PEANUTS.) CONTAINS: WHEAT, SOY.    UPC 0 44964-13340 4    Product of Dough-To-GO Inc.","20 cases (24 x 4 oz. cookies per case)","Undeclared allergen; walnuts","05/24/2018","06/06/2018","08/16/2018","06/13/2018","Lot 222620."
"Devices","No","","78466","Ongoing","NordicNeuroLab AS","Mollendalsveien 65c","","Bergen","","	","Norway","Voluntary: Firm initiated","E-Mail","USA, Sweden, Spain, Russia, Hungary, India, Norway, Iceland, Italy, South Korea, United Kingdom","Z-2050-2018","Class II","nordicBrainEx 2.0 provides analysis and visualization capabilities of dynamic MRI data of the brain, presenting the derived properties and parameters in a clinically useful context.","22 licenses","An error was discovered in the interpretation of certain DICOM header tags that may lead to incorrect orientation labeling, and thus and indirect left-right, up-down or anterior-posterior flipping of images.","09/17/2014","06/01/2018","","06/13/2018","version 2.1 and older"
