Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","71919","Terminated","Real Foods, LLC","8030 S 228th St","Bldg A","Kent","WA","	98032-2987","United States","Voluntary: Firm Initiated","Press Release","distributed in Oregon and Washington","F-3254-2015","Class I","Harvest Slaw Kit, product ID 028-07114, package in bulk case, Net wt. 5.75 lbs. (2.61 kg).  UPC 0 45009 07114 9.    The product is labeled in parts ""***T/H HARVEST SLAW KIT***Ingredients: Brussels Sprouts, Turnips, Carrots, Sunflower Seeds (sunflower kernels, roasted in vegetable oil (sunflower), salt), Dried Currants, Green Onions, Red Bell Peppers, Parsley***KEEP REFRIGERATED***Net Wt: 5.75 lb (2.61 kg)***"".","29 cases (5.75 lbs. per case)","Undeclared peanuts.  Peanuts were inadvertently added to  salad kits instead of sunflower seeds and labels do not declare peanuts.","08/08/2015","09/29/2015","11/09/2015","10/07/2015","Lot TFNW216, USE BY: 08/10/2015.    (TFNW represents Taylor Farms Northwest; 216 represents Julienne Date)."
"Food","No","","71919","Terminated","Real Foods, LLC","8030 S 228th St","Bldg A","Kent","WA","	98032-2987","United States","Voluntary: Firm Initiated","Press Release","distributed in Oregon and Washington","F-3255-2015","Class I","Broccoli Salad Kit, product ID; 028-07092, packaged in a bulk case, Net wt. 11 lbs (4.99 kg). UPC: 0 45009 07092 0    The product is labeled in parts ""***BROCCOLI SALAD KIT***Ingredients: Ingredients: Broccoli, Broccoli Slaw (broccoli, carrots, red cabbage), Coleslaw Dressing (high fructose corn syrup, soybean oil, water, sugar, tarragon flavored vinegar, distilled vinegar, egg yolks, salt, food starch-modified, xanthan gum, spice, sodium benzoate and potassium sorbate [as preservatives], paprika, eggs, spice, propylene glycol alginate, dehydrated onion, natural flavor, calcium disodium EDTA added to protect flavor, caramel color, turmeric), Red Onions, Raisins, Sunflower Seed Kernels (sunflower kernels, roasted in vegetable oil [sunflower], salt)***  CONTAINS: SOY, EGG***KEEP REFRIGERATED***Net Wt: 11 lb (4.99 kg)***"".","13 cases (11 lbs. per case)","Undeclared peanuts.  Peanuts were inadvertently added to  salad kits instead of sunflower seeds and label does not declare peanuts.","08/08/2015","09/29/2015","11/09/2015","10/07/2015","Lot TFNW216; USE BY: 08/14/2015.    (TFNW represents Taylor Farms Northwest; 216 represents Julienne Date)."
"Devices","No","","71925","Terminated","MicroPort Orthopedics, Inc.","5677 Airline Rd","","Arlington","TN","	38002-9501","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US (nationwide) and Internationally to AT, BE, CA, CN, CZ, DE, ES, FI, FR, GB, IT, KR, LT, LV, NL, NO, PE, PL, PT, RU, and ST.","Z-2743-2015","Class I","PROFEMUR PLUS CoCr MODULAR NECK, REF: PHAC1254, SIZE LONG, ORIENTATION 8 degree VAR/VAL.   12/14 SLT Taper.    Orthopedic hip prosthesis component.","10,489 units","Unexpected rate of postoperative fractures resulting in the need for revision surgery.","08/04/2015","09/28/2015","08/17/2018","10/07/2015","All lot codes"
"Food","No","","71938","Terminated","ConAgra Foods Inc","1 Conagra Dr","","Omaha","NE","	68102","United States","Voluntary: Firm Initiated","E-Mail","The product was distributed to one consignee in Texas.  There was no foreign, government, nor military distribution.","F-3249-2015","Class I","CiCi's Cavatappi, Enriched Macaroni Product, packaged in 5-lb. bags, 4 bags per case, Packed exclusively for use by CiCi's Pizza and its Franchisees, JMC Restaurant Distribution, LP, Coppell, TX.","Lot 063015V - 540/4/5-lb. bag cases; lot 070115V - 330/4/5-lb. bag cases","Undeclared egg.  Egg containing-macaroni was inadvertently mixed with macaroni that did not contain egg.","07/20/2015","09/28/2015","04/13/2016","10/07/2015","Lot number 063015V, exp. June 30, 2017; and lot number 070115V, exp. July 1, 2017."
"Drugs","No","","71990","Terminated","Hartley Medical Center Pharmacy, Incorporated","113 W Victoria St","","Long Beach","CA","	90805-2162","United States","Voluntary: Firm Initiated","Press Release","CA and NV","D-1829-2015","Class I","Prolotherapy with Phenol (Dextrose 25%, Glycerin 10%, Lidocaine HCl 10%, Bupivacaine HCl 0.625%, Phenol 1%, QS SWI), 5 mL vial, Rx Only, Hartley Medical, (888) 671-2888","14 vials","Non-Sterility: Hartley Medical Center Pharmacy, Inc. is recalling Prolotherapy with Phenol due to non-sterility concerns.","08/17/2015","09/25/2015","12/30/2015","10/07/2015","Lot: RX # 323132, Exp. 10/06/2015; RX # 328690, Exp. 12/1/2015"
"Drugs","No","","71990","Terminated","Hartley Medical Center Pharmacy, Incorporated","113 W Victoria St","","Long Beach","CA","	90805-2162","United States","Voluntary: Firm Initiated","Press Release","CA and NV","D-1830-2015","Class I","Prolotherapy with Phenol (Dextrose 25%, Glycerin 25%, Phenol 2.5%, QS SWI), 100 mL vial, Rx Only, Hartley Medical, (888) 671-2888","10 vials","Non-Sterility: Hartley Medical Center Pharmacy, Inc. is recalling Prolotherapy with Phenol due to non-sterility concerns.","08/17/2015","09/25/2015","12/30/2015","10/07/2015","Lot: RX # 321608, Exp. 11/01/2015"
"Food","No","","72088","Terminated","The Ice Cream Club, Inc.","1580 High Ridge Rd","","Boynton Beach","FL","	33426-8724","United States","Voluntary: Firm Initiated","Telephone","Nationwide to retail dipping stores, retirement communities, and one distributor: FL, GA, AL, TX, SC, RI, MI","F-3251-2015","Class I","Caramel Caribou Ice Cream, 3 gal, frozen in bulk round container.","68, 3 gal tubs","Product contains undeclared peanuts","08/31/2015","09/28/2015","02/13/2017","10/07/2015","Lot 5333. No exp date indicated by firm"
"Food","No","","72095","Terminated","H E B Grocery Company, LP","4625 Windfern Rd","","Houston","TX","	77041-8921","United States","Voluntary: Firm Initiated","E-Mail","Texas","F-3256-2015","Class I","Hill Country Fare Natural Spring Water 1 GAL./3.78L container packaged in polyethylene jug","10,784 gallons","Possible undeclared milk allergen.","09/02/2015","09/29/2015","10/19/2016","10/07/2015","Best by date December 19, 2015"
"Devices","No","","71858","Completed","Lifeline Systems, Incorporated","111 Lawrence St","","Framingham","MA","	01702-8156","United States","Voluntary: Firm Initiated","Telephone","Nationwide Distribution -- AK, AL, AR, AZ, CA, CO, CT, FL, GA, ID, IL, IN, KS, KY, MA, MD, MI, MN, MT, NC, NE, NJ, NY, OH, OK, OR, PA, SC, TX, UT, VA, VT, WA, and WI.","Z-0004-2016","Class II","Philips GoSafe Mobile Help Button; 7000MHB.    Personal Emergency Response System.","8,616 devices","Irregular battery disconnection resulted in issues with Mobile Health Button (MHB) Charging.","07/23/2015","10/01/2015","","10/07/2015","Serial Numbers: 1030000887  1030000931  1030000934  1030000993  1030001039  1030001057  1030001059  1030001173  1030001182  1030001210  1030001226  1030001254  1030001292  1030001315  1030001318  1030001358  1030001371  1030001441  1030001460  1030001526  1030001528  1030001568  1030001640  1030001641  1030001710  1030001720  1030001743  1030001797  1030001807  1030001819  1030002013  1030002025  1030002051  1030002129  1030002185  1030002214  1030002225  1030002233  1030002252  1030002316  1030002331  1030002406  1030002413  1030002444  1030002458  1030002489  1030002524  1030002534  1030002582  1030002601  1030002622  1030002626  1030002638  1030002669  1030002673  1030002689  1030002690  1030002715  1030002736  1030002755  1030002764  1030002881  1030002886  1030002889  1030002890  1030002904  1030002905  1030002924  1030002942  1030002946  1030002947  1030002969  1030002975  1030003005  1030003013  1030003015  1030003044  1030003077  1030003098  1030003143  1030003186  1030003284  1030003308  1030003314  1030003316  1030003392  1030003413  1030003423  1030003428  1030003435  1030003454  1030003457  1030003494  1030003535  1030003560  1030003562  1030003584  1030003650  1030003675  1030003732  1030003734  1030003755  1030003792  1030003804  1030003807  1030003817  1030003856  1030003858  1030003859  1030003861  1030003862  1030003880  1030003951  1030003959  1030003983  1030003985  1030003987  1030003988  1030003994  1030004012  1030004014  1030004018  1030004025  1030004027  1030004071  1030004072  1030004085  1030004091  1030004108  1030004113  1030004118  1030004126  1030004127  1030004134  1030004138  1030004185  1030004203  1030004205  1030004223  1030004225  1030004236  1030004242  1030004250  1030004256  1030004262  1030004270  1030004276  1030004278  1030004292  1030004293  1030004294  1030004297  1030004300  1030004310  1030004311  1030004326  1030004327  1030004339  1030004343  1030004351  1030004385  1030004387  1030004403  1030004413  1030004415  1030004418  1030004424  1030004425  1030004428  1030004430  1030004436  1030004441  1030004444  1030004456  1030004457  1030004463  1030004474  1030004480  1030004481  1030004484  1030004486  1030004493  1030004495  1030004510  1030004513  1030004517  1030004518  1030004526  1030004534  1030004536  1030004539  1030004540  1030004544  1030004550  1030004552  1030004556  1030004562  1030004569  1030004579  1030004584  1030004585  1030004590  1030004608  1030004610  1030004619  1030004623  1030004634  1030004639  1030004679  1030004690  1030004702  1030004704  1030004708  1030004711  1030004713  1030004718  1030004719  1030004720  1030004722  1030004724  1030004726  1030004735  1030004736  1030004738  1030004744  1030004747  1030004751  1030004772  1030004779  1030004786  1030004790  1030004800  1030004801  1030004802  1030004806  1030004808  1030004810  1030004814  1030004821  1030004829  1030004842  1030004848  1030004852  1030004854  1030004858  1030004868  1030004869  1030004873  1030004875  1030004878  1030004889  1030004893  1030004897  1030004898  1030004908  1030004909  1030004913  1030004915  1030004918  1030004930  1030004931  1030004941  1030004945  1030004968  1030004971  1030004980  1030004990  1030004993  1030004998  1030005003  1030005006  1030005007  1030005015  1030005018  1030005019  1030005030  1030005033  1030005034  1030005037  1030005038  1030005041  1030005062  1030005063  1030005065  1030005068  1030005086  1030005099  1030005115  1030005116  1030005121  1030005123  1030005124  1030005125  1030005126  1030005136  1030005143  1030005146  1030005147  1030005157  1030005167  1030005169  1030005183  1030005186  1030005199  1030005206  1030005207  1030005213  1030005222  1030005223  1030005231  1030005239  1030005243  1030005246  1030005263  1030005266  1030005269  1030005271  1030005273  1030005274  1030005284  1030005292  1030005298  1030005305  1030005312  1030005317  1030005320  1030005324  1030005328  1030005332  1030005337  1030005340  1030005350   1030005351  1030005357  1030005366  1030005376  1030005379  1030005381  1030005385  1030005386  1030005398  1030005401  1030005408  1030005422  1030005428  1030005430  1030005431  1030005436  1030005443  1030005445  1030005446  1030005452  1030005463  1030005468  1030005469  1030005478  1030005481  1030005484  1030005485  1030005488  1030005489  1030005491  1030005493  1030005494  1030005515  1030005522  1030005530  1030005535  1030005536  1030005538  1030005542  1030005546  1030005550  1030005560  1030005570  1030005572  1030005573  1030005574  1030005577  1030005584  1030005602  1030005607  1030005608  1030005609  1030005610  1030005613  1030005621  1030005635  1030005637  1030005648  1030005650  1030005665  1030005666  1030005667  1030005669  1030005723  1030005724  1030005731  1030005732  1030005735  1030005737  1030005740  1030005744  1030005754  1030005755  1030005757  1030005761  1030005765  1030005766  1030005776  1030005779  1030005786  1030005794  1030005800  1030005805  1030005829  1030005843  1030005846  1030005848  1030005870  1030005883  1030005904  1030005905  1030005916  1030005918  1030005920  1030005921  1030005932  1030005945  1030005946  1030005952  1030005958  1030005961  1030005979  1030006007  1030006011  1030006012  1030006025  1030006028  1030006037  1030006040  1030006043  1030006047  1030006053  1030006058  1030006059  1030006062  1030006067  1030006068  1030006070  1030006085  1030006088  1030006095  1030006099  1030006107  1030006113  1030006114  1030006116  1030006120  1030006138  1030006139  1030006145  1030006149  1030006156  1030006160  1030006171  1030006174  1030006176  1030006181  1030006185  1030006188  1030006191  1030006192  1030006194  1030006199  1030006204  1030006206  1030006209  1030006210  1030006213  1030006220  1030006223  1030006242  1030006243  1030006244  1030006250  1030006255  1030006268  1030006271  1030006272  1030006274  1030006279  1030006288  1030006296  1030006297  1030006308  1030006323  1030006327  1030006339  1030006345  1030006346  1030006354  1030006361  1030006373  1030006400  1030006404  1030006407  1030006410  1030006421  1030006434  1030006436  1030006457  1030006462  1030006469  1030006474  1030006484  1030006522  1030006524  1030006596  1030006616  1030006621  1030006667  1030006669  1030006674  1030006679  1030006684  1030006685  1030006697  1030006720  1030006724  1030006736  1030006738  1030006746  1030006751  1030006752  1030006754  1030006767  1030006776  1030006789  1030006808  1030006830  1030006840  1030006851  1030006868  1030006874  1030006878  1030006882  1030006887  1030006888  1030006895  1030006901  1030006905  1030006908  1030006909  1030006944  1030006945  1030006954  1030006958  1030006965  1030006966  1030006975  1030006978  1030006982  1030006983  1030006985  1030006987  1030007007  1030007008  1030007017  1030007043  1030007060  1030007061  1030007075  1030007083  1030007089  1030007091  1030007094  1030007095  1030007098  1030007109  1030007118  1030007127  1030007137  1030007141  1030007149  1030007164  1030007182  1030007183  1030007188  1030007195  1030007197  1030007198  1030007207  1030007210  1030007219  1030007224  1030007235  1030007241  1030007242  1030007250  1030007267  1030007278  1030007281  1030007284  1030007291  1030007306  1030007327  1030007346  1030007348  1030007375  1030007381  1030007390  1030007401  1030007411  1030007415  1030007422  1030007430  1030007431  1030007432  1030007436  1030007438  1030007442  1030007448  1030007472  1030007476  1030007484  1030007490  1030007492  1030007500  1030007502  1030007526  1030007542  1030007568  1030007570  1030007580  1030007620  1030007635  1030007637  1030007641  1030007657  1030007659  1030007664  1030007708  1030007713  1030007726  1030007739  1030007746  1030007755  1030007758  1030007761  1030007766  1030007795  1030007813  1030007818  1030007826  1030007832  1030007844  1030007850  1030007861  1030007864  1030007878  1030007941  1030007943  1030007985  1030007998  1030 008004  1030008007  1030008013  1030008024  1030008168  1030008220  1030008227  1030008234  1030008248  1030008266  1030008287  1030008291  1030008292  1030008293  1030008295  1030008296  1030008298  1030008311  1030008318  1030008324  1030008331  1030008338  1030008350  1030008359  1030008372  1030008383  1030008410  1030008411  1030008418  1030008420  1030008451  1030008452  1030008467  1030008470  1030008473  1030008487  1030008493  1030008511  1030008514  1030008528  1030008531  1030008537  1030008545  1030008553  1030008567  1030008576  1030008597  1030008623  1030008630  1030008640  1030008652  1030008671  1030008682  1030008691  1030008736  1030008743  1030008745  1030008751  1030008754  1030008760  1030008762  1030008778  1030008818  1030008823  1030008834  1030008836  1030008845  1030008866  1030008873  1030008897  1030008901  1030008914  1030008918  1030008928  1030008931  1030008933  1030008949  1030008952  1030008953  1030008959  1030008979  1030008980  1030009013  1030009041  1030009051  1030009055  1030009057  1030009067  1030009077  1030009137  1030009138  1030009148  1030009154  1030009171  1030009181  1030009184  1030009199  1030009311  1030009317  1030009348  1030009518  1030009541  1030009542  1030011281  1030012359, and   1030012658."
"Cosmetics","No","","71861","Ongoing","A Thousand Virgins Corp","14285 SW 42nd St Ste 204","","Miami","FL","	33175-6416","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Florida and via Internet sales nationwide,  United Kingdom and Australia via internet by a 3rd party","F-3246-2015","Class II","A Thousands Virgins Grey Wash System (tattoo ink) sold in kits: Grey color shades G1, G2, and G3, 2 oz and 4 oz bottles.","Between 40 to 53 kits (some of product was stolen)","Microbial contamination of tattoo ink.  Contaminated with Mycobacterium chelonae, Microbacterium organisms, and molds Cryptococcus albidus and members of the Penicillium genus.","07/22/2015","09/28/2015","","10/07/2015","Lot 129, Exp 01/2016"
