Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Food","No","","66470","Terminated","Reser's Fine Foods, Inc.","15570 SW Jenkins Road","","Beaverton","OR","	97006","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","The product was distributed to two distribution centers in Canada. There was no US distribution made.","F-1335-2014","Class I","Reser's Fine Foods, Cheesy Macaroni Salad, packaged in 454 gm (UPC 071117182415) and 1.25 KG (UPC 071117612271) plastic containers.","279 cases (138/12/454 -gm container/cases and 141/6/1.25-KG container/cases)","The product may be contaminated with Listeria monocytogenes.","10/05/2013","12/27/2013","01/24/2017","01/08/2014","Best Before Date: 2013 OC 20"
"Food","No","","67081","Terminated","Pin Hsiao & Associates","846 108th Ave NE #203","","Bellevue","WA","	98004","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed directly in WA and product was further distributed to grocery stores in Oregon and Washington.","F-1346-2014","Class I","Antonina's Artisan Bakery brand,  Gluten Free,  Blueberry Mini Muffins,  12 pieces per package.  Net wt. 12.6 oz.  The UPC Code is  8 18703 01102 1.","96 cases","Antonina's Artisan Bakery Gluten Free Blueberry Mini Muffins are recalled due to undeclared walnuts.","12/10/2013","01/02/2014","02/11/2014","01/08/2014","Lot Code - 051114;  Expiration Date:  5/11/14 (if kept frozen)"
"Biologics","No","","42764","Terminated","Blood Bank of San Bernardino and Riverside Counties","384 Orange Show Road","","San Bernardino","CA","	92408","United States","Voluntary: Firm Initiated","Telephone","California","B-0275-14","Class II","Red Blood Cells","1 unit","Blood product, collected in a manner that may have compromised the sterility of the unit, was distributed.","08/28/2006","01/02/2014","01/02/2014","01/08/2014","GS45134"
"Biologics","No","","43934","Terminated","The American National Red Cross South Carolina Region","2751 Bull St","","Columbia","SC","	29201-1725","United States","Voluntary: Firm Initiated","Telephone","South Carolina","B-0278-14","Class II","Platelets Pheresis Leukocytes Reduced","1 unit","Blood product, which contained an insufficient plasma volume, was distributed.","10/03/2006","01/02/2014","01/02/2014","01/08/2014","36FM47411"
"Biologics","No","","44122","Terminated","Blood Systems, Inc.","6220 E Oak St","","Scottsdale","AZ","	85257-1101","United States","Voluntary: Firm Initiated","Letter","Arizona","B-0279-14","Class II","Red Blood Cells (Apheresis) Leukocytes Reduced","2 units","Blood products, collected from a donor who was taking the medication Avodart, were distributed.","02/06/2007","01/02/2014","01/02/2014","01/08/2014","107980629 (2 units)"
"Biologics","No","","44236","Terminated","American National Red Cross","1111 Research Dr","Western Lake Erie Region","Toledo","OH","	43614-2798","United States","Voluntary: Firm Initiated","Telephone","Nationwide","B-0263-14","Class II","Red Blood Cells (Apheresis) Leukocytes Reduced","1 unit","Blood products, collected from a donor for whom donor suitability was not adequately determined, were distributed.","12/08/2006","01/02/2014","01/02/2014","01/08/2014","16LL76290"
"Biologics","No","","44445","Terminated","American National Red Cross (The)","2751 Bull Street","P.O. Box 3217","Columbia","SC","	29230-3217","United States","Voluntary: Firm Initiated","Telephone","SC","B-0262-14","Class II","Red Blood Cells Leukocytes Reduced","3 units","Blood products, for which there was a discrepancy in the sample tubes for viral marker testing, were distributed.","01/08/2007","01/02/2014","01/02/2014","01/08/2014","036FY39361, 036FY39367, 036FY39369"
"Devices","No","","64807","Terminated","GE Healthcare It","540 W Northwest Hwy","","Barrington","IL","	60010-3051","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US including MN and Internationally to India, Australia, Canada, and England.","Z-0620-2014","Class II","The Centricity Laboratory System is intended to be an information system designed to support the clinical and administrative activities associated with the provision and utilization of clinical laboratory services and facilities, e.g., the storing and delivering of analytical results. It is a specially designed data program application (software), which is supplied for installation in existing mainframe or decentralized computers or a computer network. This software system will not be the software directly used to run, steer, or control any specific laboratory analyzer or equipment. It is intended for use in laboratory facilities, including a central laboratory or in a multiple laboratory environment servicing satellite laboratories, reference laboratories, clinics, etc. Centricity Laboratory System is not intended for direct patient contact.    The Centricity Laboratory System product is designed to facilitate the general clinical, anatomic pathology and cytology laboratory workflow such as order entry, results entry, instrument interfacing, results reporting and patient record retrieval. It integrates with other Hospital Information Systems (HIS) through HL7 interface by order entering and also report processing. The Centricity Laboratory System is intended to interface with various lab results. Centricity Laboratory System is intended to be used by laboratory technologists, technicians, analyst and other trained/site authorized system users  ","5 units","GE Healthcare is aware of a potential safety issue with the use of GE Centricity Laboratory Instrument Interface (IF) where free-text sent from IM is not being transcribed into free-text in iNET. The instrument may upload results to IF/iNET when order/request is not yet in IF/iNET. In such a situation, test level supporting free-text sent from the instrument is discarded (not captured).","03/12/2013","01/02/2014","06/10/2016","01/08/2014","Software Versions: 3.3, 4.0, 4.1"
"Devices","No","","65007","Terminated","Synthes USA HQ, Inc.","1302 Wrights Ln E","","West Chester","PA","	19380-3417","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - USA (nationwide) and Internationally to Mexico and Canada.  .","Z-0615-2014","Class II","Synthes Hand Switch - Electric Pen Drive, Part Number 05.001.012    The Synthes Electric Pen Drive is indicated for screw insertion, pin and wire replacement, cutting of bone and metal, drilling, decorticating, shaping, and smoothing of bones and teeth in a wide variety of surgical procedures, including, but not limited to general orthopaedic trauma, foot, hand, maxillofacial, neurosurgical, oral, otolaryngolical, reconstructive, and spine surgery.","290","Synthes received a complaint from a customer in which the Hand Switch for the Electric Pen Drive was not labeled correctly.  The ""on"" and ""lock"" labels were interchanged.","04/15/2013","12/31/2013","09/14/2016","01/08/2014","Part Number 05.001.012, lot number AV18166"
"Food","No","","65735","Terminated","T And S Oyster Farm","703 Ivy Ave","","Tillamook","OR","	97141-3705","United States","Voluntary: Firm Initiated","Visit","products are distributed in Oregon.","F-1358-2014","Class II","The refrigerated vacuum packed hot smoked oysters, Original flavor, is sold in 2.5 oz. or 4 oz. packages. There is no UPC for this product.    The product main label is read in part ""***T&S OYSTER FARM NETARTS BAY***SMOKED OYSTERS***NET Net Weight 4 oz (113g) ***PERISHABLE KEEP REFRIGERATED AT OR BELOW 38***Cert. # OR-179-SP 703 Ivy st. Tillamook OR 97141***"".    ","73/4 oz. packages; unknown amount for 2.5 oz. packages","T & S Oyster Farms brand refrigerated vacuum packed hot smoked oysters, Original flavor, is recalled due to the potential contamination with Clostridium botulinum.  ","07/12/2013","01/02/2014","01/10/2014","01/08/2014","Pull Dates of AUG 1 2013 to OCT 6 2013"
