Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","72496","Terminated","ConAgra Foods Inc","1 Conagra Dr","","Omaha","NE","	68102","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was distributed nationwide in the United States.  Foreign distribution to Hong Kong and Mexico.  Product was distributed to military bases in Georgia; no other government distribution.","F-0420-2016","Class I","David Trail Mix Sweet & Salty individual plastic bags net wt. 5 oz. (142 g) UPC 00 26200 23885 2 shipped in the following configurations:    1) cases of eight (8) with UPC 20-0-26200-23885-6;    2) 36-count multi-pack shipper case UPC 00-0-26200-23890-6 which contains 16 individual 5.25 oz. bags of Classic flavor and 20 individual 5 oz. bags Sweet & Salty flavor UPC 00 26200 23885 2; and    3) 24-count snack rack case UPC 27000-82339 store display which contains individual 5 oz. bags Sweet & Salty flavor UPC 00 26200 23885 2.","UPC 26200-23885 - 299,776 cases; UPC 26200-23890 - 2,803 cases; and UPC 27000-82339 - 200 cases","Product contains undeclared milk.","10/24/2015","01/04/2016","03/28/2017","01/13/2016","All lots distributed since 11/14/2012."
"Food","No","","72508","Terminated","Skinny Latina LLC","521 Gerona Ave","","Coral Gables","FL","	33146-2714","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to distribution centers and retail stores nationwide.    Distributed to KeHe distribution centers which distribute product to Target stores and WholeFood stores nationwide.  Skinny Latina, LLC directly ships to Fresh Market stores in Florida.","F-0464-2016","Class I","Skinny Latina Million Dollar Marinade, 12 oz, shelf stable, dry storage.","18,822 bottles","Undeclared soy","10/03/2015","01/05/2016","02/13/2017","01/13/2016","UPC #8-55329-00400-6; Lots 12/02/15A, 12/02/15B, 10/21/15A, 10/21/15B, 10/22/15A, 10/22/15B, 10/23/15A, 10/23/15B, 10/24/15A, 10/24/15B, 10/28/15A, 10/28/15B, 10/27/15A, 10/27/15B, 10/29/15A, 10/29/15B"
"Food","No","","72657","Terminated","Casey's Bakery, Inc","251 N Main Ave Ste 301","","Sioux Center","IA","	51250-1818","United States","Voluntary: Firm Initiated","Visit","Sioux Center, IA area.","F-0465-2016","Class I","Casey's Bakery, 8X8 Snickers cake, www.caseysbakery.com, Sioux Center, IA","At least 7, but up to 57 more.","Product contains undeclared peanuts","11/17/2015","01/05/2016","02/23/2017","01/13/2016","All date codes earlier than 696"
"Devices","No","","72715","Terminated","Stryker Sustainability Solutions","10232 S 51st St","","Phoenix","AZ","	85044-5205","United States","Voluntary: Firm Initiated","Letter","US Distribution in the states of: AK, CA, WI, IN, FL, OR, NY, and NC.","Z-0478-2016","Class I","The Fuhrman Pleural/Pneumopericardial Drainage Set    The Fuhrman Pleural/Pneumopericardial Drainage Set consists of pigtail catheter, access needle, dilator, and wire guide. The set also includes a multipurpose tubing adapter, and three-way stopcock.","34 devices","Stryker Sustainability Solutions is recalling the Fuhrman Pleural & Pneumopericardial Drainage Set due to receiving complaints that it broke off in the pleural cavity while inserting the device into the patient.","11/17/2015","01/04/2016","09/28/2016","01/13/2016","Item Number  G03974    Lot Number  295397U  331621U  374044U  394431U  406125U  406131U  410982U  412655U  415094U  422060U  519812U  7718289U  838193U"
"Food","No","","72799","Terminated","The Kroger Co","1014 Vine St","","Cincinnati","OH","	45202-1141","United States","Voluntary: Firm Initiated","E-Mail","Product was shipped to the following states: AL, GA, ID, IL, IN, KY, LA, MI, MO, MT, NM, NV, OH, SC, TN, TX, UT, WV & WY.","F-0466-2016","Class I","BAKERY FRESH GOODNESS Chocolate Brownie NET WT 16 OZ (1 LB) 453 g CONTAINS: MILK, EGGS, WHEAT, SOY. MAY CONTAIN: ALMONDS, PECANS, WALNUTS, CASHEWS, COCONUT. DISTRIBUTED BY THE KROGER CO. CINCINNATI, OHIO 45202 UPC 0 11110 09172 7","1,322 cs/12/16 oz containers","The firm was notified by a consumer of undeclared walnuts in the product.","11/16/2015","01/06/2016","11/29/2016","01/13/2016","Lot 15307 Sel By 02 Aug 2016"
"Food","No","","72831","Terminated","Pine Valley Foods Inc","131 Frost Commerical Dr","","West Monroe","LA","	71292-2479","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","F-0426-2016","Class I","Crazy about Cookies 2.7lb Sugar Cookies Pre-Portion Item # 25-2004 UPC Code  - 698768102120","8163 units","Pre-portioned sugar cookie dough contains undeclared milk and pre-portioned walnut chocolate chunk cookie dough contains undeclared egg.","12/10/2015","01/04/2016","08/03/2017","01/13/2016","Dates codes:  10/9/15  11/23/15 (Julian Dates - 15282  - 15327)"
"Food","No","","72831","Terminated","Pine Valley Foods Inc","131 Frost Commerical Dr","","West Monroe","LA","	71292-2479","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","F-0427-2016","Class I","Crazy about Cookies 2lb Holiday Gathering COLLECTION Decorated SUGAR COOKIE KIT Item # 03-4034 UPC Code - 698768034346","8942 units","Pre-portioned sugar cookie dough contains undeclared milk and pre-portioned walnut chocolate chunk cookie dough contains undeclared egg.","12/10/2015","01/04/2016","08/03/2017","01/13/2016","Dates codes:  10/9/15  11/23/15 (Julian Dates - 15282  - 15327)"
"Food","No","","72831","Terminated","Pine Valley Foods Inc","131 Frost Commerical Dr","","West Monroe","LA","	71292-2479","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","F-0428-2016","Class I","Crazy about Cookies 2lb Fairytale Princess COLLECTION Decorated SUGAR COOKIE KIT Item # 03-4031 UPC Code - 698768034315","2273 units","Pre-portioned sugar cookie dough contains undeclared milk and pre-portioned walnut chocolate chunk cookie dough contains undeclared egg.","12/10/2015","01/04/2016","08/03/2017","01/13/2016","Dates codes:  10/9/15  11/23/15 (Julian Dates - 15282  - 15327)"
"Food","No","","72831","Terminated","Pine Valley Foods Inc","131 Frost Commerical Dr","","West Monroe","LA","	71292-2479","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","F-0429-2016","Class I","Crazy about Cookies 2lb Monster Bash COLLECTION Decorated SUGAR COOKIE KIT Item # 03-4032 UPC Code - 698768034322","3231 units","Pre-portioned sugar cookie dough contains undeclared milk and pre-portioned walnut chocolate chunk cookie dough contains undeclared egg.","12/10/2015","01/04/2016","08/03/2017","01/13/2016","Dates codes:  10/9/15  11/23/15 (Julian Dates - 15282  - 15327)"
"Food","No","","72831","Terminated","Pine Valley Foods Inc","131 Frost Commerical Dr","","West Monroe","LA","	71292-2479","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","F-0430-2016","Class I","Crazy about Cookies 2lb Birthday Celebration COLLECTION Decorated SUGAR COOKIE KIT Item # 03-4033 UPC Code - 698768034339","569 units","Pre-portioned sugar cookie dough contains undeclared milk and pre-portioned walnut chocolate chunk cookie dough contains undeclared egg.","12/10/2015","01/04/2016","08/03/2017","01/13/2016","Dates codes:  10/9/15  11/23/15 (Julian Dates - 15282  - 15327)"
