Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Food","No","02/22/2019","81701","Terminated","Hiland Dairy Foods Company LLC","1133 E Kearney St","","Springfield","MO","	65803-3435","United States","Voluntary: Firm Initiated","Visit","Distributed to grocery stores in the Kansas City, MO and suburbs on both sides of the state line. Product was also distributed to grocery stores in the St. Joseph, MO area.","F-1056-2019","Class I","Hiland Chocolate Milk, 1/2 gallon (1.89 L). Hiland Dairy Springfield, MO 65803","1,151 half-gallons","The firm has received complaints of an egg nog flavor in half gallons of chocolate milk. Egg nog is manufactured at the same plant. The egg nog contains egg ingredients, but the chocolate milk does not declare egg on the label.","12/03/2018","02/22/2019","03/04/2019","01/23/2019","UPC: 0-7206000128-0   Sell by Date: Dec 13, 2018   Plant Code: 29-162    Best by 12/13/18"
"Drugs","No","","81504","Completed","Bound Tree Medical, LLC","1420 Lakeside Parkway","","Dallas","TX","	75208","United States","Voluntary: Firm Initiated","Letter","Distributed Nationwide in the USA","D-0371-2019","Class II","curaplex Epi Safe Administration and Training Kits # 8600-01100. Kit contains 2 Epi Safe Administration Kit (8600-01101) and 1 Epi Safe Training Kit (8600-01102), Rx Only. Distributed by Sarnova HC, LLC's family of companies: Bound Tree Medical, LLC, Cardio Partners, Inc., Emergency Medical Producs, Inc. & Tri-anim Health Services, Inc. 5000 Tuttle Crossing Blvd, Dublin, OH 43016  ","84 kits","Labeling: Incorrect or Missing Lot and/or Exp date:  vials of epinephrine within kit 8600-01100 expired on December 2018, but the outer kit label has an expiration date of January 2020.  In addition, device component (syringe) may lack 510(k) clearance.","11/01/2018","01/14/2019","","01/23/2019","Lot # ASM0018348, EXP 12-31-2018"
"Devices","No","","81665","Ongoing","Arrow International Inc","2400 Bernville Rd","","Reading","PA","	19605-9607","United States","Voluntary: Firm Initiated","Letter","Worldwide distribution: US (nationwide) distribution to state of: FL and to countries of: Argentina, Canada, Chile, Columbia, Costa Rica, Dominican Republic, Ecuador, and Peru.","Z-0723-2019","Class II","Arrow CVC 2 Lumen, Pediatric Two-Lumen Central Venous Cauterization Set with Blue FlexTip Catheter, 4 Fr 2 Lumen 5cm, Reference # CS-12402    The Arrow CVC is intended to provide short-term (< 30 days) central venous access for treatment of diseases or conditions requiring central venous access, including, but not limited to the following: "" Lack of usable peripheral IV sites "" Central venous pressure monitoring "" Total parenteral nutrition (TPN) "" Infusions of fluids, medications, or chemotherapy "" Frequent blood sampling or receiving blood transfusions/blood products","15 in the US","The lidstock states the incorrect priming volume and flow rates.","11/14/2018","01/11/2019","","01/23/2019","Lots 14F18F0336 & 14F18E0121"
"Devices","No","","81723","Ongoing","Conformis, Inc.","600 Technology Park Dr","","Billerica","MA","	01821-4154","United States","Voluntary: Firm Initiated","E-Mail","The products were distributed to the following US states:  TN.","Z-0731-2019","Class II","iTotal Hip Replacement System, Total Hip Replacement System, Catalog Number HAA-050-D001-020101","1","The stage 1 and 2 reamer instruments used to prepare fixation for the cup in the acetabulum had a -1mm interference fit with acetabulum bone. The expected interference fit is -2mm.","10/16/2018","01/11/2019","","01/23/2019","Serial Number 0424647"
"Devices","No","","81758","Ongoing","Zimmer Biomet, Inc.","56 E Bell Dr","","Warsaw","IN","	46582-6989","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Nationwide,  The products were distributed to the following foreign countries:  Australia, Chile, Netherlands.","Z-0734-2019","Class II","Maximum Variable Pitch Compression Tray Base, Reference Number 231201002    Product Usage:  Intended to carry implants and instruments during regular inventory distribution and handling and sterilization in the hospitals  ","971 i nTotal","There is a potential for silicone shedding during cleaning and sterilization.","11/28/2018","01/14/2019","","01/23/2019","Lot Numbers 453392  453918  453919  469917  475577  481064  481065  486820  498695  506818  512868"
"Devices","No","","81758","Ongoing","Zimmer Biomet, Inc.","56 E Bell Dr","","Warsaw","IN","	46582-6989","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Nationwide,  The products were distributed to the following foreign countries:  Australia, Chile, Netherlands.","Z-0735-2019","Class II","Maximum Variable Pitch Compression Screw Caddy, Reference Number 231201003    Product Usage:  Intended to carry implants and instruments during regular inventory distribution and handling and sterilization in the hospitals  ","971 in total","There is a potential for silicone shedding during cleaning and sterilization.","11/28/2018","01/14/2019","","01/23/2019","Lot Numbers 453392  453918  453919  469917  475577  481064  481065  486820  498695  506818  512867  512868"
"Devices","No","","81759","Ongoing","Kimberly-Clark Corporation","2100 Winchester Rd","Po Box 349","Neenah","WI","	54956-9317","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide distribution AR, AZ, CA, CT, FL, HI, IA, ID, IL, KS, LA, MA, MD, MI, MN, MO, MS, NC, NH, NY, OH, PA, PR, RI, SC, TN, TX, UT, VA, VT, WA, WI.    International distribution to Canada.","Z-0748-2019","Class II","U by Kotex¿ Sleek¿, Regular Tampons, 18 Count","68,852,076 units total","Potential for tampon to come apart upon removal.","12/11/2018","01/17/2019","","01/23/2019","Package UPC: 36000294538;  Case UPC: 10036000294535;      Lot Numbers: NN628201B, NN726913B, NN628301A, NN728713C, NN628301B, NN728713D, NN629101A, NN729813A, NN629101B, NN731113A, NN629201A, NN732513B, NN630201A, NN733713D, NN630201B, NN733813A, NN630301A, NN800413B, NN632713A, NN800513C, NN632713B, NN802913B, NN634713B, NN803013A, NN634813A, NN804413A, NN635713A, NN804413B, NN635713B, NN807613D, NN701813A, NN807713C, NN701813B, NN808413C, NN701913A, NN808413D, NN703213B, NN812013A, NN705713C, NN812013B, NN705713D, NN812713B, NN705813A, NN812813A, NN707613D, NN814013D, NN707713C, NN814113A, NN711513A, NN814113B, NN711513B, NN815513A, NN715213B, NN815513B, NN715313C, NN819613D, NN715313D, NN819713A, NN716713C, NN821313A, NN716713D, NN822613B, NN718313C, NN822713A, NN720713B, NN824513D, NN723413B, NN824613A, NN723513A, NN824613B, NN724913B, NN826513D, NN725013A, NN826613C, NN726913A, NN827913C."
"Devices","No","","81759","Ongoing","Kimberly-Clark Corporation","2100 Winchester Rd","Po Box 349","Neenah","WI","	54956-9317","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide distribution AR, AZ, CA, CT, FL, HI, IA, ID, IL, KS, LA, MA, MD, MI, MN, MO, MS, NC, NH, NY, OH, PA, PR, RI, SC, TN, TX, UT, VA, VT, WA, WI.    International distribution to Canada.","Z-0749-2019","Class II","U by Kotex¿ Sleek¿, Regular Tampons, 34 Count","68,852,076 units total","Potential for tampon to come apart upon removal.","12/11/2018","01/17/2019","","01/23/2019","Package UPC: 36000426649;  Case UPC: 10036000426646;      Lot Numbers: NN628101A, NN628101B, NN628201A, NN628201B, NN629401A, NN629401B, NN631201B, NN631301A, NN632113B, NN632213A, NN633813D, NN634113B, NN634213A, NN635113C, NN703113A, NN703113B, NN705613C, NN706313C, NN706313D, NN706413C, NN706413D, NN707713C, NN707713D, NN711313C, NN711313D, NN711413A, NN713013B, NN713113A, NN714313B, NN714413A, NN714413B, NN719313B, NN719413A, NN722013B, NN722113A, NN722113B, NN722213A, NN724713A, NN724713B, NN726713D, NN726813A, NN728213B, NN728313A, NN729613A, NN729613B, NN729713A, NN732513B, NN732613A, NN733913A, NN733913B, NN735213B, NN735313A, NN801413C, NN801413D, NN802813D, NN802913A, NN804213D, NN804313A, NN805813A, NN805813B, NN807513D, NN807613C, NN809913A, NN811213C, NN811213D, NN815413D, NN816813D, NN818113C, NN818113D, NN822413D, NN822513A, NN824613B, NN824713A, NN826713A."
"Devices","No","","81759","Ongoing","Kimberly-Clark Corporation","2100 Winchester Rd","Po Box 349","Neenah","WI","	54956-9317","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide distribution AR, AZ, CA, CT, FL, HI, IA, ID, IL, KS, LA, MA, MD, MI, MN, MO, MS, NC, NH, NY, OH, PA, PR, RI, SC, TN, TX, UT, VA, VT, WA, WI.    International distribution to Canada.","Z-0750-2019","Class II","U by Kotex¿ Sleek¿, Regular/Super Tampons, 34 Count Multipack","68,852,076 units total","Potential for tampon to come apart upon removal.","12/11/2018","01/17/2019","","01/23/2019","Package UPC: 36000426663;  Case UPC: 10036000426660;      Lot Numbers: NN629401B, NN629501A, NN631301B, NN631401A, NN631401B, NN632213A, NN632213B, NN703113B, NN703213A, NN705513D, NN706513A, NN706513B, NN706613A, NN706613B, NN708713A, NN708713B, NN711413A, NN711413B, NN713113A, NN713113B, NN713213C, NN713213D, NN714513B, NN714613C, NN716613A, NN719413B, NN719513C, NN720613B, NN720713A, NN724713B, NN724813A, NN726813A, NN726813B, NN726913A, NN728313A, NN728313B, NN729713A, NN729713B, NN730913C, NN730913D, NN732613B, NN733813B, NN733913A, NN735313A, NN735313B, NN801413D, NN801513A, NN802913A, NN804313A, NN804313B, NN805713B, NN805813A, NN809913B, NN811213D, NN812613D, NN812713A, NN814013C, NN814013D, NN815513A, NN816813D, NN816913A, NN819613C, NN819613D, NN822513A, NN822513B, NN826613C, NN826613D, NN826713A."
"Devices","No","","81759","Ongoing","Kimberly-Clark Corporation","2100 Winchester Rd","Po Box 349","Neenah","WI","	54956-9317","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide distribution AR, AZ, CA, CT, FL, HI, IA, ID, IL, KS, LA, MA, MD, MI, MN, MO, MS, NC, NH, NY, OH, PA, PR, RI, SC, TN, TX, UT, VA, VT, WA, WI.    International distribution to Canada.","Z-0751-2019","Class II","U by Kotex¿ Sleek¿, Regular Tampons, 3 Count","68,852,076 units total","Potential for tampon to come apart upon removal.","12/11/2018","01/17/2019","","01/23/2019","Package UPC: 36000423372;  Case UPC: 10036000459296;      Lot Numbers: XM700604X, XM700904X, XM702304X, XM702404X, XM702504X."
