Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","07/26/2018","80366","Terminated","Tilgner's Alaskan Salmon","17515 Sterling Hwy","","Ninilchik","AK","	99639","United States","Voluntary: Firm initiated","Telephone","in Alaska","F-1670-2018","Class I","Ruby Red Sockeye Candy (ACA) is cold smoked salmon, 4 oz packages","43/4 oz. packages","Ruby Red Sockeye Candy (ACA) cold smoked salmon is recalled due to Listeria monocytogenes","06/06/2018","07/26/2018","08/27/2018","08/01/2018","68ACA8124"
"Food","No","07/26/2018","80366","Terminated","Tilgner's Alaskan Salmon","17515 Sterling Hwy","","Ninilchik","AK","	99639","United States","Voluntary: Firm initiated","Telephone","in Alaska","F-1671-2018","Class I","Canoodles (ACN) coarse ground cold smoked dehydrated shelf stable sockeye salmon pieces","75.2 lbs.","Canoodles (ACN) coarse ground cold smoked dehydrated shelf stable sockeye Salmon pieces  are recalled due to potential for contaminated with Listeria monocytogenes","06/06/2018","07/26/2018","08/27/2018","08/01/2018","68ACN8124"
"Food","No","","80432","Terminated","May Flower International Inc.","5845 47th St","","Maspeth","NY","	11378-2106","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","New York","F-1676-2018","Class I","3+2 Soda Crackers (CREAM FLAVOUR)(S) packaged in a 4.4 oz, yellow package, UPC: 6 919892 633101","8 cases","Product contains undeclared milk.","06/29/2018","07/30/2018","08/02/2018","08/01/2018","No codes."
"Food","No","","80521","Terminated","Holley Cold Storage Fruit & Produce Co., Inc.","16677 Route 31","","Holley","NY","	14470-9074","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Canada","F-1665-2018","Class I","Europe's Best 4-Field Berry Mix 12/600g and 6/2kg (Blackberries, Strawberries, Blueberries, Raspberries)","8,881 cases (total for all products)","The product may be contaminated with Salmonella.","07/13/2018","07/24/2018","09/14/2018","08/01/2018","600g: HP38123682SMF821 (finished product lot number); UPC# 871454000003 (bag); UPC# 10871454000000 (case); Best Before May 3, 2020    2kg: HP38122682SMF827 and HP38123682SMF827 (finished product lot numbers); UPC# 871454002007 (bag); UPC# 10871454002004 (case); Best Before May 2, 2020 and May 3, 2020"
"Food","No","","80521","Terminated","Holley Cold Storage Fruit & Produce Co., Inc.","16677 Route 31","","Holley","NY","	14470-9074","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Canada","F-1666-2018","Class I","Europe's Best Bananas & Berries 12/600g (Bananas, Strawberries, Blueberries)","8,881 cases (total for all products)","The product may be contaminated with Salmonella.","07/13/2018","07/24/2018","09/14/2018","08/01/2018","600g: HP38128682SMF822 and HP38129682SMF822 (finished product lot numbers); UPC# 871454036033 (bag); UPC# 10871454036030 (case); Best Before May 8, 2020 and May 9, 2020"
"Food","No","","80521","Terminated","Holley Cold Storage Fruit & Produce Co., Inc.","16677 Route 31","","Holley","NY","	14470-9074","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Canada","F-1667-2018","Class I","Europe's Best Field Berry Mix 12/600g (Strawberries, Blueberries, Blackberries)","8,881 cases (total for all products)","The product may be contaminated with Salmonella.","07/13/2018","07/24/2018","09/14/2018","08/01/2018","600g: HP38130682SMF823 and HP38131682SMF823 (finished product lot numbers); UPC# 871454036187 (bag); UPC# 10871454036184 (case); Best Before May 10, 2020 and May 11, 2020"
"Veterinary","No","","79270","Terminated","CHS, Inc.","13400 Van Buren St","","Holland","MI","	49424-9410","United States","Voluntary: Firm initiated","Telephone","MI only","V-0253-2018","Class II","F856 AKEY Turkey 6 Pellet, and Medicated Bulk turkey feed , Active Drug Ingredient Bambermycins, 2.0 g/ton","48 tons and 20 tons","CHS Inc. initiated a voluntary recall of turkey feed due to excessive levels of salt which could be potentially toxic to turkeys.","02/16/2018","07/25/2018","10/04/2018","08/01/2018","CHS Inc. F856 AKEY Turkey 6 Pellet, Medicated Bulk turkey Active Drug Ingredient Bambermycins, 2.0 g/ton  1. F856 run 41355 all product fed no issues reported, and    2. F856 run 41336"
"Veterinary","No","","79270","Terminated","CHS, Inc.","13400 Van Buren St","","Holland","MI","	49424-9410","United States","Voluntary: Firm initiated","Telephone","MI only","V-0254-2018","Class II","CHS Inc. F854 AKEY Turkey 4 Pellet, Medicated Bulk turkey Active Drug Ingredient Bacitracin Methylene Disalicylate 50 g/ton and Monensin as Monensin Sodium 63 g/ton  ","20 tons	F854 run 41337 all product fed; 23 tons of F854 run 41345 all product fed no reported issues","CHS Inc. initiated a voluntary recall of turkey feed due to excessive levels of salt which could be potentially toxic to turkeys.","02/16/2018","07/25/2018","10/04/2018","08/01/2018","CHS Inc. F854 AKEY Turkey 4 Pellet, Medicated Bulk turkey Active Drug Ingredient Bacitracin Methylene Disalicylate 50 g/ton and Monensin as Monensin Sodium 63 g/ton  F854 run 41337 all product fed; and F854 run 41345 all product fed no reported issues"
"Veterinary","No","","79270","Terminated","CHS, Inc.","13400 Van Buren St","","Holland","MI","	49424-9410","United States","Voluntary: Firm initiated","Telephone","MI only","V-0255-2018","Class II","CHS Inc. F852 AKEY Turkey 2 Crumble, Medicated Bulk turkey Active Drug Ingredient Bacitracin Methylene Disalicylate 50 g/ton and Monensin as Monensin Sodium 72 g/ton  ","7 tons of 	F852 run 41338 all product fed no issues reported","CHS Inc. initiated a voluntary recall of turkey feed due to excessive levels of salt which could be potentially toxic to turkeys.","02/16/2018","07/25/2018","10/04/2018","08/01/2018","CHS Inc. F852 AKEY Turkey 2 Crumble, Medicated Bulk turkey Active Drug Ingredient Bacitracin Methylene Disalicylate 50 g/ton and Monensin as Monensin Sodium 72 g/ton  F852 run 41338"
"Veterinary","No","","79270","Terminated","CHS, Inc.","13400 Van Buren St","","Holland","MI","	49424-9410","United States","Voluntary: Firm initiated","Telephone","MI only","V-0256-2018","Class II","CHS Inc. F864 AKEY Turkey 4 Pellet, Medicated Bulk turkey Active Drug Ingredient Bacitracin Methylene Disalicylate 50 g/ton and Monensin as Monensin Sodium 63 g/ton  ","35 tons of 	F864 run 41339 all product fed no issues","CHS Inc. initiated a voluntary recall of turkey feed due to excessive levels of salt which could be potentially toxic to turkeys.","02/16/2018","07/25/2018","10/04/2018","08/01/2018","CHS Inc. F864 AKEY Turkey 4 Pellet, Medicated Bulk turkey Active Drug Ingredient Bacitracin Methylene Disalicylate 50 g/ton and Monensin as Monensin Sodium 63 g/ton  F864 run 41339 all product fed no issues reported"
