Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Drugs","No","","66497","Terminated","B. Braun Medical Inc","2525 McGaw Ave","","Irvine","CA","	92614-5841","United States","Voluntary: Firm Initiated","Press Release","Nationwide","D-1054-2014","Class I","Cefepime for Injection USP and Dextrose Injection USP, in Duplex Drug Delivery System, 1 g in 50 mL duplex container, For IV Use Only, Single Dose, Sterile/Non pyrogenic, Rx Only, B Braun Medical Inc., NDC 0264-3193-11","18,936 Containers","Presence of Particulate Matter:  The 1g Cefepime for Injection USP and Dextrose Injection USP lot has been found to contain visible organic particulate matter in a reserve sample unit.","10/15/2013","01/31/2014","12/04/2014","02/12/2014","Lot H3A744, Exp 01/15"
"Drugs","No","","66880","Terminated","Baxter Healthcare Corp.","1 Baxter Pkwy","","Deerfield","IL","	60015-4625","United States","Voluntary: Firm Initiated","Letter","Nationwide, Saudi Arabia and Colombia","D-1057-2014","Class I","50 mg Nitroglycerin in 5% Dextrose Injection (200 mcg/mL), 250 mL glass containers, Baxter Healthcare Corp., Deerfield, IL --- NDC 0338-1049-02","49,932 glass containers","Presence of Particulate Matter; particulate matter in one vial identified as silicone rubber and EPDM rubber from the vial stopper.","11/18/2013","01/31/2014","09/15/2014","02/12/2014","G105197, Exp. 02/14"
"Food","No","","66910","Terminated","Marina's German Bakery","2033 Trawood Dr","","El Paso","TX","	79935-3501","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was distributed to commissaries at Fort Bliss (El Paso, TX) and Holloman Air Force Base (Alamogordo, NM).","F-1472-2014","Class I","Marina's German Bakery; Assorted Pastries; 2 pieces, Minimum Wt. 6 oz. 170 g; UPC# 010801003018; 2033 Trawood Dr., El Paso, Texas 79935","Unknown","The assorted pastry  products may contain undeclared hazelnuts, walnuts or almonds. These tree nuts can cause life-threatening, allergic reactions for some individuals.","11/20/2013","02/05/2014","04/29/2015","02/12/2014","All ""Sell By"" dates, prior to 11/23/2013"
"Food","No","","67239","Terminated","Flat Creek Farm & Dairy","74 Brantley Loop","","Swainsboro","GA","	30401-4312","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","GA and FL.","F-1466-2014","Class I","Aztec Cheddar Cheese; Packaged in clear plastic in sizes ranging from 1/2 lb to whole wheels (approximately 13 lbs).  Labeled in part: ""367 BISHOP CHAPEL CHURCH RD  SWAINSBORO, GA  30401***FLAT CREEK LODGE   AZTEC CHEDDAR  Raw milk, salt,***130823XCAZ""","78.01 lbs","Routine testing by the GA Department of Agriculture revealed  that the firm's Heavenly Blue and Aztec Cheddar products were positive for Salmonella.","12/23/2013","02/03/2014","03/22/2016","02/12/2014","Lot #: 130823XCAZ"
"Food","No","","67239","Terminated","Flat Creek Farm & Dairy","74 Brantley Loop","","Swainsboro","GA","	30401-4312","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","GA and FL.","F-1467-2014","Class I","Heavenly Blue cheese; Packaged in clear plastic in sizes ranging from 1/2 lb to whole wheels (approximately 8 lbs).  Labeled in part: ""367 BISHOP CHAPEL CHURCH RD  SWAINSBORO, GA 30401***FLAT CREEK LODGE  HEAVENLY BLUE  Raw milk, salt,***130916XHB"".","89.66 lbs","Routine testing by the GA Department of Agriculture revealed  that the firm's Heavenly Blue and Aztec Cheddar products were positive for Salmonella.","12/23/2013","02/03/2014","03/22/2016","02/12/2014","Lot #: 130916XHB"
"Biologics","No","","45164","Terminated","Blood Systems, Inc.","6220 E Oak St","","Scottsdale","AZ","	85257-1101","United States","Voluntary: Firm Initiated","Letter","Arizona","B-0227-14","Class II","Red Blood Cells Leukocytes Reduced","1","Blood product, collected from a donor who reported travel to a malarial endemic area, was distributed.","09/26/2007","02/05/2014","02/05/2014","02/12/2014","104153331"
"Drugs","No","","64921","Terminated","Apothecure, Inc","4001 Mcewen Rd Ste 100","","Dallas","TX","	75244-5021","United States","Voluntary: Firm Initiated","Press Release","Nationwide","D-1066-2014","Class II","The firm is recalling all lots of sterile products compounded by the pharmacy that are within expiry.","","Lack of Assurance of Sterility: The recall is being initiated due to the lack of sterility assurance and concerns associated with the quality control processes identified during an FDA inspection.","04/15/2013","02/04/2014","12/09/2016","02/12/2014","All Lots"
"Drugs","No","","65107","Terminated","Insight Instruments, Inc.","2580 Se Willoughby Blvd","","Stuart","FL","	34994-4701","United States","Voluntary: Firm Initiated","Letter","Nationwide and Puerto Rico","D-1056-2014","Class II","Cornea Coat, Hydroxypropylmethylcellulose, 1.5ml Syringe,  Rx Only. Manufactured by: Insight Instruments, Inc., 2580 SE Willoughby  Blvd., Stuart, FL 34994, USA. Tel: 772-219-9393.","316,464 kits","Marketed without an Approved NDA/ANDA.","04/24/2013","01/31/2014","05/02/2017","02/12/2014","Product Number (s): 60010, 40201, 40202, 40203, 40204, 40205, 40206."
"Drugs","No","","65273","Terminated","Health & Beyond","4500 NW 12th Dr","PO Box #15-554","Pompano Beach","FL","	33064-1116","United States","Voluntary: Firm Initiated","Telephone","Product was distributed to consumers through firm's website in Florida, Hawaii, California, Illinois, New York, Washington, and Pennsylvania.","D-1067-2014","Class II","HEALTH & BEYOND DR. LARRY'S Tranquility DIETARY SUPPLEMENT 30 Capsules Manufactured for: Health & Beyond 7050 W Palmetto Pk Rd Boca Raton, FL 33433.","46 bottles","Marketed Without an Approved NDA/ANDA; product found to contain Doxepin (an antidepressant) and Chlorpromazine (an antipsychotic)","05/15/2013","02/04/2014","07/22/2019","02/12/2014","All lots. Expiration date 09/2015."
"Drugs","No","","66139","Terminated","Fusion Pharmaceuticals, LLC","768 Calle Plano # B","","Camarillo","CA","	93012-8555","United States","Voluntary: Firm Initiated","Letter","CA","D-1055-2014","Class II","Dicopanol FusePaq Kit for Oral Suspension, 5mg/ML","1,200 kits","Microbial Contamination of Non-Sterile Products: Fusion Pharmaceuticals is recalling the Dicopanol FusePaq Kit due to Total Yeasts and Molds Count above USP limits.","05/08/2013","01/31/2014","01/31/2014","02/12/2014","Lots: PL520, PL521, PL522 and PL523"
"Drugs","No","","66313","Terminated","Central Shared Services dba Parallon","245B Great Circle Road","","Nashville","TN","	37228","United States","Voluntary: Firm Initiated","E-Mail","GA, KY, TN","D-1062-2014","Class II","CHILDREN'S IBUPROFEN, ORAL SUSPENSION, 200 mg/10mL cup BERRY FLAVOR, ALCOHOL FREE, MFG: ACTAVIS, PGK BY SAFECOR Columbus, OH","3764 cups","CGMP Deviation: Discoloration; Product fails specification for appearance/color.  A complaint was received regarding an abnormal appearance of children's ibuprofen suspension.","08/23/2013","02/04/2014","02/04/2014","02/12/2014","600709, Use by:  04/14; 598148, Use by 04/14; 567904, Use by 01/14; 606466, Use by 05/14"
"Drugs","No","","66380","Terminated","Actavis Inc","400 Interpace Pkwy","","Parsippany","NJ","	07054-1120","United States","Voluntary: Firm Initiated","Letter","Nationwide","D-1060-2014","Class II","Diclofenac Sodium and Misoprostol Delayed-Release Tablets, 75mg/0.2mg, Rx only, Manufactured by Watson Laboratories, Inc., Corona, CA 92880, NDC 0591-0398-60 (60 count bottles)","6,540 bottles","Failed Tablet/Capsule Specifications: Broken tablets","03/22/2013","02/03/2014","02/26/2015","02/12/2014","Lot 668271A, Exp 11/14 and Lot 684119A Exp 01/2015"
"Veterinary","No","","66636","Terminated","Specialty Medicine Compounding Pharmacy","350 S Lafayette St","","South Lyon","MI","	48178-1814","United States","Voluntary: Firm Initiated","Press Release","Vet clinics and individual pet owners in Michigan","V-042-2014","Class II","AMIKACIN SULFATE*-PF 250MG/ML INJECTABLE		","20.166 mls","Unexpired sterile compounded/compounding human and veterinary products distributed July 1, 2013 to October 19, 2013 are being recalled after particulate matter was found floating in a sterile 50% dextrose product .The recalled products were distributed in Michigan.  If  there is microbial contamination in products intended to be sterile, patients are at risk for serious, potentially life-threatening infections.","10/19/2013","02/03/2014","09/22/2014","02/12/2014","Lot t10162013@20 Best By 10/30/2013"
"Veterinary","No","","66636","Terminated","Specialty Medicine Compounding Pharmacy","350 S Lafayette St","","South Lyon","MI","	48178-1814","United States","Voluntary: Firm Initiated","Press Release","Vet clinics and individual pet owners in Michigan","V-043-2014","Class II","BUPRENORPHINE* HCL 0.6MG/ML INJECTABLE				","10 ml","Unexpired sterile compounded/compounding human and veterinary products distributed July 1, 2013 to October 19, 2013 are being recalled after particulate matter was found floating in a sterile 50% dextrose product .The recalled products were distributed in Michigan.  If  there is microbial contamination in products intended to be sterile, patients are at risk for serious, potentially life-threatening infections.","10/19/2013","02/03/2014","09/22/2014","02/12/2014","Lot 10112013@2   Best By11/10/2013"
