Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info,More Code Info
"Food","No","","68258","Terminated","Strong America Limited","239 54th Ave","","Long Island City","NY","	11101-5922","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, PA, FL, GA, IN, KY, MA, MD, TN, VA, IN, OH, MI","F-0300-2016","Class I","GOLDEN SMELL brand Hot Pot Meat Ball Medly, NET WT:1 LB (454g), UPC 8 881028 964381, Product of China -- Distributor: Strong America Ltd., 2-39 4th Ave., Long Island City, NY 11101 --- Nutrition Facts information: Serving Size: 1 oz (28g), Servings Per Container: 16","106 cartons","The product was found to contain undeclared eggs based on sampling and analysis by New York State Department of Agriculture & Markets.","04/11/2014","12/01/2015","06/14/2018","12/09/2015","UPC  8 881028 964381 and no other coding"
"Veterinary","No","","69853","Terminated","Ainsworth Pet Nutrition","18746 Mill St","","Meadville","PA","	16335-3644","United States","Voluntary: Firm Initiated","Letter","AL	;   AR	;   AZ	;   CA	;   CO	;   CT	;   DE	;   FL	;   GA	;   IA	;   IL	;   IN	;   KS	;   KY	;   LA	;   ME	;   MI	;   MN	;   MO	;   MS	;   NC	;   NE	;   NH	;   NJ	;   NV	;   NY	;   OH	;   OR	;   PA	;   SC	;   TN	;   TX	;   UT	;   VA	;   WA	;   WI	;","V-104-2016","Class I","Rachael Ray Nutrish Natural Food For Cats  Paw Lickin Chicken and Liver  Net Wt. 2.8 oz.;     on side of cup: Best Before (up to and including) Aug 17 2015;     On bottom of cup: Distributed By: Ainsworth Pet Nutrition, Meadville, PA 16335  Product of Thailand.    In plastic cup with foil seal","2929 cases, 24 cups/cs.","Elevated levels of Vitamin D","06/03/2015","12/02/2015","04/27/2016","12/09/2015","Best Buy dates up to and including:  Aug 17 2015"
"Veterinary","No","","69853","Terminated","Ainsworth Pet Nutrition","18746 Mill St","","Meadville","PA","	16335-3644","United States","Voluntary: Firm Initiated","Letter","AL	;   AR	;   AZ	;   CA	;   CO	;   CT	;   DE	;   FL	;   GA	;   IA	;   IL	;   IN	;   KS	;   KY	;   LA	;   ME	;   MI	;   MN	;   MO	;   MS	;   NC	;   NE	;   NH	;   NJ	;   NV	;   NY	;   OH	;   OR	;   PA	;   SC	;   TN	;   TX	;   UT	;   VA	;   WA	;   WI	;","V-105-2016","Class I","Rachael Ray Nutrish Natural Food For Cats  Ocean Fish & Chicken Catch-Iatore  Net Wt. 2.8 oz.;     on side of cup: Best Before (up to and including) DEC 1 2016;     On bottom of cup: Distributed by: Ainsworth Pet Nutrition, Inc., Meadville, PA 16335;    In plastic cup with foil seal","12,284 cs, 24 cups/cs.","Elevated levels of Vitamin D","06/03/2015","12/02/2015","04/27/2016","12/09/2015","Best Buy dates up to and including:  Dec 1 2016"
"Veterinary","No","","69853","Terminated","Ainsworth Pet Nutrition","18746 Mill St","","Meadville","PA","	16335-3644","United States","Voluntary: Firm Initiated","Letter","AL	;   AR	;   AZ	;   CA	;   CO	;   CT	;   DE	;   FL	;   GA	;   IA	;   IL	;   IN	;   KS	;   KY	;   LA	;   ME	;   MI	;   MN	;   MO	;   MS	;   NC	;   NE	;   NH	;   NJ	;   NV	;   NY	;   OH	;   OR	;   PA	;   SC	;   TN	;   TX	;   UT	;   VA	;   WA	;   WI	;","V-106-2016","Class I","Rachael Ray Nutrish Natural Food For Cats; Ocean Fish-A-Licious;   Net Wt. 2.8 oz.;     on side of cup: Best Before (up to and including) DEC 1 2016;     On bottom of cup: Distributed by: Ainsworth Pet Nutrition, Inc., Meadville, PA 16335;    In plastic cup with foil seal    ","13,654 cs; 24 cups/cs","Elevated levels of Vitamin D","06/03/2015","12/02/2015","04/27/2016","12/09/2015","Best Buy dates up to and including:  Dec 1 2016"
"Veterinary","No","","69853","Terminated","Ainsworth Pet Nutrition","18746 Mill St","","Meadville","PA","	16335-3644","United States","Voluntary: Firm Initiated","Letter","AL	;   AR	;   AZ	;   CA	;   CO	;   CT	;   DE	;   FL	;   GA	;   IA	;   IL	;   IN	;   KS	;   KY	;   LA	;   ME	;   MI	;   MN	;   MO	;   MS	;   NC	;   NE	;   NH	;   NJ	;   NV	;   NY	;   OH	;   OR	;   PA	;   SC	;   TN	;   TX	;   UT	;   VA	;   WA	;   WI	;","V-107-2016","Class I","Rachael Ray Nutrish Natural Food For Cats  12 Count  12 - 2.8 oz. cups  Net Wt. 33.6 oz.  Best Before (up to and including) DEC 1 2016  Distributed By: Ainsworth Pet Nutrition Inc., Meadville, PA 16335      Variety:  Chicken Lovers Variety Pack;   Ocean Lovers Variety Pack","Ocean lover's - 18006 cs 12 units/cs; Chicken Lovers - 33,117 cs 12 units/cs","Elevated levels of Vitamin D","06/03/2015","12/02/2015","04/27/2016","12/09/2015","Best Buy dates up to and including:  Dec 1 2016"
"Veterinary","No","","69853","Terminated","Ainsworth Pet Nutrition","18746 Mill St","","Meadville","PA","	16335-3644","United States","Voluntary: Firm Initiated","Letter","AL	;   AR	;   AZ	;   CA	;   CO	;   CT	;   DE	;   FL	;   GA	;   IA	;   IL	;   IN	;   KS	;   KY	;   LA	;   ME	;   MI	;   MN	;   MO	;   MS	;   NC	;   NE	;   NH	;   NJ	;   NV	;   NY	;   OH	;   OR	;   PA	;   SC	;   TN	;   TX	;   UT	;   VA	;   WA	;   WI	;","V-108-2016","Class I","Rachael Ray Nutrish Natural Food For Cats; Lip Smackin' Sardine & Mackerel;   Net Wt. 2.8 oz. cups;     on side of cup: Best Before (up to and including) DEC 1 2016;     On bottom of cup: Distributed by: Ainsworth Pet Nutrition, Inc., Meadville, PA 16335;    In plastic cup with foil seal    ","5140 cs, 24 cups/cs.","Elevated levels of Vitamin D","06/03/2015","12/02/2015","04/27/2016","12/09/2015","Best Buy dates up to and including:  Dec 1 2016"
"Veterinary","No","","69853","Terminated","Ainsworth Pet Nutrition","18746 Mill St","","Meadville","PA","	16335-3644","United States","Voluntary: Firm Initiated","Letter","AL	;   AR	;   AZ	;   CA	;   CO	;   CT	;   DE	;   FL	;   GA	;   IA	;   IL	;   IN	;   KS	;   KY	;   LA	;   ME	;   MI	;   MN	;   MO	;   MS	;   NC	;   NE	;   NH	;   NJ	;   NV	;   NY	;   OH	;   OR	;   PA	;   SC	;   TN	;   TX	;   UT	;   VA	;   WA	;   WI	;","V-109-2016","Class I","Rachael Ray Nutrish Natural Food For Cats; Tuna Purrfection;   Net Wt. 2.8 oz. cups;    on side of cup: Best Before (up to and including) DEC 1 2016;     On bottom of cup: Distributed by: Ainsworth Pet Nutrition, Inc., Meadville, PA 16335;    In plastic cup with foil seal  ","46,186 cs, 24 cups/cs.","Elevated levels of Vitamin D","06/03/2015","12/02/2015","04/27/2016","12/09/2015","Best Buy dates up to and including:  Dec 1 2016"
"Food","No","","72074","Terminated","VRVK Nutraceuticals, LLC","2212 S Chickasaw Trail #170","","Orlando","FL","	32825","United States","Voluntary: Firm Initiated","Press Release","Nationwide and Puerto Rico","F-0332-2016","Class I","DR. VENESSA'S FORMULAS ULTIMATE ANTIOXIDANT TABLETS DIETARY SUPPLEMENT, 120 count bottles, UPC 606851551205","3554 bottles","The dietary supplement contains undeclared milk and crustacean shellfish based on FDA's inspection.","08/28/2015","12/01/2015","06/13/2018","12/09/2015","Lot Number 132415 (expiration date 05/16) and Lot Number 141381 (expiration date 06/17)"
"Food","No","","72248","Terminated","Custom Foods Inc.","9101 Commerce Dr","","De Soto","KS","	66018-8410","United States","Voluntary: Firm Initiated","Telephone","Product was shipped to a distribution center in KS and then to restaurants in IA, KS, MO, MN, NE, OK, and SD.  No foreign, government, or military distribution.","F-0328-2016","Class I","Founders Pride Chocolate Chip Cookies 120 - 2.5 oz  frozen dough pieces packaged per case, Net Wt. 18.75 lbs. (8.50 Kg.)  The responsible name on the label is Custom Foods, Inc., DeSoto, KS 66018.","80 -120 counts - cases","Product may be contaminated with peanuts.","09/22/2015","12/01/2015","02/02/2017","12/09/2015","2405 A201 MFG 08-28-2015   2405 A202  MFG 08-28-2015  2405 A203  MFG 08-28-2015  2405 A204  MFG 08-28-2015"
"Food","No","","72261","Terminated","Mr Goodcents Inc","8997 Commerce Dr","","De Soto","KS","	66018-8428","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was distributed to IA, KS, MO, NE, SD, and OK.  No foreign, govermnet, or military distribution.","F-0329-2016","Class I","Goodcents deli fresh subs Fresh Baked Giant Cookie, Chocolate Chip Cookie, Serving Size:  1 Cookie, Approx. NET WT. 2.5 oz.  Frozen cookie dough is manufactured by Custom Foods Inc. De Soto, KS 66018.","4080 cookies","Product may be contaminated with peanuts.","09/22/2015","12/01/2015","02/02/2017","12/09/2015","There are no identifiable codes on the product - baked daily between 8/31-9/22/2015."
