Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Drugs","No","","79852","Ongoing","AMA Wholesale","4195 Chino Hills Pkwy","#609","Chino Hills","CA","	91709-2618","United States","Voluntary: Firm initiated","Press Release","Nationwide within the US","D-0821-2018","Class I","Rhino 69 Extreme 50000 packaged in 1 capsule per blister pack, Distributed by AMA Wholesale Inc. Chino Hills, CA,  91709-2618, UPC Code: 718122071128","unknown","Marketed Without An Approved NDA/ANDA: FDA analysis found the product to contain undeclared tadalafil. The presence of tadalafil makes Rhino Extreme 50000 an unapproved drug for which safety and efficacy have not been established and, therefore, subject to recall.","04/13/2018","05/18/2018","","05/30/2018","All Lots"
"Veterinary","No","11/02/2018","79949","Terminated","Mercer Milling Co. Inc.","4698 Crossroads Park Dr","","Liverpool","NY","	13088-3516","United States","Voluntary: Firm initiated","Other","NY","V-0045-2019","Class I","CCF LEWIS MARTIN O LACT MIN, Net Weight 50 lbs. (22.67 kg) CCFOLMAR, vitamin and mineral premix for lactating dairy cattle feed","42 - 50 lb bags","Selenium levels are above 1900 ppm in one lot of custom cattle feed.","04/11/2018","11/01/2018","11/07/2018","05/30/2018","Lot Code: 511120"
"Food","No","","80034","Terminated","Flowers Bakery Of Montgomery LLC","140 Folmar Pkwy","","Montgomery","AL","	36105-5501","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","FL, IL, MO, TX    US Foods - Salem )502 S. McCarty Street	Salem, MO 65560	  					  DOT Foods, Inc. - Mt. Sterling 1 Dot Way Mount Sterling, IL	62353						  MBM Orlando 	7401 Exchange Drive Orlando,FL	32809	  					  MBM Fort Worth 7301 Trinity Blvd.	Forth Worth, TX 76118","F-1491-2018","Class I","Hot Dog Buns","155 cases","Undeclared allergens: Product was mislabeled due to undeclared Milk and Soy","05/02/2018","05/24/2018","03/15/2019","05/30/2018","A108492, A108449, C108492,"
"Food","No","","80034","Terminated","Flowers Bakery Of Montgomery LLC","140 Folmar Pkwy","","Montgomery","AL","	36105-5501","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","FL, IL, MO, TX    US Foods - Salem )502 S. McCarty Street	Salem, MO 65560	  					  DOT Foods, Inc. - Mt. Sterling 1 Dot Way Mount Sterling, IL	62353						  MBM Orlando 	7401 Exchange Drive Orlando,FL	32809	  					  MBM Fort Worth 7301 Trinity Blvd.	Forth Worth, TX 76118","F-1492-2018","Class I","French Toast Bread","924 cases","Undeclared allergens: Product was mislabeled due to undeclared Milk and Soy","05/02/2018","05/24/2018","03/15/2019","05/30/2018","286271, 286183"
"Food","No","","80055","Terminated","Morgan Foods, Inc.","90 W Morgan St","","Austin","IN","	47102-1741","United States","Voluntary: Firm initiated","Telephone","Domestic only: AR","F-1479-2018","Class I","Great Value Gluten Free Tomato Condensed Soup, 10.5 oz, Number 1 Can, Two formats shipped: 8 cans per tray and 12 cans per tray","121,992 cans.","Morgan Foods, Inc. is voluntarily recalling Great Value Brand Gluten Free Tomato Soup due to undeclared allergen milk.","05/07/2018","05/22/2018","10/11/2018","05/30/2018","10.5 oz Great Value Gluten Free Tomato Condensed Soup  UPC Code: 78742 24874  Best By Dates: August 23, 2019 & December 4, 2019"
"Food","No","","80098","Terminated","Michael's Bakery Products, LLC","2205 6th Ave S","","Clear Lake","IA","	50428-2644","United States","Voluntary: Firm initiated","Telephone","Product sold to one distributor in Illinois. Product was further distributed to food service.","F-1522-2018","Class I","Gluten Free Chunky Chocolate Product, 20051, Size: 2.0 oz, Case Pack: 168, Net Wt: 21 LBS, UPC 1009606720051","15 cases","The product contains pecans which are not declared on the product labeling.","05/14/2018","05/31/2018","07/13/2018","05/30/2018","Lot 17356"
"Devices","No","08/17/2018","79340","Ongoing","GETINGE US SALES LLC","45 Barbour Pond Dr","","Wayne","NJ","	07470-2094","United States","Voluntary: Firm initiated","Letter","U.S. and Gov. accts.","Z-1927-2018","Class II","ALM XTEN Surgical Light intended to provide visible illumination for the surgical field or for the examination of the patient. Part Numbers: ARD567801093, ARD567801094  ","667","Getinge has received complaints concerning the X TEN Surgical Lights whose spring arms have broken, causing light heads to separate from the assembly. The issue relates to cracking of the spring arms at the weld seams that has the potential to develop into breaks with heavy use and aging of the equipment.","11/16/2017","05/23/2018","","05/30/2018","Serial Nos. ON000104  ON000104  ON000108  ON000108  ON000300  ON000302  ON002984  ON002986  ON002990  ON003002  ON003003  ON005382  ON005383  ON005432  ON005433  ON005434  ON005435  ON007749  ON007751  ON007762  ON007767  ON007769  ON007770  ON007771  ON007772  ON007773  ON007775  ON007776  ON007777  ON007778  ON009146  ON009147  ON009148  ON009149  ON009150  ON009151  ON009152  ON009153  ON009154  ON009155  ON009156  ON009157  ON009160  ON009162  ON009163  ON009164  ON009165  ON009166  ON009172  ON009173  ON009174  ON009178  ON009215  ON009216  ON009217  ON009218  ON009219  ON009234  ON009237  ON009239  ON009240  ON012141  ON012142  ON012143  ON012144  ON012146  ON012155  ON012156  ON012158  ON013719  ON013720  ON013721  ON013722  ON015435  ON015436  ON015437  ON015438  ON015439  ON015440  ON015441  ON015442  ON015459  ON015460  ON015461  ON015462  ON015463  ON015464  ON015465  ON015466  ON015467  ON015468  ON015469  ON015470  ON015471  ON015472  ON015473  ON015474  ON015481  ON015484  ON015486  ON015487  ON015488  ON015493  ON015497  ON015498  ON015500  ON015502  ON016035  ON016036  ON016037  ON016038  ON016039  ON016041  ON016042  ON016048  ON016049  ON016050  ON016051  ON016052  ON016053  ON016055  ON016056  ON016057  ON016058  ON016066  ON016068  ON016075  ON016076  ON016077  ON016078  ON016083  ON016084  ON016085  ON016086  ON016087  ON016088  ON016089  ON016090  ON017096  ON017097  ON017098  ON017099  ON017100  ON017101  ON017102  ON017103  ON017105  ON017106  ON017107  ON017108  ON017109  ON017110  ON017111  ON017128  ON017129  ON017130  ON017131  ON017133  ON017138  ON017139  ON017140  ON017141  ON017142  ON017143  ON017182  ON017183  ON017184  ON017185  ON017186  ON017187  ON017188  ON017189  ON017190  ON017191  ON017192  ON017193  ON017194  ON017195  ON017196  ON017197  ON017199  ON017200  ON017201  ON017202  ON017203  ON017204  ON017205  ON017206  ON017207  ON017208  ON017209  ON017215  ON017216  ON017218  ON017219  ON020504  ON020505  ON020506  ON020507  ON020511  ON020512  ON020513  ON020514  ON020515  ON022976  ON022977  ON022978  ON022979  ON022980  ON022981  ON022982  ON022983  ON022984  ON023033  ON023034  ON023035  ON023036  ON023038  ON026418  ON026419  ON026420  ON026421  ON026422  ON026423  ON026425  ON026426  ON026427  ON026428  ON026429  ON026430  ON026431  ON026432  ON026433  ON026450  ON026451  ON026452  ON026453  ON026454  ON026456  ON026457  ON026458  ON026459  ON026460  ON026461  ON026462  ON026463  ON026464  ON026465  ON026466  ON026468  ON026469  ON026500  ON026501  ON026502  ON026503  ON026504  ON026505  ON026506  ON026507  ON026508  ON026509  ON026510  ON026511  ON026512  ON026513  ON027703  ON027705  ON027706  ON027709  ON027710  ON027711  ON027712  ON027713  ON027723  ON027724  ON027725  ON027729  ON027730  ON027733  ON027734  ON028672  ON028673  ON028674  ON028675  ON028676  ON028677  ON028678  ON028682  ON028683  ON028684  ON028685  ON028686  ON028687  ON028689  ON028690  ON028691  ON028692  ON028693  ON028694  ON028695  ON032552  ON032553  ON032554  ON032555  ON032556  ON032557  ON032558  ON032559  ON032560  ON032561  ON032562  ON032563  ON032564  ON032565  ON032566  ON032567  ON032568  ON032569  ON032570  ON032571  ON032572  ON032573  ON032574  ON032575  ON032576  ON032577  ON032578  ON032586  ON032587  ON032588  ON032589  ON032590  ON032591  ON032592  ON032593  ON032594  ON032595  ON032596  ON032597  ON032598  ON032599  ON035776  ON035777  ON035778  ON035779  ON035780  ON035781  ON035782  ON035783  ON035784  ON035785  ON035786  ON035787  ON035791  ON035792  ON035793  ON035814  ON035815  ON035816  ON035817  ON035818  ON035819  ON035820  ON035821  ON035822  ON035823  ON052396  ON052434  ON052435  ON053129  ON053131  ON053132  ON053136  ON053139  ON053141  ON053151  ON053158  ON053160  ON053162  ON053163  ON053164  ON053165  ON053166  ON053167  ON053168  ON053169  ON053170  ON053171  ON053172  ON053174  ON053175  ON053176  ON054922  ON054951  ON054952  ON056700  ON056704  ON056718  ON059911   ON059912  ON064889  ON064890  ON064891  ON064892  ON064893  ON064894  ON064895  ON064896  ON064897  ON064898  ON064899  ON064900  ON064901  ON064902  ON064903  ON064904  ON064930  ON064932  ON064937  ON064938  ON064939  ON064940  ON064946  ON064948  ON064950  ON064952  ON064954  ON068817  ON068818  ON068819  ON068820  ON068821  ON068822  ON068823  ON068824  ON068825  ON068826  ON068827  ON068828  ON068829  ON068830  ON068831  ON068873  ON068876  ON070240  ON070241  ON070242  ON070243  ON070244  ON070245  ON070246  ON070248  ON070249  ON070250  ON070251  ON070253  ON070261  ON070262  ON070266  ON070267  ON070268  ON070269  ON070272  ON070273  ON070275  ON070279  ON070280  ON070287  ON070288  ON070289  ON070419  ON070419  ON070421  ON070422  ON070423  ON070424  ON070425  ON070426  ON070427  ON070428  ON070429  ON070430  ON070444  ON070445  ON075416  ON075434  ON075436  ON075437  ON075438  ON075439  ON075440  ON075441  ON075442  ON075443  ON075445  ON075447  ON075887  ON075894  ON075895  ON075896  ON075899  ON075901  ON075902  ON075903  ON075904  ON075905  ON075907  ON075910  ON075911  ON075912  ON075914  ON076178  ON076182  ON076189  ON076190  ON076191  ON076192  ON076193  ON076194  ON076195  ON076196  ON076197  ON076198  ON076199  ON076713  ON079622  ON082831  ON082833  ON082855  ON085819  ON085821  ON085822  ON085823  ON085889  ON085890  ON089330  ON089339  ON089340  ON089351  ON089352  ON089353  ON089354  ON089355  ON089356  ON089358  ON089359  ON089362  ON089387  ON089388  ON089580  ON089581  ON089582  ON089583  ON089584  ON089585  ON089586  ON089587  ON089593  ON089594  ON089594  ON089595  ON090484  ON090518  ON090521  ON090522  ON090559  ON090561  ON090562  ON091160  ON091164  ON091165  ON091167  ON091168  ON091169  ON091171  ON091172  ON091173  ON091174  ON091175  ON091176  ON091178  ON093627  ON093628  ON093629  ON093630  ON093636  ON093637  ON093638  ON093642  ON093645  ON093646  ON093649  ON093650  ON093653  ON093998  ON093999  ON094000  ON094001  ON094002  ON094003  ON094004  ON094005  ON094006  ON094007  ON094008  ON094009  ON094011  ON094026  ON094029  ON096315  ON096316  ON096317  ON096322  ON096327  ON096329  ON096330  ON096331  ON096332  ON096334  ON096345  ON096346  ON096379  ON096380  ON096381  ON096411  ON096412  ON096413  ON096560  ON096561  ON096562  ON096563  ON096564  ON096565  ON096566  ON096567  ON096568  ON096569  ON096572  ON096574  ON096575  ON096576  ON096577  ON096578  ON096579  ON098347  ON098348  ON098349  ON098350  ON098351  ON098352  ON098353  ON098354  ON098355  ON098356  ON098357  ON098358  ON098359  ON098360  ON098361  ON098378  ON098380  ON098381  ON098384  ON098385  ON098387  ON098390  ON098391"
"Devices","No","","79343","Ongoing","Philips Electronics North America Corp.","22100 Bothell Everett Hwy","","Bothell","WA","	98021-8431","United States","FDA Mandated","Letter","Distribution was nationwide and to Puerto Rico.  There was also government/military distribution.   Foreign distribution was made to the following countries:  Canada, Afghanistan, Algeria, Argentina, Aruba, Australia, Austria, Bahrain, Bangladesh, Belgium, Bolivia, Botswana, Brazil, Brunei Darussalam, Cambodia, Chile, China, Colombia, Costa Rica, Croatia, Cyprus, Czech Republic, Denmark, Dominican Republic, Ecuador, Egypt, El Salvador, Fiji, Finland, France, Georgia, Germany, Ghana, Greece, Guatemala,  Hong Kong, Iceland, India, Indonesia, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Republic of Korea, Kuwait, Latvia, Lebanon, Libya, Lithuania, Luxembourg, Macao, Malaysia, Malta, Mauritius, Mexico, Morocco, Namibia, Netherlands, Netherlands Antilles, New Caledonia, New Zealand, Niger, Norway, Oman, State of Palestine, Panama, Paraguay, Peru, Philippines, Poland, Portugal, Qatar, Russian Federation, Saudi Arabia, Serbia, Singapore, Slovakia, South Africa, Spain, Sri Lanka, Suriname, Sweden, Switzerland, Syrian Arab Republic, Taiwan, Thailand, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Ukraine, United Arab Emirate, United Kingdom, Uzbekistan, Venezuela, Viet Nam, Yemen, Zambia, and Zimbabwe.","Z-1913-2018","Class II","Philips HeartStart FRx AED.","Total for FRx and HS1 - 660,519 defibrillators","An issue with one of the electric components (a resistor) could result in the device not delivering a shock when needed.","03/14/2018","05/23/2018","","05/30/2018","Manufactured between September 2002 and February 2013.  The year of manufacture can be identified by the 2nd and 3rd characters in the serial number on the back of the AED in the following ranges:    Home/Onsite: A02x-xxxxx through A13B-xxxxx;  FRx:  B04x-xxxxx through B13B-xxxxx    NOTE:  If the device was manufactured in 2013 and the 4th digit is the letter ""C"" or later (D, E, F...), it is not covered by the recall (i.e. A13G-02375).    In some cases, a device within the date range covered by the notification did not contain a resistor previously associated with a failure.  In that case, a notification was not sent.  Confirmation as to whether the device contains the resistor at issue can be done by contacting the firm."
"Devices","No","","79343","Ongoing","Philips Electronics North America Corp.","22100 Bothell Everett Hwy","","Bothell","WA","	98021-8431","United States","FDA Mandated","Letter","Distribution was nationwide and to Puerto Rico.  There was also government/military distribution.   Foreign distribution was made to the following countries:  Canada, Afghanistan, Algeria, Argentina, Aruba, Australia, Austria, Bahrain, Bangladesh, Belgium, Bolivia, Botswana, Brazil, Brunei Darussalam, Cambodia, Chile, China, Colombia, Costa Rica, Croatia, Cyprus, Czech Republic, Denmark, Dominican Republic, Ecuador, Egypt, El Salvador, Fiji, Finland, France, Georgia, Germany, Ghana, Greece, Guatemala,  Hong Kong, Iceland, India, Indonesia, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Republic of Korea, Kuwait, Latvia, Lebanon, Libya, Lithuania, Luxembourg, Macao, Malaysia, Malta, Mauritius, Mexico, Morocco, Namibia, Netherlands, Netherlands Antilles, New Caledonia, New Zealand, Niger, Norway, Oman, State of Palestine, Panama, Paraguay, Peru, Philippines, Poland, Portugal, Qatar, Russian Federation, Saudi Arabia, Serbia, Singapore, Slovakia, South Africa, Spain, Sri Lanka, Suriname, Sweden, Switzerland, Syrian Arab Republic, Taiwan, Thailand, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Ukraine, United Arab Emirate, United Kingdom, Uzbekistan, Venezuela, Viet Nam, Yemen, Zambia, and Zimbabwe.","Z-1914-2018","Class II","Philips HeartStart (HS1) Onsite/Home AED","Total for FRx and HS1 - 660,519 defibrillators","An issue with one of the electric components (a resistor) could result in the device not delivering a shock when needed.","03/14/2018","05/23/2018","","05/30/2018","Manufactured between September 2002 and February 2013.  The year of manufacture can be identified by the 2nd and 3rd characters in the serial number on the back of the AED in the following ranges:    Home/Onsite: A02x-xxxxx through A13B-xxxxx;  FRx:  B04x-xxxxx through B13B-xxxxx    NOTE:  If the device was manufactured in 2013 and the 4th digit is the letter ""C"" or later (D, E, F...), it is not covered by the recall (i.e. A13G-02375).    In some cases, a device within the date range covered by the notification did not contain a resistor previously associated with a failure.  In that case, a notification was not sent.  Confirmation as to whether the device contains the resistor at issue can be done by contacting the firm."
"Drugs","No","","79501","Terminated","Fresenius Medical Care Renal Therapies Group, LLC","920 Winter St","","Waltham","MA","	02451-1521","United States","Voluntary: Firm initiated","Letter","Product was distributed throughout the United States.","D-0827-2018","Class II","0.9% Sodium Chloride  Injection, USP, 1000 mL, Rx Only, Fresenius Medical Care North America, Waltham, MA 02451, NDC 49230-0300-10.","25,356 1 liter bags","Lack of Assurance of Sterility","11/13/2017","05/22/2018","12/06/2018","05/30/2018","Lot # 17LU05005; Exp. 09/18  Part Number  060-10109"
