Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Drugs","No","","61108","Terminated","Eagle Pharmaceuticals Inc.","470 Chestnut Ridge Rd","","Woodcliff Lake","NJ","	07677-7604","United States","Voluntary: Firm Initiated","Letter","New Jersey","D-1429-2012","Class I","Argatroban Injection 50 mg per 50ml (1 mg per ml)  For Intravenous Infusion Only, a) Single Use Vial (NDC 42367-203-07),  b) 10 Single Use Vials(NDC 42367-203-84), Rx Only, Manufactured by: Cipla LTD, India, Manufactured for: Eagle Pharmaceuticals, Inc.  Woodcliff Lake, NJ  07677 USA, Marketed by: The Medicines Company, Parsippany, NJ 07054 USA  ","19,660 vials","A complaint was received from a hospital pharmacy on 11/10/11 for crystalline particulates in a single vial from Lot V10194. Additional small visible particles consisting of fibers were identified.","12/02/2011","07/31/2012","06/03/2013","08/08/2012","Lot #V10189, Lot #V10191, Lot #V10194,  Exp 01/13; Lot #V10223; Exp 02/13"
"Devices","No","","61247","Terminated","Smiths Medical ASD, Inc.","1265 Grey Fox Rd","","Saint Paul","MN","	55112-6929","United States","Voluntary: Firm Initiated","Visit","Worldwide Distribution -- USA, including the state of CA, and country of Canada.","Z-2107-2012","Class I","Smiths Medical, Medfusion¿ Syringe Infusion Pump, Model 4000, Software Version  V1.0 & V1.1, Reorder Numbers 4000-0100-50, 4000-0100-95, 4000-0101-50, 4000-0101-51, and 4000-0101-78.    Designed for use in care areas for the administration of fluids requiring precisely controlled infusion rates.","607 pumps (257 USA, 350 Canada)","Smiths Medical has identified a software anomaly in the Medfusion 4000 Syringe Infusion Pump that causes a device history log corruption and triggers a Watchdog Fail-Safe alarm.  When the device exhibits this failure mode, visual and audible alarms will sound and the device ceases operation.","02/14/2012","08/01/2012","11/14/2012","08/08/2012","2000245  2000246  2000247  2000248  2000249  2000250  2000251  2000252  2000253  2000254  2000255  2000256  2000257  2000258  2000259  2000260  2000261  2000262  2000263  2000264  2000265  2000266  2000267  2000268  2000269  2000270  2000271  2000272  2000273  2000274  2000275  2000276  2000277  2000278  2000279  2000280  2000281  2000282  2000283  2000284  2000285  2000286  2000287  2000288  2000289  2000290  2000291  2000292  2000293  2000294  2000295  2000296  2000297  2000298  2000299  2000300  2000301  2000302  2000303  2000304  2000305  2000307  2000308  2000309  2000310  2000311  2000312  2000313  2000314  2000315  2000316  2000317  2000318  2000319  2000320  2000321  2000322  2000323  2000324  2000325  2000326  2000327  2000328  2000329  2000330  2000331  2000332  2000333  2000334  2000336  2000337  2000338  2000339  2000340  2000341  2000342  2000343  2000344  2000345  2000346  2000347  2000348  2000349  2000350  2000351  2000352  2000353  2000354  2000355  2000356  2000357  2000358  2000359  2000360  2000361  2000362  2000363  2000364  2000365  2000366  2000367  2000368  2000369  2000370  2000371  2000372  2000373  2000374  2000375  2000376  2000377  2000378  2000379  2000380  2000381  2000382  2000383  2000384  2000385  2000386  2000387  2000388  2000389  2000390  2000391  2000392  2000393  2000394  2000395  2000396  2000397  2000398  2000399  2000400  2000401  2000402  2000403  2000404  2000405  2000406  2000408  2000409  2000412  2000413  2000414  2000415  2000416  2000417  2000418  2000419  2000422  2000423  2000425  2000426  2000428  2000430  2000431  2000433  2000434  2000436  2000437  2000438  2000439  2000440  2000441  2000442  2000443  2000445  2000446  2000447  2000448  2000449  2000450  2000451  2000452  2000453  2000454  2000455  2000456  2000457  2000458  2000459  2000460  2000461  2000462  2000463  2000464  2000465  2000466  2000467  2000468  2000469  2000470  2000471  2000472  2000473  2000474  2000475  2000476  2000477  2000478  2000479  2000480  2000481  2000482  2000483  2000484  2000485  2000486  2000487  2000488  2000489  2000490  2000491  2000492  2000493  2000494  2000495  2000496  2000497  2000498  2000499  2000500  2000501  2000502  2000503  2000504  2000505  2000506  2000507  2000508  2000509  2000510  2000511  2000512  2000513  2000514  2000515  2000516  2000517  2000518  2000519  2000520  2000521  2000522  2000523  2000524  2000525  2000526  2000527  2000528  2000529  2000530  2000531  2000532  2000533  2000534  2000535  2000536  2000537  2000538  2000539  2000540  2000541  2000542  2000543  2000544  2000545  2000546  2000547  2000548  2000549  2000550  2000551  2000552  2000553  2000554  2000555  2000556  2000557  2000558  2000559  2000560  2000561  2000562  2000563  2000564  2000565  2000566  2000567  2000568  2000569  2000570  2000571  2000572  2000573  2000574  2000575  2000576  2000577  2000578  2000579  2000580  2000581  2000582  2000583  2000584  2002080  2002081  2002082  2002083  2002084  2002085  2002086  2002087  2002089  2002090  2002091  2002092  2002093  2002094  2002095  2002096  2002097  2002098  2002099  2002100  2002101  2002102  2002103  2002104  2002105  2002106  2002107  2002108  2002109  2002110  2002111  2002112  2002113  2002114  2002115  2002116  2002117  2002118  2002119  2002120  2002121  2002122  2002123  2002124  2002125  2002128  2002129  2002130  2002131  2002132  2002133  2002134  2002135  2002136  2002137  2002138  2002139  2002140  2002141  2002142  2002143  2002144  2002145  2002146  2002147  2002148  2002149  2002150  2002151  2002152  2002153  2002154  2002155  2002156  2002157  2002158  2002159  2002160  2002161  2002162  2002163  2002164  2002165  2002166  2002167  2002168  2002169  2002170  2002171  2002173  2002174  2002175  2002176  2002177  2002178  2002179  2002180  2002181  2002182  2002183  2002184  2002185  2002186  2002187  2002188  2002189  2002190  2002204  2002205  2002206  2002207  2002208  2002209  2002210  2002211  2002212  2002213  2002 214  2002215  2002217  2002218  2002219  2002220  2002221  2002222  2002223  2002224  2002225  2002226  2002227  2002228  2002229  2002230  2002231  2002232  2002233  2002234  2002235  2002236  2002237  2002238  2002239  2002240  2002242  2002244  2002245  2002246  2002247  2002248  2002249  2002250  2002251  2002252  2002254  2002256  2002257  2002258  2002259  2002260  2002261  2002262  2002263  2002264  2002265  2002267  2002268  2002269  2002270  2002271  2002273  2002274  2002275  2002276  2002277  2002278  2002279  2002280  2002281  2002282  2002284  2002285  2002286  2002287  2002288  2002289  2002290  2002291  2002292  2002293  2002294  2002295  2002296  2002297  2002298  2002299  2002300  2002301  2002302  2002303  2002304  2002306  2002308  2002309  2002310  2002311  2002312  2002313  2002314  2002315  2002316  2002317  2002318  2002319  2002320  2002321  2002322  2002323  2002325  2002326  2002327  2002328  2002329  2002330  2002331  2002332  2002333  2002334  2002335  2002336  2002337  2002338  2002340  2002341  2002342  2002343  2002345  2002346  2002348  2002349  2002350  2002351  2002352  2002353  2002354  2002357  2002358  2002359  2002360  2002371  2002372  2002373  2002374  2002375  2002376  2002377  2002563  2002564  2002565  2002566  2002567  2002568  2002569  2002570  2002571  2002572  2002573  2002574  2002575  2002576  2002577  2002578  2004514  2004528  2004531  2004536  2004537  2004538  2004541  2004542, and   2004550."
"Veterinary","No","","61507","Terminated","Hartz Mountain Corp.","400 Plaza Dr","","Secaucus","NJ","	07094-3605","United States","Voluntary: Firm Initiated","Press Release","Nationwide","V-191-2012","Class I","Wardley Advanced Nutrition Perfect Protein Tropical Fish Flake Food Net Wt. 1 OZ. (28 g) UPC 0-43324-00591-7  Made in the USA by The Hartz Mountain Corporation Secaucus, New Jersey 07094","7,056 containers","Fish food may be contaminated with Salmonella","03/29/2012","08/02/2012","03/25/2014","08/08/2012","Lot PP34911, PP34912, PP35011, and PP35012"
"Veterinary","No","","61748","Terminated","Central Garden & Pet Company","301 West Osborn Road","Phoenix","","AZ","	85013","United States","Voluntary: Firm Initiated","Letter","Nationwide including Puerto Rico.  OUS to include:  Abu Dhabi, Argentina, Australia, Brazil, Brunei, Canada, China, Costa Rica, Czechoslovakia, Dominican Republic, Dutch Antilles, Finland, Germany, Great Britain, Greece, Guam, Honduras, Hong Kong, Ireland, Israel, Japan, Korea, Kuwait, Mexico, New Zealand, Pakistan, Panama, Russia, Singapore, South Africa, Sweden, Thailand, and Trinidad.","V-193-2012","Class I","Kaytee Forti-Diet Pro Health Mouse, Rat & Hamster, with DHA Omega-3 supports Heart, Brain  & Visual Functions.  Nutritionally Enhanced Daily Diet for a long, happier, healthier life.  Packaged into the following sizes and UPC codes.  - 3lb (1.36 kg), UPC 71859-99994,  - 5lb. (2.27kg) UPC 71859-00001;   - 25 lb. (11.34 kg) UPC 71859-99995;   and - 25 lb bags for use within Petco stores UPC 71859-00000.  Manufactured by:  Kaytee Products, Inc., Chilton, WI  53014 USA.","27,213","Kaytee Pet Products is recalling a single manufacturing batch of Kaytee Forti-Diet Pro Health Mouse, Rat and Hamster due to possible contamination with Salmonella","04/30/2012","08/02/2012","03/06/2014","08/08/2012","Best Before Codes:  30 Mar 2013 (25 lb - Petco stores only), 31 Mar 2013 (25 lb), 31 Mar 2013 K63 (6/3 lb), and 03 Apr 2013 K61 (6/5 lb)"
"Veterinary","No","","61806","Terminated","Wellpet Llc","200 Ames Pond Dr","","Tewksbury","MA","	01876-1290","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide  Canada","V-192-2012","Class I","Wellness Complete Health Super5Mix Large Breed Puppy, packaged in:  15 lb. and 30 lb. bags and 5 oz. sample bags   Product Code: 89591   UPC: 4 00 76344 89591 4    Super5Mix Large Breed Puppy 12/5oz;.  Product Code: 89114    UPC: 0 76344 89114 7   Super5Mix Large Breed Puppy 15 lb.;  Product Code: 89115  UPC: 0 76344 89115 4  Super5Mix Large Breed Puppy 30 lb.  ","10,308 units","Product maybe potentially contaminated with salmonella (manufactured by Diamond Pet Foods)","05/04/2012","08/02/2012","07/14/2015","08/08/2012","Best by dates of JAN 9 2013 through JAN 11 2013."
"Food","No","","62608","Terminated","The Wright Group dba Wright Enrichment, Inc.","6428 Airport Rd","","Crowley","LA","	70526-1604","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IN","F-1812-2012","Class I","WE-24541 Vit/Min Premix Toddler (1-4 yr old) w/o DHA*ARA, NET WEIGHT 22.68 KG","136.077 KGS","The product contains Galactooliosaccharide which was recalled due to possible salmonella contamination.","07/18/2012","07/30/2012","10/12/2012","08/08/2012","LOT NUMBER:  61104094"
"Food","No","","62622","Terminated","Spillson's, Ltd.","7015 N Monroe St","","Monroe","MI","	48162-9463","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Retail stores, truck stops, Vending facilities in the Monroe Michigan Area.","F-1818-2012","Class I","Spillson's Texas BBQ Beef Sandwich, 4 oz.","18","Undeclared soy and wheat found in the flour ingredient of the Texas BBQ Beef sandwich. People with an allergy or sensitivity to soy or wheat run the risk of a serious or life threatening reaction if they consume this product.","07/20/2012","08/01/2012","08/28/2013","08/08/2012","Best By July 20, 2012 - August 3, 2012"
"Food","No","","62666","Terminated","CHETAK SAN FRANCISCO LLC.","4000 Whipple Rd","","Union City","CA","	94587-1506","United States","Voluntary: Firm Initiated","E-Mail","Northern CA only","F-1816-2012","Class I","Crispy Just Baked Punjabi Cookies sold in 800 gr clamshell packages.    Manufactured by :  TWI Foods, Inc., Mississauga, ON, Canada.","xx","FDA was notified of a recall by CFIA for Punjabi Cookies manufactured by TWI Foods, Canada that may not declare milk as an ingredient.","07/24/2012","07/31/2012","10/25/2012","08/08/2012","UPC 6 27265 00152 0"
"Biologics","No","","32594","Terminated","Micro Typing Systems Inc.","1295 SW 29th Ave","","Pompano Beach","FL","	33069-4359","United States","Voluntary: Firm Initiated","Letter","The product was distributed to 79 consignees throughout the USA and Canada.","B-2373-12","Class II","ORTHO-ProVue  (TM)  A modular, microprocessor-controled instrument.","1 Lot","ORTHO ProVue, with a software glitch or defect that could lead to erroneuous results, was distributed.","07/08/2004","07/30/2012","08/17/2012","08/08/2012","MTS213784"
"Devices","No","","33854","Terminated","Advanced Sterilization Products","33 Technology Dr","","Irvine","CA","	92618-2346","United States","Voluntary: Firm Initiated","Press Release","Worldwide Distribution - USA (nationwide)","Z-2100-2012","Class II","STERRAD Cyclesure Biological Indicator (BI), P/N 14324 are sold in cases, packaged as part of STERRAD System Validation kits and STERRAD test packs.    The STERRAD CYCLESURE 24 Biological Indicator (BI), P/N 14324 is intended to be used as a standard method for frequent monitoring of the STERRAD Sterilization System cycles.","38,693 units","Advanced Sterilization Products (ASP) is recalling certain lots of the STERRAD CYCLESURE 24 Biological Indicator (BI) product because it does not have adequate data to support the entire duration of the product's labeled shelf-life.","06/28/2012","07/27/2012","08/13/2013","08/08/2012","Lot# 002127, 003127, 005127, 006127, 007127, 008127, 009127, 010127, 011128, 012127, 013127, 014127, 015127, 016127, 018127, 019127, 020127, 021127, 023127, 024127, 025127, 026127, 027127, 028127, 030127, 031127, 032127, 033127, 034127, 035127, 036127, 037127, 038121, 038127 039127, 040127, 041121, 042127, 043127, 044127, 045121, 045127, 046127, 047127, 048127, 049127, 052127, 053121, 053127, 054127, 055121, 056127, 057127, 058127, 059127, 060127, 061127, 062121, 062127, 063127, 064127, 065127, 067127, 068127, 069121, 069127, 070127, 071127, 072127, 073127, 074127, 076121, 077127, 078127, 078128, 079127, 081127, 082127, 084127, 085127, 086121, 086127, 087127, 089127, 090127, 092127, 093121, 094127, 095127, 100121, 100127, 101127, 102127, 104127, 107121, 107127, 107128, 109127, 109128, 110127, 111127, 114121, 114127, 118127, 121121, 121127, 123127, 124127, 125127, 128121, 128127, 129127, 130127, 131127, 132127, 135121, 135127, 136127, 137127, 138127, 139127, 142121, 142127, 143127, 144127, 145127, 146127, 150121, 150127, 151127, 152127, 152128,156127, 157127, 158127, 159127, 160127, 163127, 164127,165127, 339117, 340117, 341117, 342117, 343117, 344117, 345117, 346117, 347117, 348117, 349117, 350117, 351117, 352117, 353117, 354117, 355117, 357117, 360117, 362117, 363117, 364117."
