Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Devices","No","","67264","Terminated","Tandem Diabetes Care Inc","11045 Roselle St Ste 200","","San Diego","CA","	92121-1231","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","USA (nationwide)","Z-0827-2014","Class I","T:slim Insulin Delivery System     Insulin Infusion Pump					    ","12, 807 boxes (10packs)","Specific lots of insulin cartridges that are used with the T:slim Insulin Pump may be at risk for leaking.  A cartridge leak could result in the device delivering too much or too little insulin, which can lead to a serious adverse event.","01/10/2014","02/10/2014","09/23/2014","02/19/2014","Lot Numbers:  M000857, M001414, M001454, M001963, M002028,  M000869, M001415, M001455, M001964, M002029,  M001344, M001416, M001456, M001973, M002030,  M001345, M001417, M001457, M001974, M002082,  M001346, M001420, M001458, M001979, M002083,  M001347, M001421, M001459, M001980, M002096,  M001389, M001422, M001460, M001987, M002097,  M001390, M001423, M001528, M001988, M002099,  M001391, M001451, M001529, M001990, M002100,  M001392, M001452, M001530, M001991, M002119,  M001393, M001453, M001532, M002027, M002120."
"Food","No","","67274","Terminated","Paskesz Candy Co.,Inc.","4473 1st Ave","","Brooklyn","NY","	11232-4201","United States","Voluntary: Firm Initiated","Press Release","nationwide to various retail stores and internet companies","F-1474-2014","Class I","PASKESZ PREMIUM BELGIAN CHOCOLATE, KOSHER PARVE, Holographic Coins, Net Wt. 0.5 oz (14g)  packaged in  a carton containing 12 boxes with each box containing 24 mesh bags x 0.5 oz (14g) total weight 12 oz (336g), each mesh bag contains 5 pieces, ITEM 30178.  MADE IN HOLLAND FOR: PASKESZ CANDY CO., Inc. Brooklyn, NY 11232.","2,334 Total cases (not including 1,472 cases and 6 boxes in stock, quarantined)","Paskesz Candy Co., Inc. has recalled PREMIUM BELGIAN CHOCOLATE coins due to Undeclared Milk.","01/14/2014","02/10/2014","05/30/2018","02/19/2014","all lots"
"Food","No","","67297","Terminated","Unified Western Grocers Inc","10430 E Marginal Way S","","Tukwila","WA","	98168-1887","United States","Voluntary: Firm Initiated","FAX","OR, WA, and AK","F-1486-2014","Class I","Kinnikinnick Gluten Free Bread Crumbs Panko Style - gluten free, dairy free, nut free.  350g/12.5oz.  UPC 62013360015 3 2","351 cases","Unified Grocers is recalling Kinnikinnick brand bakery products due to undeclared milk.  The labels also have a logo on them which indicate the product is dairy free.","01/13/2014","02/13/2014","03/06/2014","02/19/2014","20140111, 2014AL20, and 2014JL23.  The last two lot codes were part of the first expanded recall.    Kinnikinnick expanded the recall again on 1/23/14 to include all products produced prior to late December, 2013.  The 1/23/14 announcment states Up to and including Best Before 2014AU09, 20140809, and 140809."
"Food","No","","67297","Terminated","Unified Western Grocers Inc","10430 E Marginal Way S","","Tukwila","WA","	98168-1887","United States","Voluntary: Firm Initiated","FAX","OR, WA, and AK","F-1487-2014","Class I","Kinnikinnick Gluten Free Pancake and Waffle Mix, gluten free, dairy free, nut free.  454 g/ 16 oz  UPC 62013300512 2","120 cases","Unified Grocers is recalling Kinnikinnick brand bakery products due to undeclared milk.  The labels also have a logo on them which indicate the product is dairy free.","01/13/2014","02/13/2014","03/06/2014","02/19/2014","20140502, and 20140417.    Kinnikinnick expanded the recall again on 1/23/14 to include all products produced prior to late December 2013.  The 1/23/14 notice states up to and including Best Before 2015JA06, 20150106, and 150106."
"Food","No","","67297","Terminated","Unified Western Grocers Inc","10430 E Marginal Way S","","Tukwila","WA","	98168-1887","United States","Voluntary: Firm Initiated","FAX","OR, WA, and AK","F-1488-2014","Class I","Kinnikinnick Gluten Free Original Homestyle Waffles Frozen  Contains a logos on the package indicating it is gluten free, dairy free, and nut free.    210 g/7.4oz Qty/pkg - 6.  UPC 62013300198 1.    ","44 cases","Unified Grocers is recalling Kinnikinnick brand bakery products due to undeclared milk.  The labels also have a logo on them which indicate the product is dairy free.","01/13/2014","02/13/2014","03/06/2014","02/19/2014","2014AL15, 2014JN24, 2014MA07, and 2014JL29.    Kinnikinnick expanded the recall again on 1/23/14 to include all products produced prior to late December 2013.  The new notification states Up to and including Best Before 2014AU10, 20140810, and 140810.."
"Food","No","","67297","Terminated","Unified Western Grocers Inc","10430 E Marginal Way S","","Tukwila","WA","	98168-1887","United States","Voluntary: Firm Initiated","FAX","OR, WA, and AK","F-1489-2014","Class I","Kinnikinnick Gluten Free Cinnamon and Brown Sugar Homestyle Waffles - Frozen - gluten free, dairy free, nut free.  210 g/7.4oz Qty/pkg - 6  UPC 62013300199 8  ","35 cases","Unified Grocers is recalling Kinnikinnick brand bakery products due to undeclared milk.  The labels also have a logo on them which indicate the product is dairy free.","01/13/2014","02/13/2014","03/06/2014","02/19/2014","2014AL15, 2014JN25, and 2014JL14.    Kinnikinnick expanded the recall again on 1/23/14 to include all products produced prior to late December 2013.  The expanded recall notice dated 1/23/14 states up to and including 2014AU11, 20140811 and 140811."
"Food","No","","67352","Terminated","Natures Best Inc","16081 Fern Ave","","Chino","CA","	91708","United States","Voluntary: Firm Initiated","Letter","Nationwide in US","F-1492-2014","Class I","Panko Style Bread Crumbs, 12.5 oz, UPC 620133600153, NB Item #636886","538 units","Natures Best is recalling Kinnikinnick pancake and waffle products due to undeclared milk.","01/13/2014","02/13/2014","06/30/2014","02/19/2014","Lot codes:   2013NO25 20131125 131125  2013NO26 20131126 131126  2013DE03 20131203 131203  2013DE11 20131211 131211  2013DE22 20131222 131222  2013DE23 20131223 131223  2013DE24 20131224 131224  2013DE30 20131230 131230  2014JA04 20140104 140104  2014JA11 20140111 140111  2014JA15 20140115 140115  2014JA19 20140119 140119  2014JA28 20140128 140128  2014JA29 20140129 140129  2014FE02 20140202 140202  2014FE09 20140209 140209  2014FE11 20140211 140211  2014FE19 20140219 140219  2014FE22 20140222 140222  2014MR11 20140311 140311  2014MR30* 2014AL27* 20140427*  2014AL15* 2014AL16* 2014AL20*  2014MA19* 2014JN11* 2014JL23*  2014MA21* 2014JN22* 2014NO28*  2014MA27* 2014JN23* 2014JL29*  2014JN02* 2014JL01* 2014AU04*  2014JN03* 2014JL05* 2014AU05*  2014JN04* 2014JL15* 2017JN07*  2014JL21*"
"Food","No","","67352","Terminated","Natures Best Inc","16081 Fern Ave","","Chino","CA","	91708","United States","Voluntary: Firm Initiated","Letter","Nationwide in US","F-1493-2014","Class I","Pancake and Waffle Mix, 16 oz, UPC 620133105122, NB Item#645556","78 units","Natures Best is recalling Kinnikinnick pancake and waffle products due to undeclared milk.","01/13/2014","02/13/2014","06/30/2014","02/19/2014","Lot codes:   2014AL16 20140416 140416  2014AL17 20140417 140417  2014AL23 20140423 140423  2014AL24 20140424 140424  2014AL26 20140426 140426  2014AL29 20140429 140429  2014MA02 20140502 140502  2014MA06 20140506 140506  2014MA15 20140515 140515  2014MA16 20140516 140516  2014MA22 20140522 140522  2014MA30 20140530 140530  2014MA31 20140531 140531  2014JN03 20140603 140603  2014JN05 20140605 140605  2014JN10 20140610 140610  2014JN11 20140611 140611  2014JN13 20140613 140613  2014JN21 20140621 140621  2014JN28 20140628 140628  2014JL04 20140704 140704  140927* 2014SE27* 20140927*  2014OC15* 20141016* 2014OC16*  2014OC18* 141021* 2014OC21*  2014NO01* 2014NO07* 2014DE11*  2014NO05* 2014NO25*"
"Food","No","","67352","Terminated","Natures Best Inc","16081 Fern Ave","","Chino","CA","	91708","United States","Voluntary: Firm Initiated","Letter","Nationwide in US","F-1494-2014","Class I","Original Homestyle Waffles, 7.4oz, Qty/Pkg: 6, UPC 620133001981, NB Item #616953","48 units","Natures Best is recalling Kinnikinnick pancake and waffle products due to undeclared milk.","01/13/2014","02/13/2014","06/30/2014","02/19/2014","Lot codes:   2013DE09 20131209 131209  2013DE31 20131231 131231  2014JA26 20140126 140126  2014MR10 20140310 140310  2014MR15 20140315 140315  2014MR16 20140316 140316  2014AL15* 2014MA07* 2014JN24*  2014AL29* 2014JN10* 2014JL13*  2014JL29*"
"Food","No","","67352","Terminated","Natures Best Inc","16081 Fern Ave","","Chino","CA","	91708","United States","Voluntary: Firm Initiated","Letter","Nationwide in US","F-1495-2014","Class I","Cinnamon and Brown Sugar Homestyle Waffles, 7.4oz, Qty/Pkg: 6, UPC 620133001998, NB Item #616961.","31 units","Natures Best is recalling Kinnikinnick pancake and waffle products due to undeclared milk.","01/13/2014","02/13/2014","06/30/2014","02/19/2014","Lot codes:   2013DE25 20131225 131225  2014JA27 20140127 140127  2014AL15* 2014JN25* 2014AU10*  2014AL29* 2014JL13* 2014AU11*  2014MA28* 2014JL14*"
