Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2168-2012","Class I","Finest Traditions Smokey Baked Beans, 8 lbs.,10 733147 10456 6, 16 oz., 7 33147 00161 5,  8 lbs., 10 733147 10231 9;       ","","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Finest Tradiitons Smokey Baked Beans, 38698, 8/15/12-8/20/12, 38854, 08/15/12-08/22/12 & 38700, 8/15/12-8/20/12"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2169-2012","Class I","Garden-Fresh Anti Pasto Salad Base, Net Wt. 4 lbs., UPC 0 11596 65634 2         ","820 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Product Code 5634B with Date codes 8/17/2012-8/20/2012"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2170-2012","Class I","Garden-Fresh Pickled Beet And Onion Salad, Net Wt. 5 lbs., UPC  0 11596 52051 3	","740 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Product Code 2051 with Date codes 08/14/12-08/17/12"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2171-2012","Class I","Acme Creamed Cabbage, Net Wt. 16 oz., UPC 0 11596 14025 1","756 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Product Code 4025 with Date codes 8/14/2012-8/17/2012"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2172-2012","Class I","Creamy Cole Slaw packaged under the following brand, salad name, container size, and UPC number:  1) Garden-Fresh Creamy Cole Slaw Kit , 6 lbs., 0 11596 63039 7;     2) Spartan Creamy Shredded Cole Slaw, 16 oz., 0 11213 90322 4, & 3 lbs., 0 11213 90327 9; 3) Garden-Fresh Creamy Shredded Cole Slaw, 16 oz., 0 11596 1402 3, 2 lb., 011596 24203 3, 5 lb., 0 11596 93014 5, 8 lb.,  0 11596 53005 5; 4) Weis Creamy Cole Slaw, 16 oz., 0 41497 05837 2 , 3 lb., 0 41497 059906 5, 5 lb., 0 1596 53101 4       ","","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","1) Garden-Fresh Creamy Cole Slaw Kit , 3039, 07/27/12-07/31/12; 2) Spartan Creamy Shredded Cole Slaw, 4072, 8/16/2012 & 4372, 8/16/2012; 3) 4022, 08/14/12-08/20/12, 4203, 8/15/2012, 3014, 8/15/2012-8/17/2012, 3005, 8/72012; 4) 05837, 8/14/12-8/16/12, 05906, 8/13/12-8/14/12, 3101, 8/16/12"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2173-2012","Class I","Rogges Sour Cream Cuke Salad, 5 lbs., UPC 0 11596 52057 5  ","410 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Rogges Sour Cream Cuke Salad, 2057, 8/7/12"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2174-2012","Class I","Archer Farms Layered Taco Dip Kits - Taco Dip, kit, 0 11 11596 36300 4       ","686.32 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Archer Farms Layered Taco Dip Kits - Taco Dip, Kits, 8/24/2012."
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2175-2012","Class I","Chef's Kitchen Deluxe Egg Salad, 5 lbs., 0 11596 52044 5","4760 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Chef's Kitchen Deluxe Egg Salad, 2044, 8/8/2012-8/15/2012"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2176-2012","Class I","German Potato Salads packaged under the following brand, dip name, container size, and UPC number:    1.  Copperwood Kitchens German Potato Salad, 5 lbs., 8 11839 01033 3;     2.  Garden-Fresh German Potato Salad, 16 oz., 0 11596 14017 9 ,3 lbs., 0 11596 34319 8 , 5 lbs., 0 11596 91020 8  3. Grandpa's German Potato Salad, 5 lbs., 0 11596 91023 9           ","","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","1. Copperwood Kitchens German Potato Salad, 810333, 8/16/2012  2. Garden-Fresh German Potato Salad, 4017, 8/13/2012-8/15/2012, 4319, 8/13/2012 & 1020, 8/13/2012-8/20/2012  3. 1023, 08/13/12-08/16/12"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2177-2012","Class I","DF Homemade macaroni Salad, 5 lbs.,  0 70163 89080 0 ;     ","610 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","DF Homemade macaroni Salad, 401140, 8/22/2012"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2178-2012","Class I","Garden-Fresh Potato Pancakes	4 lbs.	0 11596 40425 5								  ","1324 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Garden-Fresh Potato Pancakes 0425 08/10/12-08/15/12"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2179-2012","Class I","Weis Spiral Pasta Salad, 5 lbs, 0 11596 52107 7  								  ","1865 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Weis Spiral Pasta Salad, 2107, 8/15/2012 - 8/16/2012"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2180-2012","Class I","Garden-Fresh Bacon Mac & Cheddar Salad Kit 5.75  lbs.	0 11596 62209 5  ","1300  LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Garden-Fresh Bacon Mac & Cheddar Salad base 2209B 08/14/12-08/16/12"
"Food","No","","62707","Terminated","Garden-Fresh Foods, Inc.","726 S 12th St.","","Milwaukee","WI","	53204-1211","United States","Voluntary: Firm Initiated","Letter","AZ  CA  FL  IA  IL  IN  MA  MI  MN  MO  OH  PA  TX  WI","F-2181-2012","Class I","Garden-Fresh Tomato Mozzarella Salad Kit	4 lbs.	0 11596 55163 0  ","916 LBS","Recalled salads, slaw, salsa, bean and dips contained onions that were recalled by Gills Onions due to potential Listeria monocytogenes contamination.","07/27/2012","09/07/2012","11/15/2012","09/19/2012","Brand, Product name, Product Code and Date Code:    Garden-Fresh Tomato Mozzarella Salad Kit 5163 08/04/12-08/10/12"
