Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info,More Code Info
"Food","No","","79486","Terminated","Good Fields Farm/The Maiden's Creamery","1277 Copes Corners Rd","","South New Berlin","NY","	13843-2175","United States","Voluntary: Firm initiated","Telephone","NY","F-1005-2018","Class I","Wild Meadow  Raw Goat Milk Cheese. The product is packaged in various sizes of sealed flexible plastic packaging, displaying the plant number 36-1315.","50 lbs","The firm recalled cheese after a sample tested positive for Listeria monocytogenes by the State of New York.","03/05/2018","04/09/2018","10/12/2018","04/18/2018","Code: 101 The consumer alert affects all packages with this code."
"Food","No","","79609","Terminated","Soap Korner","3707 Parkmoor Village Dr","Suite#104","Colorado Springs","CO","	80917-6251","United States","Voluntary: Firm initiated","Letter","Internet sales directly to 350 customers.  For foreign/VA/govt/military accounts.","F-1012-2018","Class I","Soap Korner Herbalist Red MD Kratom, Green Kali, powder, soapkorner.com","250 kilos","S.K. Herbalist Red MD Kratom powder may be contaminated with Salmonella.","03/21/2018","04/12/2018","10/31/2018","04/18/2018","Lot 1710508, Red MD N-6192017-4, and MR0120417-9"
"Veterinary","No","","79623","Terminated","Arrow Reliance Inc","350 Treck Dr","","Tukwila","WA","	98188-7604","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","nationwide","V-0093-2018","Class I","Natural Selections Chicken with Organic Vegetables Meals for Dogs, Net wt. 2 lbs.     ZooLogics Chicken with Vegetables Meals for Dogs, Net wt., 2 lbs.    The Natural Selections brand label is read in parts: ""***DARWIN'S Natural Pet Products *** Natural Selections *** CHICKEN MEALS FOR DOGS *** CHICKEN with Organic Vegetables Meals for Dogs***"".    The ZooLogics brand label is read in parts: ""***DARWIN'S Natural Pet Products *** ZooLogics *** CHICKEN MEALS FOR DOGS *** CHICKEN with Vegetables Meals for Dogs***"".  ","Natural Selections = 2422 pkgs; ZooLogics = 2226 pkgs.","Natural Selections Chicken Meals for Dogs and ZooLogics Chicken with Organic Vegetables Meals for Dogs are recalled due to potential to be contaminated with Salmonella.","03/26/2018","06/05/2018","06/05/2018","04/18/2018","Natural Selections brand: Lot #43887, manufacture date 1/30/2018.  ZooLogics brand: Lot #44037, manufacture date 2/7/2018."
"Veterinary","No","","79623","Terminated","Arrow Reliance Inc","350 Treck Dr","","Tukwila","WA","	98188-7604","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","nationwide","V-0094-2018","Class I","Natural Selections Duck with Organic Vegetables Meals for Dogs, Net wt. 2 lbs.    The label is read in parts: ""***DARWIN'S Natural Pet Products *** Natural Selections *** DUCK MEALS FOR DOGS *** DUCK with Organic Vegetables Meals for Dogs***"".","2,157 packages.","Natural Selections Duck with Organic Vegetables Meals for Dogs are recalled due to potential to be contaminated with Salmonella.","03/26/2018","06/05/2018","06/05/2018","04/18/2018","Lot #44147, manufacture date 2/5/2018"
"Veterinary","No","","79623","Terminated","Arrow Reliance Inc","350 Treck Dr","","Tukwila","WA","	98188-7604","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","nationwide","V-0095-2018","Class I","ZooLogics Turkey with Vegetables Meals for Dogs, Net wt. 2 lbs.    The ZooLogics brand label is read in parts: ""***DARWIN'S Natural Pet Products *** ZooLogics *** TURKEY MEALS FOR DOGS *** TURKEY WITH VEGETABLES Meals for Dogs***"".","1,543 packages","ZooLogics Turkey with Vegetables Meals for Dogs are recalled due to potential to be contaminated with Salmonella and E. coli O128.","03/26/2018","06/05/2018","06/05/2018","04/18/2018","Lot #44127, manufacture date 2/4/2018"
"Food","No","","79651","Terminated","M.a.s Food Services Co","2954 NW 27th St","","Lauderdale Lakes","FL","	33311-2039","United States","Voluntary: Firm initiated","Letter","U.S. consignees and one (1) foreign consignee.","F-1115-2018","Class I","The Peru Chef Dry Potato, Product of Peru, Net Wt. 15oz/425gr, Imported and Distributed by MAS FOOD SERVICES Co.,","50 cases (1200 units)","A sample was collected by the Florida Department of Agriculture and Consumer Services and the analysis revealed that the product contains undeclared sulfites.","03/06/2018","04/20/2018","06/27/2019","04/18/2018","Exp. Date August 2019"
"Food","No","","79771","Terminated","Cut Fruit Express, Inc.","11585 Courthouse Blvd","","Inver Grove Heights","MN","	55077-5911","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","MN","F-1106-2018","Class I","Bruschetta Mix packaged under the following brands and sizes:   1.  Tastebuds, Net Wt. 12 oz. (340g), UPC 38232-37403.  Shipping case:  H. Brooks, 37403, Net wt. 12 oz. (340g), K*319, Keep Refrigerated, 6 units per case, Distributed by H. Brooks & Co Mpls. MN  55112.  2.  Quick & Easy Fresh Cut, Net Wt. 12 oz. (340g) UPC 38232-37403, shipping case:  Supervalu, 38591, 6/12 oz., Net Wt 5.30 lbs., SV*069, Keep Refrigerated, 6 units per case Distributed by Supervalu, Eden Prairie, MN  55344.  3.  H. Brooks, 38914, Bruschetta 5#, K*195, Keep Refrigerated, 1 unit per case, Distributed by H. Brooks & Co Mpls, MN  55112.  4.  Reinhart, 82826, Brushetta Mix, 5#, Manufactured by Cut Fruit Express Mpls. MN  55076  5.  Upper Lakes Foods, 143900, Bruschetta Mix, 5#, UPC 00001-43900, Manufactured by Cut Fruit Express Mpls. MN  55076.","147 lbs.","Bruschetta Dip and Bruschetta Mix are recalled because they contain undeclared Milk & Soy.","04/05/2018","04/17/2018","06/27/2019","04/18/2018","Use by Dates:  4/5/2018 - 4/12/2018"
"Food","No","","79775","Terminated","Bob's Red Mill Natural Foods, Inc.","13521 SE Pheasant Ct","","Milwaukie","OR","	97222-1248","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed in CA, FL, MI, ND, NH, NY, OH, OR, TX, and WA and in Mexico and United Arab Emirates.","F-1011-2018","Class I","Amaranth Flour, Organic Whole Grain, Item Number: 6001C224, Net wt. 22 oz. UPC 0 39978 00911 1.    The label is read in parts: ""***Bob's Red Mill ***ORGANIC WHOLE GRAIN AMARANTH FLOUR STONE GROUND*** NET WT 22 OZ ***keeps best refrigerated or frozen***"".","2099 cases","Amaranth Flour is recalled due to potential for contamination with Salmonella.","04/06/2018","04/12/2018","06/08/2018","04/18/2018","Sell By 11/26/2015  169617"
"Devices","No","","78599","Ongoing","Hamilton Medical AG","via Crusch 8","","Bonaduz","","	","Switzerland","Voluntary: Firm initiated","Letter","Worldwide Distribution -- USA, including the states of AZ, CA, CO, FL, GA, HI, IL, IN, KY, MA, MI, MN, MO, MT, NC, ND, NE, NV, OH, OK, PA, SC, SD, TN, TX, UT, VA, VT, and WA; and, the countries of Algeria, Angola, Argentina, Armenia, Australia, Austria, Austria, Azerbaijan, Bangladesh, Belarus, Belgian, Bolivia, Brazil, Bulgaria, Bulgaria, Cambodia, Canada, Chile, China, Colombia, Costa Rica, Croatia, Czechia, Denmark, Dominican. Rep., Ecuador, Egypt, El Salvador, Estland, Finland, France, Gabon, Germany, Greece, Guatemala, Holland, Honduras, Hungary, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, Japan, Jordan, Kazakhstan, Kenya, Korea, Kuwait, Latvia, Lebanon, Libya, Lithuania, Malaysia, Maldives, Mauritius, Macedonia, Mexico, Mongolia, Morocco, Myanmar, Nepal, New Zealand, Nigeria, Norway, Oman, Pakistan, Palestine, Panama, Peru, Philippines, Poland, Portugal, Puerto Rico, Romania, Russia, Rwanda, Saudi Arabia, Scotland, Serbia, Seychelles, Slovakia, Slovenia, South Africa, Spain, SRI Lanka, Sudan, Suriname, Sweden, Sweden, Switzerland, Syria, Taiwan, Tajikistan, Thailand, Trinidad & Tobago, Tunisia, Turkey, UAE, Uganda, UK , Ukraine, Uruguay, Venezuela, Vietnam, and Yemen.","Z-1371-2018","Class II","Hamilton-C2 Ventilator Unit    Intended to provide ventilator support to adults and pediatrics and optionally infants and neonates in the hospital.","739 units total","After two and a half years, the battery fuel gauge may indicate a higher battery charge than what is available.","03/12/2018","04/12/2018","","04/18/2018","Product No. 160001    All Serial Numbers."
"Devices","No","","78599","Ongoing","Hamilton Medical AG","via Crusch 8","","Bonaduz","","	","Switzerland","Voluntary: Firm initiated","Letter","Worldwide Distribution -- USA, including the states of AZ, CA, CO, FL, GA, HI, IL, IN, KY, MA, MI, MN, MO, MT, NC, ND, NE, NV, OH, OK, PA, SC, SD, TN, TX, UT, VA, VT, and WA; and, the countries of Algeria, Angola, Argentina, Armenia, Australia, Austria, Austria, Azerbaijan, Bangladesh, Belarus, Belgian, Bolivia, Brazil, Bulgaria, Bulgaria, Cambodia, Canada, Chile, China, Colombia, Costa Rica, Croatia, Czechia, Denmark, Dominican. Rep., Ecuador, Egypt, El Salvador, Estland, Finland, France, Gabon, Germany, Greece, Guatemala, Holland, Honduras, Hungary, India, Indonesia, Iran, Iraq, Ireland, Israel, Italy, Japan, Jordan, Kazakhstan, Kenya, Korea, Kuwait, Latvia, Lebanon, Libya, Lithuania, Malaysia, Maldives, Mauritius, Macedonia, Mexico, Mongolia, Morocco, Myanmar, Nepal, New Zealand, Nigeria, Norway, Oman, Pakistan, Palestine, Panama, Peru, Philippines, Poland, Portugal, Puerto Rico, Romania, Russia, Rwanda, Saudi Arabia, Scotland, Serbia, Seychelles, Slovakia, Slovenia, South Africa, Spain, SRI Lanka, Sudan, Suriname, Sweden, Sweden, Switzerland, Syria, Taiwan, Tajikistan, Thailand, Trinidad & Tobago, Tunisia, Turkey, UAE, Uganda, UK , Ukraine, Uruguay, Venezuela, Vietnam, and Yemen.","Z-1372-2018","Class II","Hamilton-C3 Ventilator Unit    Intended to provide ventilator support to adults and pediatrics and optionally infants and neonates in the hospital.","739 units total","After two and a half years, the battery fuel gauge may indicate a higher battery charge than what is available.","03/12/2018","04/12/2018","","04/18/2018","Product No. 160005    All Serial Numbers"
