Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Devices","No","","63059","Terminated","Baxter Healthcare Corp.","Rt. 120 & Wilson Rd","","Round Lake","IL","	60073","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Nationwide and Internationally to Canada, Costa Rica, Australia, New Zealand, Hong Kong, and the United Kingdom.","Z-0012-2013","Class I","Baxter Interlink System Buretrol Solution Set with 150 mL Burette (Ball-Valve Drip Chamber); a sterile Rx IV fluid pathway device.      Product Usage:  The device is used for the administration of fluids from a container into the patient's vascular system through a vascular access device.","278,420 units","Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.","09/07/2012","10/09/2012","12/29/2017","10/17/2012","product code 2C7519, all lots"
"Devices","No","","63059","Terminated","Baxter Healthcare Corp.","Rt. 120 & Wilson Rd","","Round Lake","IL","	60073","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Nationwide and Internationally to Canada, Costa Rica, Australia, New Zealand, Hong Kong, and the United Kingdom.","Z-0013-2013","Class I","Baxter Interlink System Buretrol Solution Set, 117"" (3.0 m),  with 150 mL Burette (Ball-Valve Drip Chamber) (Non-DEHP); a sterile Rx IV fluid pathway device;     Product Usage:  The device is used for the administration of fluids from a container into the patient's vascular system through a vascular access device.","1,995,040 units","Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.","09/07/2012","10/09/2012","12/29/2017","10/17/2012","product code 2H7519, all lots"
"Devices","No","","63059","Terminated","Baxter Healthcare Corp.","Rt. 120 & Wilson Rd","","Round Lake","IL","	60073","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Nationwide and Internationally to Canada, Costa Rica, Australia, New Zealand, Hong Kong, and the United Kingdom.","Z-0014-2013","Class I","Baxter Clearlink System Buretrol Solution Set, 115"" (2.9 m) with 150 mL Clearlink Burette (Ball-Valve Drip Chamber); a sterile Rx IV fluid pathway device.    Product Usage:  The device is used for the administration of fluids from a container into the patient's vascular system through a vascular access device.","2,265,453 units","Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.","09/07/2012","10/09/2012","12/29/2017","10/17/2012","product code 2C8819, all lots"
"Devices","No","","63059","Terminated","Baxter Healthcare Corp.","Rt. 120 & Wilson Rd","","Round Lake","IL","	60073","United States","Voluntary: Firm Initiated","Letter","Worldwide Distribution - US Nationwide and Internationally to Canada, Costa Rica, Australia, New Zealand, Hong Kong, and the United Kingdom.","Z-0015-2013","Class I","Baxter Clearlink System Buretrol Solution Set, 115"" (2.9 m) with 150 mL Clearlink Burette (Ball-Valve Drip Chamber) (Non-DEHP); a sterile Rx IV fluid pathway device    Product Usage:  The device is used for the administration of fluids from a container into the patient's vascular system through a vascular access device.","488,504 units","Baxter has determined that the ball-valve feature of the Buretrol Solution Sets may not function as expected, allowing air to flow past the valve and into the tubing at the completion of dose within the burette.","09/07/2012","10/09/2012","12/29/2017","10/17/2012","product code 2H8819, all lots"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0097-2013","Class I","SooNyeoWon Soybean Sprouts (5 lbs., 10 lbs., and 16-ounce packages - all packaged in plastic bags). 16-oz bag UPC 0 28346 07121 8; Manna Organics Inc. 170 Avenue 'L', Newark, NJ 07105; MSB West, LLC 622 South Anderson Street, Los Angeles, CA 90023","10 pound bags (9207 units); 5 pound bags (1944 cases); 16 oz. - 2834 cases","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","Unknown"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0098-2013","Class I","SooNyeoWon and Jinga brand Firm Tofu;  Net Wt. 16 oz., in square white plastic container, UPC 0 28346 07812 5 and  0 28346 09112 4, respectively.  Manna Organics Inc. 170 Avenue 'L', Newark, NJ 07105; MSB West, LLC 622 South Anderson Street, Los Angeles, CA 90023","SooNyeoWon Firm Tofu -3437 cases;Jinga Firm Tofu- 3518 cases","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","Exp date 9/8/2012 or later"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0099-2013","Class I","Soy Milk, 1.3 gallon, packaged in a white plastic pail, UPC 0 28346 07140 9.  Produced by Manna Organics Inc. 170 Avenue 'L', Newark, NJ 07105.","220 units","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","Unknown"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0100-2013","Class I","SooNyeoWon Healthy Soybean Sprouts, 16 ounce package; Manna Organics Inc. 170 Avenue 'L', Newark, NJ 07105; MSB West, LLC 622 South Anderson Street, Los Angeles, CA 90023  ","16 ounce bags (2834 cases)","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","On or after July 18, 2012"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0101-2013","Class I","SooNyeoWon and Jinga brand Soft Tofu 16 oz. in square, plastic containers, UPC 0 28346 07814 9 (SooNyeoWon).  Manna Organics Inc. 170 Avenue 'L', Newark, NJ 07105; MSB West, LLC 622 South Anderson Street, Los Angeles, CA 90023","2926 cases","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","9/8/2012 or later"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0102-2013","Class I","SooNyeoWon Silken Tofu; 14 oz. plastic container, UPC 0 28346 09113 1.  Manna Organics Inc. 170 Avenue 'L', Newark, NJ 07105; MSB West, LLC 622 South Anderson Street, Los Angeles, CA 90023","SooNyeoWon  Silken Tofu - 140 cases; 697 units","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","9/8/2012 or later"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0103-2013","Class I","Labeled in Korean as Healthy Tofu, 5-pieces and 10 pieces,  UPC 028346091292.  Manna Organics Inc. Newark, NJ.","3320 units","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","7/25/2012 or later"
"Food","No","","63074","Terminated","Manna Organics Inc","170 Avenue L","","Newark","NJ","	07105-3831","United States","Voluntary: Firm Initiated","Press Release","NY, NJ, PA, MA, VA, MD, CT, GA, IL, and TX","F-0104-2013","Class I","Soon Tofu, 30-pieces packaged in large, white, plastic bucket.   Manna Organics Inc. Newark, NJ","Tofu Large Bucket  -3356 units; Soon Tofu-3150 units","Products have the potential to be contaminated with Listeria monocytogenes.","08/31/2012","10/11/2012","02/19/2013","10/17/2012","7/24/2012 or later"
"Food","No","","63099","Terminated","Spokane Produce, Inc.","1905 S Geiger Blvd","","Spokane","WA","	99224-5411","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Retail accounts in ID, MT and WA","F-0080-2013","Class I","Pico De Gallo in a plastic container labeled: ""Pineapple/Mango Pico De Gallo Roma Tomato, Pineapple, Mango, Red Onion, Green Bell Pepper, Anaheim Pepper, Cilantro Lime Juice, jalapeno Pepper, Salt  88694 83987  Keep Refrigerated  Best used by: 09/10/12 Packed by Spokane Produce, Inc 1905 S Geiger Blvd Spokane, WA 16 oz (454g)""","128/16 oz. containers","Daniella brand mangoes recalled because they may be contaminated with Salmonella.  Mangoes were used to manufacture Pico De Gallo.","08/29/2012","10/11/2012","11/30/2012","10/17/2012","""Best used by: 09/10/12"""
"Food","No","","63106","Terminated","Eco Health, Inc.","25876 The Old Road #158","","Newhall","CA","	91321","United States","Voluntary: Firm Initiated","Press Release","Nationwide in the US","F-0084-2013","Class I","florAlign Prebiotic Formula, sizes: 90g, 180g, 270g","274 units","Eco Health is recalling florAlign Prebiotic Formula because it has the potential to be contaminated with Salmonella.","09/06/2012","10/11/2012","08/30/2013","10/17/2012","UPC code #'s FA02-90GM, FA02-180GM, and FA02-270GM"
"Food","No","","63151","Terminated","Forever Cheese Inc","3636 33rd St Ste 307","","Astoria","NY","	11106-2329","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","F-0078-2013","Class I","Marte brand Frescolina Ricotta Salata. Matured and packed by: Fattorie Chiarappa SRL VIA Dell'ulvio, 5 Conversano (BA) - Italy. --- Product is vacuum packaged and is labeled with a round label. Product may also be cut into smaller wedges, but will still have the same Frescolina Ricotta Salata label.","835 cases","Frescolina brand Ricotta Salata cheeses found positive for Listeria monocytogenes resulting from CA state and FDA sampling.","09/10/2012","10/10/2012","05/25/2016","10/17/2012","all lots and all production codes. Includes T5086/440220, T5520/440315, T6048/440417, T6528/440519, T7012/440703, T7452/440601, T7939/440822, T8419/441003, T8899/441020, T9425/441202, T9962/441227, U1392/450126"
"Food","No","","63164","Terminated","Newark Nut Stores, Inc.","125 Moen St","","Cranford","NJ","	07016-3518","United States","Voluntary: Firm Initiated","E-Mail","Nationwide","F-0028-2013","Class I","Organic Pine Nuts (Raw, No Shell)  1 lb.Nuts.com  NutsOnline, 125 Moen Street, Cranford, NJ 07016 800-558-8881  ","870 lbs.","Pine nuts may contain peanuts","08/21/2012","10/09/2012","06/11/2015","10/17/2012","Lot 97368"
"Devices","No","","63174","Terminated","Accutron Inc","1733 W Parkside Ln","","Phoenix","AZ","	85027-1382","United States","Voluntary: Firm Initiated","Letter","US Nationwide Distribution","Z-0017-2013","Class I","Flow Meter, CM Assembly, Model #27025, Serial # 13686, 13690, 13712, 13793.    Flowmeter, CM Assembly, Model#31970, Serial#13692.    Product Usage:    Conscious Sedation Unit Analgesia Gas Machine.    ","220 units total","Accutron is recalling the Flowmeter (Analgesia Gas Machine) because when it flows Nitrous Gas without Oxygen gas being turned on, it functions in an incorrect manner.","04/29/2012","10/09/2012","02/01/2013","10/17/2012","Model#27025: Lot # 73971, 74929.    Model#31970: Lot#74142."
