Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Veterinary","No","","63137","Terminated","Breeders Choice Pet Foods Inc","16321 Arrow Hwy","","Irwindale","CA","	91706-2084","United States","Voluntary: Firm Initiated","Letter","U.S. states to include California, Georgia, Illinois, Nevada, Ohio, Virginia, and Washington.","V-126-2013","Class I","AvoDerm Natural Lamb Meal & Brown Rice Adult Dog Formula, 26 lb. Packaged in plastic bag with plastic liner.","7,392 bags","The firm recalled because the product has the potential to be contaminated with Salmonella.","09/07/2012","01/14/2013","09/18/2014","01/23/2013","Product Code/SKU/Material # 1000065074, UPC Code 0 5290702043 8, Best before dates of 28 Aug 2013, 29 Aug 2013, 30 Aug 2013."
"Devices","No","","63319","Terminated","Vycor Medical, Inc.","6401 Congress Ave Ste 140","","Boca Raton","FL","	33487-2841","United States","Voluntary: Firm Initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Worldwide Distribution - USA (Nationwide) in the states of TX, IL, NJ, FL, OH, PA and (International) in the country of Japan.","Z-0673-2013","Class I","Vycor Medical ViewSite Brain Access System 17mm/ 11mm / 5cm Device***STERILE***    Product Usage:  The Vycor Viewsite Brain Access System (VBAS) has been designed to serve as a self-retaining retractor system for brain tissue. It is comprised of an introducer and a working channel port that are secured by a spring-loaded latch. Each device allows for the gentle retraction of tissue, visualization of the surgical site and for the smooth manipulation of introduced instruments. The range of device sizes (width and length) provides various working channel sizes.","3000 devices","Vycor Medical recalled their VBAS (Vycor Viewsite Brain Access System) because an unidentified black fiber was found on the device.","08/21/2012","01/16/2013","05/13/2013","01/23/2013","Model # TC171105  Lot # VM83450"
"Veterinary","No","","63454","Terminated","Del Monte Corp","1 Maritime Plz Bldg","","San Francisco","CA","	94111-3404","United States","Voluntary: Firm Initiated","Letter","Products were distributed nationwide.","V-120-2013","Class I","Nature's Recipe, Oven Baked Biscuits with Real Chicken, Made with sweet potatoes, oats, flaxseed., 19 ounces; UPC: 30521 51549","4282 cases ( 6 unit/ case)","Product may be contaminated with Salmonella.","10/12/2012","01/11/2013","02/06/2013","01/23/2013","UPC: 30521 51549  Lot code: 2199TP; Best by: 10/11/13   Lot code: 2200TP; Best by: 10/12/13"
"Veterinary","No","","63513","Terminated","Wildwood Seeds","24773 Highway 99w","","Monroe","OR","	97456","United States","Voluntary: Firm Initiated","Telephone","Products are distributed in Oregon and Washington","V-121-2013","Class I","Pet Bird Feed- Sleek and Sassy are sold under multiple names. Products with UPCs are listed below.    Garden Conure has the following UPCs:  0-1253111602-0;		  0-1253111604-4;	  0-1253111620-4;		  0-1253111640-2;    	    Garden Large Hookbill	has the following UPCs:  0-1253113102-3;		  0-1253113104-7;	  0-1253113120-7;		  0-1253113140-5;      Garden Large Hookbill No Sunflower has the following UPCs:    0-1253113202-0;		  0-1253113204-4;	  0-1253113220-4;		  0-1253113240-2;      Garden Parrot has the UPCs:  0-1253112103-1;		  0-1253112125-3;      Nutty Garden &amp;amp;amp;amp;amp;amp;amp;amp;amp; Grain has the UPCS:    0-1253115502-9;  0-1253115504-3;	  0-1253115520-3;		  0-1253115540-1;      Garden Macaw has the UPCs:	      0-1253115602-6;  0-1253115604-0;	  0-1253115620-0;		  0-1253115640-8;      Garden Complete Pellet has the UPCs:    0-1253115702-3;  0-1253115704-7;	  0-1253115720-7;		  0-1253115740-5;      Fruit Veggie Nut Treat has the UPCs:    0-1253114302-6;  0-1253114304-0;	  0-1253114320-0;		  0-1253114316-3;	  0-1253114332-3;","approximately 4904 lbs.","Pet bird food and small animal pet foods are recalled due to a potential to be contaminated with Salmonella.","10/12/2012","01/14/2013","02/12/2013","01/23/2013","No expiration dates on packages.    Product has lot code 01148 through 01241 (it is interpreted as: 11 is for manufacturing year 2011, and 48 is week 48 of 2011)."
"Veterinary","No","","63513","Terminated","Wildwood Seeds","24773 Highway 99w","","Monroe","OR","	97456","United States","Voluntary: Firm Initiated","Telephone","Products are distributed in Oregon and Washington","V-122-2013","Class I","Small Pet Animal Food is sold under Sleek and Sassy brand.  Product are packaged from 2 lb., 4 lb., 20 lb., to 40 lb in polysynth bag.      Garden Small Animal has the following UPCs:  0-1253113902-9;	  0-1253113904-3;	  0-1253113920-3;		  0-1253113940-1;","approximately 566 lbs.","Pet bird food and small animal pet foods are recalled due to a potential to be contaminated with Salmonella.","10/12/2012","01/14/2013","02/12/2013","01/23/2013","No expiration dates on packages.    Product has lot code 01148 through 01241 (it is interpreted as: 11 is for manufacturing year 2011, and 48 is week 48 of 2011)."
"Veterinary","No","","63513","Terminated","Wildwood Seeds","24773 Highway 99w","","Monroe","OR","	97456","United States","Voluntary: Firm Initiated","Telephone","Products are distributed in Oregon and Washington","V-123-2013","Class I","Garden Guinea Pig/Rabbit diet is sold under Sleek and Sassy brand.  Product is packaged from 2 lb., 4 lb., 20 lb., to 40 lb in polysynth bag.      Garden Guinea Pig/Rabbit has UPC is 0-1253113502-1.","approximately 984 lbs.","Pet bird food and small animal pet foods are recalled due to a potential to be contaminated with Salmonella.","10/12/2012","01/14/2013","02/12/2013","01/23/2013","No expiration dates on packages.    Product has lot code 01148 through 01241 (it is interpreted as: 11 is for manufacturing year 2011, and 48 is week 48 of 2011)."
"Veterinary","No","","63513","Terminated","Wildwood Seeds","24773 Highway 99w","","Monroe","OR","	97456","United States","Voluntary: Firm Initiated","Telephone","Products are distributed in Oregon and Washington","V-124-2013","Class I","Fortified feeds are sold under Sleek and Sassy brand.   Different products with UPCs are listed below.    Fortified Large Hookbill with the UPCs:    0-1253111402-6;		  0-1253111404-0;	  0-1253111420-0;		  0-1253111440-8;    Fortified Large Hookbill No Sunflower with the UPCs:    0-1253111502-3;		  0-1253111504-7;	  0-1253111520-7;		  0-1253111540-5;    Fortified Parrot with the UPCs:    0-1253113003-3;		  0-1253113025-5;    Fortifed Small Animal with the UPCs:    0-1253112902-0;		  0-1253112904-4;	  0-1253112920-4;		  0-1253112940-2;","approximately 1560 lbs.","Pet bird food and small animal pet foods are recalled due to a potential to be contaminated with Salmonella.","10/12/2012","01/14/2013","02/12/2013","01/23/2013","No expiration dates on packages.    Product has lot code 01148 through 01241 (it is interpreted as: 11 is for manufacturing year 2011, and 48 is week 48 of 2011)."
"Veterinary","No","","63537","Terminated","HBD International","7108 Crossroads Blvd","Suite 325","Brentwood","TN","	37027-7900","United States","Voluntary: Firm Initiated","Telephone","OR","V-125-2013","Class I","WILD WINGS, CERTIFIED ORGANIC, PREMIUM ORGANIC BLEND, PREMIUM SEED FOR BIRDS, Net wt. 80 oz (5 lbs) (2.27 kg), HBD INTERNATIONAL, 7108 CROSSROADS BLVD., SUITE 325 BRENTWOOD, TN  37027, 615.221.9890  800.346.0269","36 units","Product was manufactured with peanuts recalled by Sunland due to the potential for salmonella contamination.","10/26/2012","01/14/2013","01/14/2013","01/23/2013","POM9512WL2201A4"
"Veterinary","No","","63606","Terminated","Wixon, Inc.","1390 E Bolivar Ave","","Saint Francis","WI","	53235-4506","United States","Voluntary: Firm Initiated","Letter","CA, IL, GA, NJ, CT, KS, MN, MA, WA, ME, NY.","V-127-2013","Class I","Charlee Bear Protein Crunch Bars, 84% Chicken Recipe with Sweet Potatoes, 5.5 oz, UPC Code 8710890001.","444 cases (12 pouches/case)","Charlee Bear Products, a division of Wixon, Inc., is voluntarily recalling  certain lots of its Charlee Bear Protein Crunch Treats because they have the potential to be contaminated with Salmonella.","10/31/2012","01/14/2013","12/04/2013","01/23/2013","Lot # 20112"
"Veterinary","No","","63606","Terminated","Wixon, Inc.","1390 E Bolivar Ave","","Saint Francis","WI","	53235-4506","United States","Voluntary: Firm Initiated","Letter","CA, IL, GA, NJ, CT, KS, MN, MA, WA, ME, NY.","V-128-2013","Class I","Charlee Bear Protein Crunch Bars, 84% Chicken Recipe with Carrots, 5.5 oz, UPC Code 8710890000.","448 cases (12 pouches/case)","Charlee Bear Products, a division of Wixon, Inc., is voluntarily recalling  certain lots of its Charlee Bear Protein Crunch Treats because they have the potential to be contaminated with Salmonella.","10/31/2012","01/14/2013","12/04/2013","01/23/2013","Lot # 19812, 19912, 20012, 20212."
