Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Veterinary","No","10/05/2019","80605","Ongoing","ADM Alliance Nutrition, Inc.","PO Box C1","1000 N 30th St","Quincy","IL","	62301-3400","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Illinois, Nebraska, Missouri, and New Mexico.","V-0012-2020","Class I","Mintrate 36-15 Breed Right Tub  A Free-Choice Supplement for Beef Cattle on Pasture or Roughage Rations  Product number 54549AAA6H   Each unit 200 pound plastic tub","110 units","product may contain elevated levels of non-protein nitrogen, could harm cattle","07/20/2018","10/05/2019","","05/29/2019","QE12918"
"Veterinary","No","10/05/2019","81543","Ongoing","Lidl US TRADING","3500 S Clark Pl","","Arlington","VA","	22202-4033","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was sold at Lidl Distribution Centers and  retail grocery locations in the following states: Virginia, Delaware, New Jersey, Maryland, Georgia, North Carolina, South Carolina.","V-0009-2020","Class I","Orlando Grain Free, Chicken & Chickpea Super Food Recipe Dog Food, 10 lbs Bag, UPC 20735302","5000 Retail Units","Lidl US, LLC has initiated a recall because their supplier notified them of elevated Vitamin D in the following products Nutrisca Life and Chicken pea Dry Dog Food  and Natural Life Chicken and Potato Dry Dog Food .","11/06/2018","10/05/2019","","05/29/2019","TI1 3 Mar 2019  TB2 21 Mar 2019  TB3 21 Mar 2019   TA2 19 Apr 2019   TB1 15 May 2019   TB2 15 May 2019    Best Buy Dates  03/03/2019 / 03/ 21/2019"
"Devices","No","06/07/2019","82329","Ongoing","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide including Puerto Rico.  There was government and military distribution.      Foreign distribution was made to Andorra, Australia, Austria, Belgium, Canada, China, Croatia, Egypt, France, Germany, Greece, Hungary, India, Israel, Italy, Japan, Korea, Kuwait, Latvia, Lithuania, Mexico, Morocco, Myanmar, Netherlands Antilles, New Zealand, Portugal, Romania, Russia, Saudi Arabia, Serbia, Slovenia, Spain, Switzerland, Trinidad and Tobago, U.A.E, United Kingdom, and Vietnam.","Z-1382-2019","Class I","UniCel DxH 800 Coulter Cellular Analysis System, REF numbers 629029, B24465, B24802, B68304, B66445, and B63322.    Product Usage:  The UniCel DxH 800 Analyzer is a quantitative multi-parameter, automated hematology analyzer for in vitro diagnostic use in screening patient populations found in clinical laboratories. The UniCel¿ DxH 800 Analyzer identifies and enumerates the parameters indicated below on the following sample types: Whole Blood (Venous and Capillary) o WBC, RBC, HGB, HCT, MCV, MCH, MCHC, RDW, RDW-SD, PLT, MPV, NE%, NE#, LY%, LY#, MO%, MO#, EO%, EO#, BA%, BA#, NRBC%, NRBC#, RET%, RET#, MRV, IRF Pre-Diluted Whole Blood (Venous and Capillary) o WBC, RBC, HGB, HCT, MCV, MCH, MCHC, RDW, RDW-SD, PLT, MPV Body Fluids (cerebrospinal, serous and synovial) o TNC and RBC  ","5,414 devices","Complaints received of sporadic erroneously elevated platelet results without flags or system messages. Thrombocytopenia may go unrecognized.","07/30/2018","05/23/2019","","05/29/2019","All current software versions are impacted"
"Devices","No","06/07/2019","82329","Ongoing","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide including Puerto Rico.  There was government and military distribution.      Foreign distribution was made to Andorra, Australia, Austria, Belgium, Canada, China, Croatia, Egypt, France, Germany, Greece, Hungary, India, Israel, Italy, Japan, Korea, Kuwait, Latvia, Lithuania, Mexico, Morocco, Myanmar, Netherlands Antilles, New Zealand, Portugal, Romania, Russia, Saudi Arabia, Serbia, Slovenia, Spain, Switzerland, Trinidad and Tobago, U.A.E, United Kingdom, and Vietnam.","Z-1383-2019","Class I","UniCel DxH 600 Coulter Cellular Analysis System, REF number B23858.    Product Usage:  Note: The DxH 600 hematology analyzer is the same instrument as the DxH 800 (K140911), except that it is a benchtop unit with no instrument cart, computer stand, and no connectivity capabilities. DxH 800 intended use states: The UniCel DxH 800 Analyzer is a quantitative multi-parameter, automated hematology analyzer for in vitro diagnostic use in screening patient populations found in clinical laboratories. The UniCel¿ DxH 800 Analyzer identifies and enumerates the parameters indicated below on the following sample types: Whole Blood (Venous and Capillary) o WBC, RBC, HGB, HCT, MCV, MCH, MCHC, RDW, RDW-SD, PLT, MPV, NE%, NE#, LY%, LY#, MO%, MO#, EO%, EO#, BA%, BA#, NRBC%, NRBC#, RET%, RET#, MRV, IRF Pre-Diluted Whole Blood (Venous and Capillary) o WBC, RBC, HGB, HCT, MCV, MCH, MCHC, RDW, RDW-SD, PLT, MPV Body Fluids (cerebrospinal, serous and synovial) o TNC and RBC  ","2,059 devices","Complaints received of sporadic erroneously elevated platelet results without flags or system messages. Thrombocytopenia may go unrecognized.","07/30/2018","05/23/2019","","05/29/2019","All current software versions are impacted"
"Devices","No","06/07/2019","82329","Ongoing","Beckman Coulter Inc.","250 S Kraemer Blvd","","Brea","CA","	92821-6232","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide including Puerto Rico.  There was government and military distribution.      Foreign distribution was made to Andorra, Australia, Austria, Belgium, Canada, China, Croatia, Egypt, France, Germany, Greece, Hungary, India, Israel, Italy, Japan, Korea, Kuwait, Latvia, Lithuania, Mexico, Morocco, Myanmar, Netherlands Antilles, New Zealand, Portugal, Romania, Russia, Saudi Arabia, Serbia, Slovenia, Spain, Switzerland, Trinidad and Tobago, U.A.E, United Kingdom, and Vietnam.","Z-1384-2019","Class I","UniCel DxH 900 Coulter Cellular Analysis System, REF number C11478    Product Usage:  Note: The DxH 900 hematology analyzer is CLIA categorized under document CR180294 and is currently marketed as a member of the instrument family of the DxH 800 cleared under K140911, per FDA s guidance, Guidance for Industry and FDA Staff, Replacement Reagent and Instrument Family Policy . DxH 800 intended use states: The UniCel DxH 800 Analyzer is a quantitative multi-parameter, automated hematology analyzer for in vitro diagnostic use in screening patient populations found in clinical laboratories. The UniCel¿ DxH 800 Analyzer identifies and enumerates the parameters indicated below on the following sample types: Whole Blood (Venous and Capillary) o WBC, RBC, HGB, HCT, MCV, MCH, MCHC, RDW, RDW-SD, PLT, MPV, NE%, NE#, LY%, LY#, MO%, MO#, EO%, EO#, BA%, BA#, NRBC%, NRBC#, RET%, RET#, MRV, IRF Pre-Diluted Whole Blood (Venous and Capillary) o WBC, RBC, HGB, HCT, MCV, MCH, MCHC, RDW, RDW-SD, PLT, MPV Body Fluids (cerebrospinal, serous and synovial) o TNC and RBC  ","341","Complaints received of sporadic erroneously elevated platelet results without flags or system messages. Thrombocytopenia may go unrecognized.","07/30/2018","05/23/2019","","05/29/2019","All current software versions are impacted"
"Devices","No","","82456","Ongoing","Edwards Lifesciences, LLC","1 Edwards Way","","Irvine","CA","	92614-5688","United States","Voluntary: Firm initiated","Letter","Worldwide Distribution - US Nationwide :  FL, MD, NY, TX, VA, CO, OK, MO, CA, DE, TN, NC, DC, PA, MA, OR, SC, OH, WI, KS, NV, MI, IL, KY, GA, NJ, WA, CT, IN, MN, WV, LA, MS, AL, SD, NE, IA, AZ, ID, HI, UT, ME,MT, NM, AK, NH, RI, AR, ND, WY, PR.     Foreign (OUS):  IT, FI, CO, KR, JP, PL, BE, GR, NL, IL, AT, DK,CA, GB, BR, SA, SE, DE, AU, FR, MX, IN, IC, ZA, ES, TR, NZ, MY, IE, SG, CZ, SI, PT, CH, RE, LK, CR, AR, HK, NO, PY, PA, MT, EG, NP, TN, RU, RO, NA,CL, BH, IR, PH, TH, KZ, DZ, BG, EE, KW, VN, OM, PE, EC, AE, MA, VE, BO, QA, DO, GT, BY, JO, LT, SK, HU, CY, MN, TW, CN","Z-1193-2019","Class I","EV1000 Clinical Platform, Models: EV1000A, EV1000NI, EV1000CS    Product Usage:  EV1000A Monitor is used to optimize fluid management through the use of minimally invasive monitoring with the FloTrac sensor (or the Volume View sensor).","22443","Potential for an electrical short circuit leading to possible fire hazard due to liquid ingress into AC power outlets.","03/21/2019","05/21/2019","","05/29/2019","All lots"
"Food","No","","82604","Terminated","Great American Marketing Company","1224 N Post Oak Rd Ste 160b","","Houston","TX","	77055-7277","United States","Voluntary: Firm initiated","Telephone","Texas","F-1398-2019","Class I","Deli Cut Ham and American Sandwich 5.5 OZ.","Unknown","Product has the potential to be contaminated with Listeria monocytogenes.","04/09/2019","05/23/2019","10/03/2019","05/29/2019","Lot Numbers/Sell by dates: 040819, 040919, 041119, 041319, 041419, 041519, 041619, 041819, 042019."
"Food","No","","82604","Terminated","Great American Marketing Company","1224 N Post Oak Rd Ste 160b","","Houston","TX","	77055-7277","United States","Voluntary: Firm initiated","Telephone","Texas","F-1399-2019","Class I","Deli Cut Turkey Sandwich 5.5 OZ.","Unknown","Product has the potential to be contaminated with Listeria monocytogenes.","04/09/2019","05/23/2019","10/03/2019","05/29/2019","Lot Numbers/Sell by dates: 040819, 040919, 041119, 041319, 041419, 041519, 041619, 041819, 042019."
"Food","No","","82604","Terminated","Great American Marketing Company","1224 N Post Oak Rd Ste 160b","","Houston","TX","	77055-7277","United States","Voluntary: Firm initiated","Telephone","Texas","F-1400-2019","Class I","Chicken Salad Sandwich 4.5 OZ.","Unknown","Product has the potential to be contaminated with Listeria monocytogenes.","04/09/2019","05/23/2019","10/03/2019","05/29/2019","Lot Numbers/Sell by dates: 040819, 040919, 041119, 041319, 041419, 041519, 041619, 041819, 042019."
"Food","No","","82604","Terminated","Great American Marketing Company","1224 N Post Oak Rd Ste 160b","","Houston","TX","	77055-7277","United States","Voluntary: Firm initiated","Telephone","Texas","F-1401-2019","Class I","Jalapeno Pimento Cheese Sandwich 4.5 OZ.","Unknown","Product has the potential to be contaminated with Listeria monocytogenes.","04/09/2019","05/23/2019","10/03/2019","05/29/2019","Lot Numbers/Sell by dates: 040819, 040919, 041119, 041319, 041419, 041519, 041619, 041819, 042019."
