Product Type,Recently Updated Record,Last Modified Date,Event ID,Status,Recalling Firm,Address1,Address2,City,State/Province,Postal Code,Country,Voluntary/Mandated,Initial Firm Notification of Consignee or Public,Distribution Pattern,Recall Number,Classification,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info
"Food","No","","61696","Terminated","Hong Lee Trading Inc","225 Johnson Ave","","Brooklyn","NY","	11206-2713","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Nationwide","F-1457-2013","Class I","Preserved Apricots -- NET WEIGHT 300gr (10.6oz) -- Ingredient: Salt, apricot, refined sugar.  Firm on label: packed for Hong Lee Trading Inc., 225 Johnson Ave., Brooklyn, NY 11203.  Product of Vietnam.","30 cases","The product contained undeclared sulfites (108.8 ppm)  and undeclared Yellow #5 based on sampling and analysis by New York State Department of Agriculture and Markets.","04/16/2012","05/29/2013","05/29/2013","06/05/2013","No codes"
"Food","No","","63268","Terminated","The Sourdough: A European Bakery Inc.","9330 W Airport Blvd","Suite 100","Houston","TX","	77031-2837","United States","Voluntary: Firm initiated","E-Mail","AR, LA, OK, and TX","F-1460-2013","Class I","Whole Foods Mini Peanut Butter Cookies 12 pack sold in small, plain brown bags featuring a cellophane window on the front with an oval Whole Foods Market sticker that reads ""mini peanut butter cookies - OLD-FASHIONED TREATS FROM WHOLE FOOD MARKET-""  PLU 22096100000","","The cookies were manufactured using peanut butter recalled by Sunland, Inc. for salmonella","09/24/2012","05/30/2013","09/19/2013","06/05/2013","All cookies sold before September 29, 2012, manufactured from May 1, 2012 to September 24, 2012"
"Food","No","","63268","Terminated","The Sourdough: A European Bakery Inc.","9330 W Airport Blvd","Suite 100","Houston","TX","	77031-2837","United States","Voluntary: Firm initiated","E-Mail","AR, LA, OK, and TX","F-1461-2013","Class I","Whole Foods 3 oz Peanut Butter Cookies sold under PLU 47963 from the retail store self-serve pastry case.","","The cookies were manufactured using peanut butter recalled by Sunland, Inc. for salmonella.","09/24/2012","05/30/2013","09/19/2013","06/05/2013","All cookies sold before September 29, 2012, manufactured from May 1, 2012 to September 24, 2012,"
"Food","No","","63268","Terminated","The Sourdough: A European Bakery Inc.","9330 W Airport Blvd","Suite 100","Houston","TX","	77031-2837","United States","Voluntary: Firm initiated","E-Mail","AR, LA, OK, and TX","F-1462-2013","Class I","Whole Foods 3 oz  Peanut Butter Chocolate Chunk Cookies sold under PLU 47963 from the retail store self-serve pastry case.","","The cookies were manufactured using peanut butter recalled by Sunland, Inc. for salmonella.","09/24/2012","05/30/2013","09/19/2013","06/05/2013","All cookies sold before September 29, 2012, manufactured from May 1, 2012 to September 24, 2012."
"Food","No","","63277","Terminated","Pecan Deluxe Candy Company","2570 Lone Star Dr","","Dallas","TX","	75212-6308","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, IA, MI, MO, NC, NV, NY, OH, PA, TX, UT, WI and Canada","F-1448-2013","Class I","Peanut Butter Ribbon, 40 lb Pail, Item Numbers 07-012-40, 07-212-40, and 49-00100-40, Manufactured by Pecan Deluxe Candy Company, 2570 Lone Star Drive, Dallas, TX 75212","262,410 lbs","The Peanut Butter products were manufactured using peanut butter recalled by Sunland, Inc. for salmonella.","09/24/2012","05/28/2013","09/19/2013","06/05/2013","Item 07-012-40, Lots 100992, 10209241, 103361, 110381, 11117241, 11117141, 11222231, 11222241, 12030241, 10244241, 10049241, 10099231, and 10244241.  Lots of 07-212-40: 102882, 120462, 10162241, 11133231, 120462, 101621, 101622, 10209141, 10209131, 10288131, 10288141, 10288231, 10349241, 10349231, 11133241, 11133231, 11176231, 11176241, 11194231, 11251231, 11251241, 12034231, 120951, 121322, 12182241, 12182132, 12182142, 12182141, 12182131, 12182231, and 12208233.  Lots of 49-00100-40: 10133241, 1014715, 10133241, 1023225, 110612, 10133241, 1019625, 103072, and 1116015."
"Food","No","","63277","Terminated","Pecan Deluxe Candy Company","2570 Lone Star Dr","","Dallas","TX","	75212-6308","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, IA, MI, MO, NC, NV, NY, OH, PA, TX, UT, WI and Canada","F-1449-2013","Class I","Peanut Butter Crunch, 45 lb Case, Item Number 01-326-45, Manufactured by Pecan Deluxe Candy Company, 2570 Lone Star Drive, Dallas, TX 75212","76,550 lbs","The Peanut Butter products were manufactured using peanut butter recalled by Sunland, Inc. for salmonella.","09/24/2012","05/28/2013","09/19/2013","06/05/2013","Lot #s: 111752, 100781, 101562, 102312, 102662, 103432, 110402, 110401, 113191, and 120971."
"Food","No","","63277","Terminated","Pecan Deluxe Candy Company","2570 Lone Star Dr","","Dallas","TX","	75212-6308","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, IA, MI, MO, NC, NV, NY, OH, PA, TX, UT, WI and Canada","F-1450-2013","Class I","Peanut Butter Fudge Ribbon, 50 lb Pail, Item Number 07-094-50, Manufactured by Pecan Deluxe Candy Company, 2570 Lone Star Drive, Dallas, TX 75212","3600 lbs","The Peanut Butter Ribbon and Chunky Peanut Butter Ribbon were manufactured using peanut butter recalled by Sunland, Inc. for salmonella.","09/24/2012","05/28/2013","09/19/2013","06/05/2013","Lot #s: 112142"
"Food","No","","63277","Terminated","Pecan Deluxe Candy Company","2570 Lone Star Dr","","Dallas","TX","	75212-6308","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, IA, MI, MO, NC, NV, NY, OH, PA, TX, UT, WI and Canada","F-1451-2013","Class I","Chunky Peanut Butter Ribbon, 40 lb Pail, Item Number 07-712-40, Manufactured by Pecan Deluxe Candy Company, 2570 Lone Star Drive, Dallas, TX 75212","100,030 lbs","The Peanut Butter products were manufactured using peanut butter recalled by Sunland, Inc. for salmonella.","09/24/2012","05/28/2013","09/19/2013","06/05/2013","Lot Numbers: 10077242, 10077231, 10077241, 101562, 101561, 10196141, 101961, 10196141, 10267231, 10267241, 11089211, 11089221, 11140241, 11140231, 11111231, 11285242, 11285141, 12030241, 12030231, 120871, 121252, 122131, 10085231, 100862, 1005623, 10133242, 10267242, 10267241, 10267231, 10343231, 10343241, 11089221, 11089212, 11089211, 11089221, 11111241, 11111231, 11089212, 111762, 11237231, 11243242, 11243241, 11285242, 11285241, 11237231, 11243242, 12074231, 12073231, 120931, and 121441."
"Food","No","","63277","Terminated","Pecan Deluxe Candy Company","2570 Lone Star Dr","","Dallas","TX","	75212-6308","United States","Voluntary: Firm initiated","Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, IA, MI, MO, NC, NV, NY, OH, PA, TX, UT, WI and Canada","F-1452-2013","Class I","Peanut Butter Base, 30 lb Pail, Item Numbers 08-010-30, 08-310-30, and 08-810-30, Manufactured by Pecan Deluxe Candy Company, 2570 Lone Star Drive, Dallas, TX 75212","76,170 lbs","The Peanut Butter products were manufactured using peanut butter recalled by Sunland, Inc. for salmonella.","09/24/2012","05/28/2013","09/19/2013","06/05/2013","Lot #s: 120462, 11021231, 100122, 10118241, 10118231, 1105412, 110541, 102211, 1032215, 110212, 110542, 10118231, 10118241, 102581, 11140231, 11140242, 11140241, 120462, 10118231, 12034241, 100842, 10111231, 1015515, 110742, 1115425, 112861, 112862, 1103115, 11140242, 11318142, 10111231, 100851, 110212, 11291231, 11291241, 1012525, 103332, and 103471."
"Food","No","","63366","Terminated","Nature's Candy, Inc.","632 FM 2093","","Fredericksburg","TX","	78624","United States","Voluntary: Firm initiated","E-Mail","CA and CO","F-1459-2013","Class I","Maple Macadamia Nuts, 25 lb bulk boxes","20 boxes","The macadamia nuts have the potential to be contaminated with Salmonella.","09/20/2012","05/29/2013","07/31/2013","06/05/2013","Lot #s 7241, 7242, and 7243"
